stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1141,,Pine @ 7th,,46.0691014635904,-118.348470926284,1,,,,,
1142,,9th @ Paine,,46.072308,-118.350906,1,,,,,
1143,,Moore @ 7th,,46.073231,-118.349018,1,,,,,
1144,,4th @ Reese,,46.0748345698076,-118.346035480499,1,,,,,
1145,,Edith @ 9th,,46.0764700985163,-118.352167010307,1,,,,,
1146,,Edith @ 11th,,46.0764738198006,-118.354082107543,1,,,,,
1147,,Edith @ 13th,,46.0766263922377,-118.356386125087,1,,,,,
1148,,13th @ Paine,,46.0717885242316,-118.356429040431,1,,,,,
1149,,Pine @ Cayuse,,46.068966,-118.351593,1,,,,,
1150,,Pine @ 7th,,46.0690735502241,-118.348873257637,1,,,,,
1151,,Dell @ Irene,,46.071273,-118.361861,1,,,,,
1152,,Pine @ Myra,,46.068445,-118.368056,1,,,,,
1154,,College Ave. @ 10th,,46.040467,-118.388446,1,,,,,
1155,,College Ave. @ 6th,,46.042994,-118.388421,1,,,,,
1156,,Main @ 10th,,46.06267,-118.349344,1,,,,,
1157,,Tausick Way @ Garrison St.,,46.070973,-118.289489,1,,,,,
1158,,Tausick Way @ Parrish,,46.06938,-118.291512,1,,,,,
1159,,Alder @ School Ave.,,46.067758,-118.299335,1,,,,,
1160,,Rose @ 10th,,46.063762,-118.350134,1,,,,,
1161,,Park @ Alder,,46.067961,-118.331078,1,,,,,
1162,,Park @ Boyer,,46.069849,-118.330908,1,,,,,
1163,,Roosevelt @ Isaacs,,46.075428,-118.312587,1,,,,,
1164,,Roosevelt @ Melrose,,46.078247,-118.312776,1,,,,,
1165,,9th @ Willow,,46.0592471682819,-118.346271514892,1,,,,,
1166,,9th @ Poplar,,46.0611306936445,-118.347086906433,1,,,,,
1167,,10th @ Rose,,46.063029,-118.35028,1,,,,,
1169,,9th @ Emma,,46.0575348167406,-118.346319794654,1,,,,,
1170,,4th @ College,,46.045054,-118.388664,1,,,,,
1171,,Main @ Touchet,,46.071503,-118.333663,1,,,,,
1172,,College Ave. @ N.E. C Street,,46.052819,-118.388353,1,,,,,
1173,,Rose @ Woodland,,46.060536,-118.359257,1,,,,,
1174,,Rose @ 13th,,46.061445,-118.356054,1,,,,,
