trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
R1w_T09,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T09,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T09,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T09,,,275,8,Transfer Center,,,3.639
R1w_T09,,,168,9,Transfer Center,,,3.793
R1w_T09,09:53:00,09:58:00,138,10,Transfer Center,,,4.414
R1w_T09,,,1108,11,Transfer Center,,,4.655
R1w_T09,,,169,12,Transfer Center,,,4.878
R1w_T09,,,235,13,Transfer Center,,,5.102
R1w_T09,,,171,14,Transfer Center,,,5.379
R1w_T09,10:02:00,10:02:00,155,15,Transfer Center,,,5.982
R1w_T09,,,353,16,Transfer Center,,,6.269
R1w_T09,,,175,17,Transfer Center,,,6.813
R1w_T09,,,176,18,Transfer Center,,,7.108
R1w_T09,,,352,19,Transfer Center,,,7.558
R1w_T09,,,247,20,Transfer Center,,,7.743
R1w_T09,10:10:00,10:15:00,148,21,Transfer Center,,,8.164
R1w_T09,,,265,22,Wal-Mart,,,8.529
R1w_T09,,,1160,23,Wal-Mart,,,9.092
R1w_T09,,,181,24,Wal-Mart,,,9.624
R1w_T09,,,182,25,Wal-Mart,,,9.918
R1w_T09,,,183,26,Wal-Mart,,,10.124
R1w_T09,,,184,27,Wal-Mart,,,10.524
R1w_T09,10:20:00,10:20:00,186,28,Wal-Mart,,,10.849
R1w_T09,,,187,29,Wal-Mart,,,11.137
R1w_T09,,,188,30,Wal-Mart,,,12.472
R1w_T09,10:25:00,10:25:00,1170,31,Wal-Mart,,,13.245
R1w_T09,,,190,32,Wal-Mart,,,13.445
R1w_T09,,,191,33,Wal-Mart,,,13.596
R1w_T09,,,192,34,Wal-Mart,,,13.837
R1w_T09,,,256,35,Wal-Mart,,,14.099
R1w_T09,10:31:00,10:31:00,195,36,Wal-Mart,,,14.858
R1w_T10,10:11:00,10:11:00,239,1,Blue Mountain Apartments,,,0
R1w_T10,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T10,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T10,10:18:00,10:18:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T10,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T10,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T10,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T10,,,275,8,Transfer Center,,,3.639
R1w_T10,,,168,9,Transfer Center,,,3.793
R1w_T10,10:23:00,10:28:00,138,10,Transfer Center,,,4.414
R1w_T10,,,1108,11,Transfer Center,,,4.655
R1w_T10,,,169,12,Transfer Center,,,4.878
R1w_T10,,,235,13,Transfer Center,,,5.102
R1w_T10,,,171,14,Transfer Center,,,5.379
R1w_T10,10:32:00,10:32:00,155,15,Transfer Center,,,5.982
R1w_T10,,,353,16,Transfer Center,,,6.269
R1w_T10,,,175,17,Transfer Center,,,6.813
R1w_T10,,,176,18,Transfer Center,,,7.108
R1w_T10,,,352,19,Transfer Center,,,7.558
R1w_T10,,,247,20,Transfer Center,,,7.743
R1w_T10,10:40:00,10:45:00,148,21,Transfer Center,,,8.164
R1w_T10,,,265,22,Wal-Mart,,,8.529
R1w_T10,,,1160,23,Wal-Mart,,,9.092
R1w_T10,,,181,24,Wal-Mart,,,9.624
R1w_T10,,,182,25,Wal-Mart,,,9.918
R1w_T10,,,183,26,Wal-Mart,,,10.124
R1w_T10,,,184,27,Wal-Mart,,,10.524
R1w_T10,10:50:00,10:50:00,186,28,Wal-Mart,,,10.849
R1w_T10,,,187,29,Wal-Mart,,,11.137
R1w_T10,,,188,30,Wal-Mart,,,12.472
R1w_T10,10:55:00,10:55:00,1170,31,Wal-Mart,,,13.245
R1w_T10,,,190,32,Wal-Mart,,,13.445
R1w_T10,,,191,33,Wal-Mart,,,13.596
R1w_T10,,,192,34,Wal-Mart,,,13.837
R1w_T10,,,256,35,Wal-Mart,,,14.099
R1w_T10,11:01:00,11:01:00,195,36,Wal-Mart,,,14.858
R1w_T11,10:41:00,10:41:00,239,1,Blue Mountain Apartments,,,0
R1w_T11,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T11,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T11,10:48:00,10:48:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T11,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T11,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T11,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T11,,,275,8,Transfer Center,,,3.639
R1w_T11,,,168,9,Transfer Center,,,3.793
R1w_T11,10:53:00,10:58:00,138,10,Transfer Center,,,4.414
R1w_T11,,,1108,11,Transfer Center,,,4.655
R1w_T11,,,169,12,Transfer Center,,,4.878
R1w_T11,,,235,13,Transfer Center,,,5.102
R1w_T11,,,171,14,Transfer Center,,,5.379
R1w_T11,11:02:00,11:02:00,155,15,Transfer Center,,,5.982
R1w_T11,,,353,16,Transfer Center,,,6.269
R1w_T11,,,175,17,Transfer Center,,,6.813
R1w_T11,,,176,18,Transfer Center,,,7.108
R1w_T11,,,352,19,Transfer Center,,,7.558
R1w_T11,,,247,20,Transfer Center,,,7.743
R1w_T11,11:10:00,11:15:00,148,21,Transfer Center,,,8.164
R1w_T11,,,265,22,Wal-Mart,,,8.529
R1w_T11,,,1160,23,Wal-Mart,,,9.092
R1w_T11,,,181,24,Wal-Mart,,,9.624
R1w_T11,,,182,25,Wal-Mart,,,9.918
R1w_T11,,,183,26,Wal-Mart,,,10.124
R1w_T11,,,184,27,Wal-Mart,,,10.524
R1w_T11,11:20:00,11:20:00,186,28,Wal-Mart,,,10.849
R1w_T11,,,187,29,Wal-Mart,,,11.137
R1w_T11,,,188,30,Wal-Mart,,,12.472
R1w_T11,11:25:00,11:25:00,1170,31,Wal-Mart,,,13.245
R1w_T11,,,190,32,Wal-Mart,,,13.445
R1w_T11,,,191,33,Wal-Mart,,,13.596
R1w_T11,,,192,34,Wal-Mart,,,13.837
R1w_T11,,,256,35,Wal-Mart,,,14.099
R1w_T11,11:31:00,11:31:00,195,36,Wal-Mart,,,14.858
R1w_T12,11:11:00,11:11:00,239,1,Blue Mountain Apartments,,,0
R1w_T12,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T12,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T12,11:18:00,11:18:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T12,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T12,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T12,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T12,,,275,8,Transfer Center,,,3.639
R1w_T12,,,168,9,Transfer Center,,,3.793
R1w_T12,11:23:00,11:28:00,138,10,Transfer Center,,,4.414
R1w_T12,,,1108,11,Transfer Center,,,4.655
R1w_T12,,,169,12,Transfer Center,,,4.878
R1w_T12,,,235,13,Transfer Center,,,5.102
R1w_T12,,,171,14,Transfer Center,,,5.379
R1w_T12,11:32:00,11:32:00,155,15,Transfer Center,,,5.982
R1w_T12,,,353,16,Transfer Center,,,6.269
R1w_T12,,,175,17,Transfer Center,,,6.813
R1w_T12,,,176,18,Transfer Center,,,7.108
R1w_T12,,,352,19,Transfer Center,,,7.558
R1w_T12,,,247,20,Transfer Center,,,7.743
R1w_T12,11:40:00,11:45:00,148,21,Transfer Center,,,8.164
R1w_T12,,,265,22,Wal-Mart,,,8.529
R1w_T12,,,1160,23,Wal-Mart,,,9.092
R1w_T12,,,181,24,Wal-Mart,,,9.624
R1w_T12,,,182,25,Wal-Mart,,,9.918
R1w_T12,,,183,26,Wal-Mart,,,10.124
R1w_T12,,,184,27,Wal-Mart,,,10.524
R1w_T12,11:50:00,11:50:00,186,28,Wal-Mart,,,10.849
R1w_T12,,,187,29,Wal-Mart,,,11.137
R1w_T12,,,188,30,Wal-Mart,,,12.472
R1w_T12,11:55:00,11:55:00,1170,31,Wal-Mart,,,13.245
R1w_T12,,,190,32,Wal-Mart,,,13.445
R1w_T12,,,191,33,Wal-Mart,,,13.596
R1w_T12,,,192,34,Wal-Mart,,,13.837
R1w_T12,,,256,35,Wal-Mart,,,14.099
R1w_T12,12:01:00,12:01:00,195,36,Wal-Mart,,,14.858
R1w_T13,11:41:00,11:41:00,239,1,Blue Mountain Apartments,,,0
R1w_T13,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T13,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T13,11:48:00,11:48:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T13,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T13,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T13,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T13,,,275,8,Transfer Center,,,3.639
R1w_T13,,,168,9,Transfer Center,,,3.793
R1w_T13,11:53:00,11:58:00,138,10,Transfer Center,,,4.414
R1w_T13,,,1108,11,Transfer Center,,,4.655
R1w_T13,,,169,12,Transfer Center,,,4.878
R1w_T13,,,235,13,Transfer Center,,,5.102
R1w_T13,,,171,14,Transfer Center,,,5.379
R1w_T13,12:02:00,12:02:00,155,15,Transfer Center,,,5.982
R1w_T13,,,353,16,Transfer Center,,,6.269
R1w_T13,,,175,17,Transfer Center,,,6.813
R1w_T13,,,176,18,Transfer Center,,,7.108
R1w_T13,,,352,19,Transfer Center,,,7.558
R1w_T13,,,247,20,Transfer Center,,,7.743
R1w_T13,12:10:00,12:15:00,148,21,Transfer Center,,,8.164
R1w_T13,,,265,22,Wal-Mart,,,8.529
R1w_T13,,,1160,23,Wal-Mart,,,9.092
R1w_T13,,,181,24,Wal-Mart,,,9.624
R1w_T13,,,182,25,Wal-Mart,,,9.918
R1w_T13,,,183,26,Wal-Mart,,,10.124
R1w_T13,,,184,27,Wal-Mart,,,10.524
R1w_T13,12:20:00,12:20:00,186,28,Wal-Mart,,,10.849
R1w_T13,,,187,29,Wal-Mart,,,11.137
R1w_T13,,,188,30,Wal-Mart,,,12.472
R1w_T13,12:25:00,12:25:00,1170,31,Wal-Mart,,,13.245
R1w_T13,,,190,32,Wal-Mart,,,13.445
R1w_T13,,,191,33,Wal-Mart,,,13.596
R1w_T13,,,192,34,Wal-Mart,,,13.837
R1w_T13,,,256,35,Wal-Mart,,,14.099
R1w_T13,12:31:00,12:31:00,195,36,Wal-Mart,,,14.858
R1w_T14,12:11:00,12:11:00,239,1,Blue Mountain Apartments,,,0
R1w_T14,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T14,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T14,12:18:00,12:18:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T14,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T14,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T14,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T14,,,275,8,Transfer Center,,,3.639
R1w_T14,,,168,9,Transfer Center,,,3.793
R1w_T14,12:23:00,12:28:00,138,10,Transfer Center,,,4.414
R1w_T14,,,1108,11,Transfer Center,,,4.655
R1w_T14,,,169,12,Transfer Center,,,4.878
R1w_T14,,,235,13,Transfer Center,,,5.102
R1w_T14,,,171,14,Transfer Center,,,5.379
R1w_T14,12:32:00,12:32:00,155,15,Transfer Center,,,5.982
R1w_T14,,,353,16,Transfer Center,,,6.269
R1w_T14,,,175,17,Transfer Center,,,6.813
R1w_T14,,,176,18,Transfer Center,,,7.108
R1w_T14,,,352,19,Transfer Center,,,7.558
R1w_T14,,,247,20,Transfer Center,,,7.743
R1w_T14,12:40:00,12:45:00,148,21,Transfer Center,,,8.164
R1w_T14,,,265,22,Wal-Mart,,,8.529
R1w_T14,,,1160,23,Wal-Mart,,,9.092
R1w_T14,,,181,24,Wal-Mart,,,9.624
R1w_T14,,,182,25,Wal-Mart,,,9.918
R1w_T14,,,183,26,Wal-Mart,,,10.124
R1w_T14,,,184,27,Wal-Mart,,,10.524
R1w_T14,12:50:00,12:50:00,186,28,Wal-Mart,,,10.849
R1w_T14,,,187,29,Wal-Mart,,,11.137
R1w_T14,,,188,30,Wal-Mart,,,12.472
R1w_T14,12:55:00,12:55:00,1170,31,Wal-Mart,,,13.245
R1w_T14,,,190,32,Wal-Mart,,,13.445
R1w_T14,,,191,33,Wal-Mart,,,13.596
R1w_T14,,,192,34,Wal-Mart,,,13.837
R1w_T14,,,256,35,Wal-Mart,,,14.099
R1w_T14,13:01:00,13:01:00,195,36,Wal-Mart,,,14.858
R1w_T15,12:41:00,12:41:00,239,1,Blue Mountain Apartments,,,0
R1w_T15,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T15,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T15,12:48:00,12:48:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T15,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T15,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T15,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T15,,,275,8,Transfer Center,,,3.639
R1w_T15,,,168,9,Transfer Center,,,3.793
R1w_T15,12:53:00,12:58:00,138,10,Transfer Center,,,4.414
R1w_T15,,,1108,11,Transfer Center,,,4.655
R1w_T15,,,169,12,Transfer Center,,,4.878
R1w_T15,,,235,13,Transfer Center,,,5.102
R1w_T15,,,171,14,Transfer Center,,,5.379
R1w_T15,13:02:00,13:02:00,155,15,Transfer Center,,,5.982
R1w_T15,,,353,16,Transfer Center,,,6.269
R1w_T15,,,175,17,Transfer Center,,,6.813
R1w_T15,,,176,18,Transfer Center,,,7.108
R1w_T15,,,352,19,Transfer Center,,,7.558
R1w_T15,,,247,20,Transfer Center,,,7.743
R1w_T15,13:10:00,13:15:00,148,21,Transfer Center,,,8.164
R1w_T15,,,265,22,Wal-Mart,,,8.529
R1w_T15,,,1160,23,Wal-Mart,,,9.092
R1w_T15,,,181,24,Wal-Mart,,,9.624
R1w_T15,,,182,25,Wal-Mart,,,9.918
R1w_T15,,,183,26,Wal-Mart,,,10.124
R1w_T15,,,184,27,Wal-Mart,,,10.524
R1w_T15,13:20:00,13:20:00,186,28,Wal-Mart,,,10.849
R1w_T15,,,187,29,Wal-Mart,,,11.137
R1w_T15,,,188,30,Wal-Mart,,,12.472
R1w_T15,13:25:00,13:25:00,1170,31,Wal-Mart,,,13.245
R1w_T15,,,190,32,Wal-Mart,,,13.445
R1w_T15,,,191,33,Wal-Mart,,,13.596
R1w_T15,,,192,34,Wal-Mart,,,13.837
R1w_T15,,,256,35,Wal-Mart,,,14.099
R1w_T15,13:31:00,13:31:00,195,36,Wal-Mart,,,14.858
R1w_T16,13:11:00,13:11:00,239,1,Blue Mountain Apartments,,,0
R1w_T16,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T16,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T16,13:18:00,13:18:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T16,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T16,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T16,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T16,,,275,8,Transfer Center,,,3.639
R1w_T16,,,168,9,Transfer Center,,,3.793
R1w_T16,13:23:00,13:28:00,138,10,Transfer Center,,,4.414
R1w_T16,,,1108,11,Transfer Center,,,4.655
R1w_T16,,,169,12,Transfer Center,,,4.878
R1w_T16,,,235,13,Transfer Center,,,5.102
R1w_T16,,,171,14,Transfer Center,,,5.379
R1w_T16,13:32:00,13:32:00,155,15,Transfer Center,,,5.982
R1w_T16,,,353,16,Transfer Center,,,6.269
R1w_T16,,,175,17,Transfer Center,,,6.813
R1w_T16,,,176,18,Transfer Center,,,7.108
R1w_T16,,,352,19,Transfer Center,,,7.558
R1w_T16,,,247,20,Transfer Center,,,7.743
R1w_T16,13:40:00,13:45:00,148,21,Transfer Center,,,8.164
R1w_T16,,,265,22,Wal-Mart,,,8.529
R1w_T16,,,1160,23,Wal-Mart,,,9.092
R1w_T16,,,181,24,Wal-Mart,,,9.624
R1w_T16,,,182,25,Wal-Mart,,,9.918
R1w_T16,,,183,26,Wal-Mart,,,10.124
R1w_T16,,,184,27,Wal-Mart,,,10.524
R1w_T16,13:50:00,13:50:00,186,28,Wal-Mart,,,10.849
R1w_T16,,,187,29,Wal-Mart,,,11.137
R1w_T16,,,188,30,Wal-Mart,,,12.472
R1w_T16,13:55:00,13:55:00,1170,31,Wal-Mart,,,13.245
R1w_T16,,,190,32,Wal-Mart,,,13.445
R1w_T16,,,191,33,Wal-Mart,,,13.596
R1w_T16,,,192,34,Wal-Mart,,,13.837
R1w_T16,,,256,35,Wal-Mart,,,14.099
R1w_T16,14:01:00,14:01:00,195,36,Wal-Mart,,,14.858
R1w_T17,13:41:00,13:41:00,239,1,Blue Mountain Apartments,,,0
R1w_T17,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T17,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T17,13:48:00,13:48:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T17,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T17,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T17,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T17,,,275,8,Transfer Center,,,3.639
R1w_T17,,,168,9,Transfer Center,,,3.793
R1w_T17,13:53:00,13:58:00,138,10,Transfer Center,,,4.414
R1w_T17,,,1108,11,Transfer Center,,,4.655
R1w_T17,,,169,12,Transfer Center,,,4.878
R1w_T17,,,235,13,Transfer Center,,,5.102
R1w_T17,,,171,14,Transfer Center,,,5.379
R1w_T17,14:02:00,14:02:00,155,15,Transfer Center,,,5.982
R1w_T17,,,353,16,Transfer Center,,,6.269
R1w_T17,,,175,17,Transfer Center,,,6.813
R1w_T17,,,176,18,Transfer Center,,,7.108
R1w_T17,,,352,19,Transfer Center,,,7.558
R1w_T17,,,247,20,Transfer Center,,,7.743
R1w_T17,14:10:00,14:15:00,148,21,Transfer Center,,,8.164
R1w_T17,,,265,22,Wal-Mart,,,8.529
R1w_T17,,,1160,23,Wal-Mart,,,9.092
R1w_T17,,,181,24,Wal-Mart,,,9.624
R1w_T17,,,182,25,Wal-Mart,,,9.918
R1w_T17,,,183,26,Wal-Mart,,,10.124
R1w_T17,,,184,27,Wal-Mart,,,10.524
R1w_T17,14:20:00,14:20:00,186,28,Wal-Mart,,,10.849
R1w_T17,,,187,29,Wal-Mart,,,11.137
R1w_T17,,,188,30,Wal-Mart,,,12.472
R1w_T17,14:25:00,14:25:00,1170,31,Wal-Mart,,,13.245
R1w_T17,,,190,32,Wal-Mart,,,13.445
R1w_T17,,,191,33,Wal-Mart,,,13.596
R1w_T17,,,192,34,Wal-Mart,,,13.837
R1w_T17,,,256,35,Wal-Mart,,,14.099
R1w_T17,14:31:00,14:31:00,195,36,Wal-Mart,,,14.858
R1w_T18,14:11:00,14:11:00,239,1,Blue Mountain Apartments,,,0
R1w_T18,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T18,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T18,14:18:00,14:18:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T18,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T18,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T18,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T18,,,275,8,Transfer Center,,,3.639
R1w_T18,,,168,9,Transfer Center,,,3.793
R1w_T18,14:23:00,14:28:00,138,10,Transfer Center,,,4.414
R1w_T18,,,1108,11,Transfer Center,,,4.655
R1w_T18,,,169,12,Transfer Center,,,4.878
R1w_T18,,,235,13,Transfer Center,,,5.102
R1w_T18,,,171,14,Transfer Center,,,5.379
R1w_T18,14:32:00,14:32:00,155,15,Transfer Center,,,5.982
R1w_T18,,,353,16,Transfer Center,,,6.269
R1w_T18,,,175,17,Transfer Center,,,6.813
R1w_T18,,,176,18,Transfer Center,,,7.108
R1w_T18,,,352,19,Transfer Center,,,7.558
R1w_T18,,,247,20,Transfer Center,,,7.743
R1w_T18,14:40:00,14:45:00,148,21,Transfer Center,,,8.164
R1w_T18,,,265,22,Wal-Mart,,,8.529
R1w_T18,,,1160,23,Wal-Mart,,,9.092
R1w_T18,,,181,24,Wal-Mart,,,9.624
R1w_T18,,,182,25,Wal-Mart,,,9.918
R1w_T18,,,183,26,Wal-Mart,,,10.124
R1w_T18,,,184,27,Wal-Mart,,,10.524
R1w_T18,14:50:00,14:50:00,186,28,Wal-Mart,,,10.849
R1w_T18,,,187,29,Wal-Mart,,,11.137
R1w_T18,,,188,30,Wal-Mart,,,12.472
R1w_T18,14:55:00,14:55:00,1170,31,Wal-Mart,,,13.245
R1w_T18,,,190,32,Wal-Mart,,,13.445
R1w_T18,,,191,33,Wal-Mart,,,13.596
R1w_T18,,,192,34,Wal-Mart,,,13.837
R1w_T18,,,256,35,Wal-Mart,,,14.099
R1w_T18,15:01:00,15:01:00,195,36,Wal-Mart,,,14.858
R1w_T19,14:41:00,14:41:00,239,1,Blue Mountain Apartments,,,0
R1w_T19,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T19,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T19,14:48:00,14:48:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T19,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T19,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T19,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T19,,,275,8,Transfer Center,,,3.639
R1w_T19,,,168,9,Transfer Center,,,3.793
R1w_T19,14:53:00,14:58:00,138,10,Transfer Center,,,4.414
R1w_T19,,,1108,11,Transfer Center,,,4.655
R1w_T19,,,169,12,Transfer Center,,,4.878
R1w_T19,,,235,13,Transfer Center,,,5.102
R1w_T19,,,171,14,Transfer Center,,,5.379
R1w_T19,15:02:00,15:02:00,155,15,Transfer Center,,,5.982
R1w_T19,,,353,16,Transfer Center,,,6.269
R1w_T19,,,175,17,Transfer Center,,,6.813
R1w_T19,,,176,18,Transfer Center,,,7.108
R1w_T19,,,352,19,Transfer Center,,,7.558
R1w_T19,,,247,20,Transfer Center,,,7.743
R1w_T19,15:10:00,15:15:00,148,21,Transfer Center,,,8.164
R1w_T19,,,265,22,Wal-Mart,,,8.529
R1w_T19,,,1160,23,Wal-Mart,,,9.092
R1w_T19,,,181,24,Wal-Mart,,,9.624
R1w_T19,,,182,25,Wal-Mart,,,9.918
R1w_T19,,,183,26,Wal-Mart,,,10.124
R1w_T19,,,184,27,Wal-Mart,,,10.524
R1w_T19,15:23:00,15:23:00,186,28,Wal-Mart,,,10.849
R1w_T19,,,187,29,Wal-Mart,,,11.137
R1w_T19,,,188,30,Wal-Mart,,,12.472
R1w_T19,15:28:00,15:28:00,1170,31,Wal-Mart,,,13.245
R1w_T19,,,190,32,Wal-Mart,,,13.445
R1w_T19,,,191,33,Wal-Mart,,,13.596
R1w_T19,,,192,34,Wal-Mart,,,13.837
R1w_T19,,,256,35,Wal-Mart,,,14.099
R1w_T19,15:34:00,15:34:00,195,36,Wal-Mart,,,14.858
R1w_T21,15:46:00,15:46:00,239,1,Blue Mountain Apartments,,,0
R1w_T21,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T21,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T21,15:53:00,15:53:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T21,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T21,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T21,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T21,,,275,8,Transfer Center,,,3.639
R1w_T21,,,168,9,Transfer Center,,,3.793
R1w_T21,15:58:00,16:03:00,138,10,Transfer Center,,,4.414
R1w_T21,,,1108,11,Transfer Center,,,4.655
R1w_T21,,,169,12,Transfer Center,,,4.878
R1w_T21,,,235,13,Transfer Center,,,5.102
R1w_T21,,,171,14,Transfer Center,,,5.379
R1w_T21,16:07:00,16:07:00,155,15,Transfer Center,,,5.982
R1w_T21,,,353,16,Transfer Center,,,6.269
R1w_T21,,,175,17,Transfer Center,,,6.813
R1w_T21,,,176,18,Transfer Center,,,7.108
R1w_T21,,,352,19,Transfer Center,,,7.558
R1w_T21,,,247,20,Transfer Center,,,7.743
R1w_T21,16:15:00,16:20:00,148,21,Transfer Center,,,8.164
R1w_T21,,,265,22,Wal-Mart,,,8.529
R1w_T21,,,1160,23,Wal-Mart,,,9.092
R1w_T21,,,181,24,Wal-Mart,,,9.624
R1w_T21,,,182,25,Wal-Mart,,,9.918
R1w_T21,,,183,26,Wal-Mart,,,10.124
R1w_T21,,,184,27,Wal-Mart,,,10.524
R1w_T21,16:25:00,16:25:00,186,28,Wal-Mart,,,10.849
R1w_T21,,,187,29,Wal-Mart,,,11.137
R1w_T21,,,188,30,Wal-Mart,,,12.472
R1w_T21,16:30:00,16:30:00,1170,31,Wal-Mart,,,13.245
R1w_T21,,,190,32,Wal-Mart,,,13.445
R1w_T21,,,191,33,Wal-Mart,,,13.596
R1w_T21,,,192,34,Wal-Mart,,,13.837
R1w_T21,,,256,35,Wal-Mart,,,14.099
R1w_T21,16:36:00,16:36:00,195,36,Wal-Mart,,,14.858
R1w_T22,16:16:00,16:16:00,239,1,Blue Mountain Apartments,,,0
R1w_T22,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T22,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T22,16:23:00,16:23:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T22,,,1159,5,Blue Mountain Apartments,,,2.661
R1w_T22,,,140,6,Blue Mountain Apartments,,,3.029
R1w_T22,,,276,7,Blue Mountain Apartments,,,3.257
R1w_T22,,,275,8,Transfer Center,,,3.639
R1w_T22,,,168,9,Transfer Center,,,3.793
R1w_T22,16:28:00,16:33:00,138,10,Transfer Center,,,4.414
R1w_T22,,,1108,11,Transfer Center,,,4.655
R1w_T22,,,169,12,Transfer Center,,,4.878
R1w_T22,,,235,13,Transfer Center,,,5.102
R1w_T22,,,171,14,Transfer Center,,,5.379
R1w_T22,16:37:00,16:37:00,155,15,Transfer Center,,,5.982
R1w_T22,,,353,16,Transfer Center,,,6.269
R1w_T22,,,175,17,Transfer Center,,,6.813
R1w_T22,,,176,18,Transfer Center,,,7.108
R1w_T22,,,352,19,Transfer Center,,,7.558
R1w_T22,,,247,20,Transfer Center,,,7.743
R1w_T22,16:45:00,16:50:00,148,21,Transfer Center,,,8.164
R1w_T22,,,265,22,Wal-Mart,,,8.529
R1w_T22,,,1160,23,Wal-Mart,,,9.092
R1w_T22,,,181,24,Wal-Mart,,,9.624
R1w_T22,,,182,25,Wal-Mart,,,9.918
R1w_T22,,,183,26,Wal-Mart,,,10.124
R1w_T22,,,184,27,Wal-Mart,,,10.524
R1w_T22,16:55:00,16:55:00,186,28,Wal-Mart,,,10.849
R1w_T22,,,187,29,Wal-Mart,,,11.137
R1w_T22,,,188,30,Wal-Mart,,,12.472
R1w_T22,17:00:00,17:00:00,1170,31,Wal-Mart,,,13.245
R1w_T22,,,190,32,Wal-Mart,,,13.445
R1w_T22,,,191,33,Wal-Mart,,,13.596
R1w_T22,,,192,34,Wal-Mart,,,13.837
R1w_T22,,,256,35,Wal-Mart,,,14.099
R1w_T22,17:06:00,17:06:00,195,36,Wal-Mart,,,14.858
R1w_T23,16:46:00,16:46:00,239,1,Blue Mountain Apartments,,,0
R1w_T23,,,1157,2,Blue Mountain Apartments,,,1.73
R1w_T23,,,1158,3,Blue Mountain Apartments,,,1.969
R1w_T23,16:53:00,16:53:00,240,4,Blue Mountain Apartments,,,2.362
R1w_T23,,,1159,5,Blue Mountain Apartments,,,2.661
