trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
R1w_sat_T10,,,249,8,Wal-Mart,,,3.061
R1w_sat_T10,,,250,9,Wal-Mart,,,3.588
R1w_sat_T10,,,251,10,Wal-Mart,,,4.009
R1w_sat_T10,,,1193,11,Wal-Mart,,,4.457
R1w_sat_T10,,,252,12,Wal-Mart,,,4.866
R1w_sat_T10,,,212,13,Wal-Mart,,,5.929
R1w_sat_T10,17:41:00,17:41:00,195,14,Wal-Mart,,,6.489
R1w_sat_T10,,,255,15,Wal-Mart,,,7.348
R1w_sat_T10,,,193,16,Transfer Center,,,7.609
R1w_sat_T10,,,1153,17,Transfer Center,,,7.749
R1w_sat_T10,,,1154,18,Transfer Center,,,7.947
R1w_sat_T10,,,1155,19,Transfer Center,,,8.227
R1w_sat_T10,17:54:00,17:54:00,202,20,Transfer Center,,,8.55
R1w_sat_T10,,,258,21,Transfer Center,,,9.089
R1w_sat_T10,,,1172,22,Transfer Center,,,9.32
R1w_sat_T10,,,260,23,Transfer Center,,,9.827
R1w_sat_T10,18:00:00,18:00:00,261,24,Transfer Center,,,10.542
R1w_sat_T10,,,262,25,Transfer Center,,,10.806
R1w_sat_T10,,,263,26,Transfer Center,,,11.13
R1w_sat_T10,,,264,27,Transfer Center,,,11.57
R1w_sat_T10,,,1180,28,Transfer Center,,,12.326
R1w_sat_T10,,,1181,29,Transfer Center,,,12.816
R1w_sat_T10,,,1156,30,Transfer Center,,,13.327
R1w_sat_T10,,,351,31,Transfer Center,,,13.79
R1w_sat_T10,18:05:00,18:05:00,148,32,Transfer Center,,,14.032
R2_T01,06:31:00,06:31:00,195,1,Fourth and College Ave,,,0
R2_T01,,,404,2,Fourth and College Ave,,,1.654
R2_T01,,,193,3,Fourth and College Ave,,,2.289
R2_T01,,,198,4,Fourth and College Ave,,,2.486
R2_T01,,,199,5,Fourth and College Ave,,,2.731
R2_T01,,,200,6,Fourth and College Ave,,,2.928
R2_T01,,,201,7,Fourth and College Ave,,,3.678
R2_T01,06:38:00,06:38:00,197,8,Fourth and College Ave,,,3.969
R2_T01,,,203,9,Wal-Mart,,,4.17
R2_T01,,,204,10,Wal-Mart,,,4.874
R2_T01,,,1135,11,Wal-Mart,,,5.076
R2_T01,,,1109,12,Wal-Mart,,,5.566
R2_T01,,,1110,13,Wal-Mart,,,6.057
R2_T01,,,205,14,Wal-Mart,,,6.222
R2_T01,06:43:00,06:43:00,206,15,Wal-Mart,,,6.553
R2_T01,,,208,16,Wal-Mart,,,6.858
R2_T01,,,209,17,Wal-Mart,,,7.464
R2_T01,06:46:00,06:46:00,210,18,Wal-Mart,,,7.667
R2_T01,,,211,19,Wal-Mart,,,8.063
R2_T01,,,212,20,Wal-Mart,,,8.364
R2_T01,06:51:00,06:51:00,195,21,Wal-Mart,,,8.926
R2_T02,07:01:00,07:01:00,195,1,Fourth and College Ave,,,0
R2_T02,,,404,2,Fourth and College Ave,,,1.654
R2_T02,,,193,3,Fourth and College Ave,,,2.289
R2_T02,,,198,4,Fourth and College Ave,,,2.486
R2_T02,,,199,5,Fourth and College Ave,,,2.731
R2_T02,,,200,6,Fourth and College Ave,,,2.928
R2_T02,,,201,7,Fourth and College Ave,,,3.678
R2_T02,07:08:00,07:08:00,197,8,Fourth and College Ave,,,3.969
R2_T02,,,203,9,Wal-Mart,,,4.17
R2_T02,,,204,10,Wal-Mart,,,4.874
R2_T02,,,1135,11,Wal-Mart,,,5.076
R2_T02,,,1109,12,Wal-Mart,,,5.566
R2_T02,,,1110,13,Wal-Mart,,,6.057
R2_T02,,,205,14,Wal-Mart,,,6.222
R2_T02,07:13:00,07:13:00,206,15,Wal-Mart,,,6.553
R2_T02,,,208,16,Wal-Mart,,,6.858
R2_T02,,,209,17,Wal-Mart,,,7.464
R2_T02,07:16:00,07:16:00,210,18,Wal-Mart,,,7.667
R2_T02,,,211,19,Wal-Mart,,,8.063
R2_T02,,,212,20,Wal-Mart,,,8.364
R2_T02,07:21:00,07:21:00,195,21,Wal-Mart,,,8.926
R2_T03,07:31:00,07:31:00,195,1,Fourth and College Ave,,,0
R2_T03,,,404,2,Fourth and College Ave,,,1.654
R2_T03,,,193,3,Fourth and College Ave,,,2.289
R2_T03,,,198,4,Fourth and College Ave,,,2.486
R2_T03,,,199,5,Fourth and College Ave,,,2.731
R2_T03,,,200,6,Fourth and College Ave,,,2.928
R2_T03,,,201,7,Fourth and College Ave,,,3.678
R2_T03,07:38:00,07:38:00,197,8,Fourth and College Ave,,,3.969
R2_T03,,,203,9,Wal-Mart,,,4.17
R2_T03,,,204,10,Wal-Mart,,,4.874
R2_T03,,,1135,11,Wal-Mart,,,5.076
R2_T03,,,1109,12,Wal-Mart,,,5.566
R2_T03,,,1110,13,Wal-Mart,,,6.057
R2_T03,,,205,14,Wal-Mart,,,6.222
R2_T03,07:43:00,07:43:00,206,15,Wal-Mart,,,6.553
R2_T03,,,208,16,Wal-Mart,,,6.858
R2_T03,,,209,17,Wal-Mart,,,7.464
R2_T03,07:46:00,07:46:00,210,18,Wal-Mart,,,7.667
R2_T03,,,211,19,Wal-Mart,,,8.063
R2_T03,,,212,20,Wal-Mart,,,8.364
R2_T03,07:51:00,07:51:00,195,21,Wal-Mart,,,8.926
R2_T04,08:01:00,08:01:00,195,1,Fourth and College Ave,,,0
R2_T04,,,404,2,Fourth and College Ave,,,1.654
R2_T04,,,193,3,Fourth and College Ave,,,2.289
R2_T04,,,198,4,Fourth and College Ave,,,2.486
R2_T04,,,199,5,Fourth and College Ave,,,2.731
R2_T04,,,200,6,Fourth and College Ave,,,2.928
R2_T04,,,201,7,Fourth and College Ave,,,3.678
R2_T04,08:08:00,08:08:00,197,8,Fourth and College Ave,,,3.969
R2_T04,,,203,9,Wal-Mart,,,4.17
R2_T04,,,204,10,Wal-Mart,,,4.874
R2_T04,,,1135,11,Wal-Mart,,,5.076
R2_T04,,,1109,12,Wal-Mart,,,5.566
R2_T04,,,1110,13,Wal-Mart,,,6.057
R2_T04,,,205,14,Wal-Mart,,,6.222
R2_T04,08:13:00,08:13:00,206,15,Wal-Mart,,,6.553
R2_T04,,,208,16,Wal-Mart,,,6.858
R2_T04,,,209,17,Wal-Mart,,,7.464
R2_T04,08:16:00,08:16:00,210,18,Wal-Mart,,,7.667
R2_T04,,,211,19,Wal-Mart,,,8.063
R2_T04,,,212,20,Wal-Mart,,,8.364
R2_T04,08:21:00,08:21:00,195,21,Wal-Mart,,,8.926
R2_T05,08:31:00,08:31:00,195,1,Fourth and College Ave,,,0
R2_T05,,,404,2,Fourth and College Ave,,,1.654
R2_T05,,,193,3,Fourth and College Ave,,,2.289
R2_T05,,,198,4,Fourth and College Ave,,,2.486
R2_T05,,,199,5,Fourth and College Ave,,,2.731
R2_T05,,,200,6,Fourth and College Ave,,,2.928
R2_T05,,,201,7,Fourth and College Ave,,,3.678
R2_T05,08:38:00,08:38:00,197,8,Fourth and College Ave,,,3.969
R2_T05,,,203,9,Wal-Mart,,,4.17
R2_T05,,,204,10,Wal-Mart,,,4.874
R2_T05,,,1135,11,Wal-Mart,,,5.076
R2_T05,,,1109,12,Wal-Mart,,,5.566
R2_T05,,,1110,13,Wal-Mart,,,6.057
R2_T05,,,205,14,Wal-Mart,,,6.222
R2_T05,08:43:00,08:43:00,206,15,Wal-Mart,,,6.553
R2_T05,,,208,16,Wal-Mart,,,6.858
R2_T05,,,209,17,Wal-Mart,,,7.464
R2_T05,08:46:00,08:46:00,210,18,Wal-Mart,,,7.667
R2_T05,,,211,19,Wal-Mart,,,8.063
R2_T05,,,212,20,Wal-Mart,,,8.364
R2_T05,08:51:00,08:51:00,195,21,Wal-Mart,,,8.926
R2_T06,09:01:00,09:01:00,195,1,Fourth and College Ave,,,0
R2_T06,,,404,2,Fourth and College Ave,,,1.654
R2_T06,,,193,3,Fourth and College Ave,,,2.289
R2_T06,,,198,4,Fourth and College Ave,,,2.486
R2_T06,,,199,5,Fourth and College Ave,,,2.731
R2_T06,,,200,6,Fourth and College Ave,,,2.928
R2_T06,,,201,7,Fourth and College Ave,,,3.678
R2_T06,09:08:00,09:08:00,197,8,Fourth and College Ave,,,3.969
R2_T06,,,203,9,Wal-Mart,,,4.17
R2_T06,,,204,10,Wal-Mart,,,4.874
R2_T06,,,1135,11,Wal-Mart,,,5.076
R2_T06,,,1109,12,Wal-Mart,,,5.566
R2_T06,,,1110,13,Wal-Mart,,,6.057
R2_T06,,,205,14,Wal-Mart,,,6.222
R2_T06,09:13:00,09:13:00,206,15,Wal-Mart,,,6.553
R2_T06,,,208,16,Wal-Mart,,,6.858
R2_T06,,,209,17,Wal-Mart,,,7.464
R2_T06,09:16:00,09:16:00,210,18,Wal-Mart,,,7.667
R2_T06,,,211,19,Wal-Mart,,,8.063
R2_T06,,,212,20,Wal-Mart,,,8.364
R2_T06,09:21:00,09:21:00,195,21,Wal-Mart,,,8.926
R2_T07,09:31:00,09:31:00,195,1,Fourth and College Ave,,,0
R2_T07,,,404,2,Fourth and College Ave,,,1.654
R2_T07,,,193,3,Fourth and College Ave,,,2.289
R2_T07,,,198,4,Fourth and College Ave,,,2.486
R2_T07,,,199,5,Fourth and College Ave,,,2.731
R2_T07,,,200,6,Fourth and College Ave,,,2.928
R2_T07,,,201,7,Fourth and College Ave,,,3.678
R2_T07,09:38:00,09:38:00,197,8,Fourth and College Ave,,,3.969
R2_T07,,,203,9,Wal-Mart,,,4.17
R2_T07,,,204,10,Wal-Mart,,,4.874
R2_T07,,,1135,11,Wal-Mart,,,5.076
R2_T07,,,1109,12,Wal-Mart,,,5.566
R2_T07,,,1110,13,Wal-Mart,,,6.057
R2_T07,,,205,14,Wal-Mart,,,6.222
R2_T07,09:43:00,09:43:00,206,15,Wal-Mart,,,6.553
R2_T07,,,208,16,Wal-Mart,,,6.858
R2_T07,,,209,17,Wal-Mart,,,7.464
R2_T07,09:46:00,09:46:00,210,18,Wal-Mart,,,7.667
R2_T07,,,211,19,Wal-Mart,,,8.063
R2_T07,,,212,20,Wal-Mart,,,8.364
R2_T07,09:51:00,09:51:00,195,21,Wal-Mart,,,8.926
R2_T08,10:01:00,10:01:00,195,1,Fourth and College Ave,,,0
R2_T08,,,404,2,Fourth and College Ave,,,1.654
R2_T08,,,193,3,Fourth and College Ave,,,2.289
R2_T08,,,198,4,Fourth and College Ave,,,2.486
R2_T08,,,199,5,Fourth and College Ave,,,2.731
R2_T08,,,200,6,Fourth and College Ave,,,2.928
R2_T08,,,201,7,Fourth and College Ave,,,3.678
R2_T08,10:08:00,10:08:00,197,8,Fourth and College Ave,,,3.969
R2_T08,,,203,9,Wal-Mart,,,4.17
R2_T08,,,204,10,Wal-Mart,,,4.874
R2_T08,,,1135,11,Wal-Mart,,,5.076
R2_T08,,,1109,12,Wal-Mart,,,5.566
R2_T08,,,1110,13,Wal-Mart,,,6.057
R2_T08,,,205,14,Wal-Mart,,,6.222
R2_T08,10:13:00,10:13:00,206,15,Wal-Mart,,,6.553
R2_T08,,,208,16,Wal-Mart,,,6.858
R2_T08,,,209,17,Wal-Mart,,,7.464
R2_T08,10:16:00,10:16:00,210,18,Wal-Mart,,,7.667
R2_T08,,,211,19,Wal-Mart,,,8.063
R2_T08,,,212,20,Wal-Mart,,,8.364
R2_T08,10:21:00,10:21:00,195,21,Wal-Mart,,,8.926
R2_T09,10:31:00,10:31:00,195,1,Fourth and College Ave,,,0
R2_T09,,,404,2,Fourth and College Ave,,,1.654
R2_T09,,,193,3,Fourth and College Ave,,,2.289
R2_T09,,,198,4,Fourth and College Ave,,,2.486
R2_T09,,,199,5,Fourth and College Ave,,,2.731
R2_T09,,,200,6,Fourth and College Ave,,,2.928
R2_T09,,,201,7,Fourth and College Ave,,,3.678
R2_T09,10:38:00,10:38:00,197,8,Fourth and College Ave,,,3.969
R2_T09,,,203,9,Wal-Mart,,,4.17
R2_T09,,,204,10,Wal-Mart,,,4.874
R2_T09,,,1135,11,Wal-Mart,,,5.076
R2_T09,,,1109,12,Wal-Mart,,,5.566
R2_T09,,,1110,13,Wal-Mart,,,6.057
R2_T09,,,205,14,Wal-Mart,,,6.222
R2_T09,10:43:00,10:43:00,206,15,Wal-Mart,,,6.553
R2_T09,,,208,16,Wal-Mart,,,6.858
R2_T09,,,209,17,Wal-Mart,,,7.464
R2_T09,10:46:00,10:46:00,210,18,Wal-Mart,,,7.667
R2_T09,,,211,19,Wal-Mart,,,8.063
R2_T09,,,212,20,Wal-Mart,,,8.364
R2_T09,10:51:00,10:51:00,195,21,Wal-Mart,,,8.926
R2_T10,11:01:00,11:01:00,195,1,Fourth and College Ave,,,0
R2_T10,,,404,2,Fourth and College Ave,,,1.654
R2_T10,,,193,3,Fourth and College Ave,,,2.289
R2_T10,,,198,4,Fourth and College Ave,,,2.486
R2_T10,,,199,5,Fourth and College Ave,,,2.731
R2_T10,,,200,6,Fourth and College Ave,,,2.928
R2_T10,,,201,7,Fourth and College Ave,,,3.678
R2_T10,11:08:00,11:08:00,197,8,Fourth and College Ave,,,3.969
R2_T10,,,203,9,Wal-Mart,,,4.17
R2_T10,,,204,10,Wal-Mart,,,4.874
R2_T10,,,1135,11,Wal-Mart,,,5.076
R2_T10,,,1109,12,Wal-Mart,,,5.566
R2_T10,,,1110,13,Wal-Mart,,,6.057
R2_T10,,,205,14,Wal-Mart,,,6.222
R2_T10,11:13:00,11:13:00,206,15,Wal-Mart,,,6.553
R2_T10,,,208,16,Wal-Mart,,,6.858
R2_T10,,,209,17,Wal-Mart,,,7.464
R2_T10,11:16:00,11:16:00,210,18,Wal-Mart,,,7.667
R2_T10,,,211,19,Wal-Mart,,,8.063
R2_T10,,,212,20,Wal-Mart,,,8.364
R2_T10,11:21:00,11:21:00,195,21,Wal-Mart,,,8.926
R2_T11,11:31:00,11:31:00,195,1,Fourth and College Ave,,,0
R2_T11,,,404,2,Fourth and College Ave,,,1.654
R2_T11,,,193,3,Fourth and College Ave,,,2.289
R2_T11,,,198,4,Fourth and College Ave,,,2.486
R2_T11,,,199,5,Fourth and College Ave,,,2.731
R2_T11,,,200,6,Fourth and College Ave,,,2.928
R2_T11,,,201,7,Fourth and College Ave,,,3.678
R2_T11,11:38:00,11:38:00,197,8,Fourth and College Ave,,,3.969
R2_T11,,,203,9,Wal-Mart,,,4.17
R2_T11,,,204,10,Wal-Mart,,,4.874
R2_T11,,,1135,11,Wal-Mart,,,5.076
R2_T11,,,1109,12,Wal-Mart,,,5.566
R2_T11,,,1110,13,Wal-Mart,,,6.057
R2_T11,,,205,14,Wal-Mart,,,6.222
R2_T11,11:43:00,11:43:00,206,15,Wal-Mart,,,6.553
R2_T11,,,208,16,Wal-Mart,,,6.858
R2_T11,,,209,17,Wal-Mart,,,7.464
R2_T11,11:46:00,11:46:00,210,18,Wal-Mart,,,7.667
R2_T11,,,211,19,Wal-Mart,,,8.063
R2_T11,,,212,20,Wal-Mart,,,8.364
R2_T11,11:51:00,11:51:00,195,21,Wal-Mart,,,8.926
R2_T12,12:01:00,12:01:00,195,1,Fourth and College Ave,,,0
R2_T12,,,404,2,Fourth and College Ave,,,1.654
R2_T12,,,193,3,Fourth and College Ave,,,2.289
R2_T12,,,198,4,Fourth and College Ave,,,2.486
R2_T12,,,199,5,Fourth and College Ave,,,2.731
R2_T12,,,200,6,Fourth and College Ave,,,2.928
R2_T12,,,201,7,Fourth and College Ave,,,3.678
R2_T12,12:08:00,12:08:00,197,8,Fourth and College Ave,,,3.969
R2_T12,,,203,9,Wal-Mart,,,4.17
R2_T12,,,204,10,Wal-Mart,,,4.874
R2_T12,,,1135,11,Wal-Mart,,,5.076
R2_T12,,,1109,12,Wal-Mart,,,5.566
R2_T12,,,1110,13,Wal-Mart,,,6.057
R2_T12,,,205,14,Wal-Mart,,,6.222
R2_T12,12:13:00,12:13:00,206,15,Wal-Mart,,,6.553
R2_T12,,,208,16,Wal-Mart,,,6.858
R2_T12,,,209,17,Wal-Mart,,,7.464
R2_T12,12:16:00,12:16:00,210,18,Wal-Mart,,,7.667
R2_T12,,,211,19,Wal-Mart,,,8.063
R2_T12,,,212,20,Wal-Mart,,,8.364
R2_T12,12:21:00,12:21:00,195,21,Wal-Mart,,,8.926
R2_T13,12:31:00,12:31:00,195,1,Fourth and College Ave,,,0
R2_T13,,,404,2,Fourth and College Ave,,,1.654
R2_T13,,,193,3,Fourth and College Ave,,,2.289
R2_T13,,,198,4,Fourth and College Ave,,,2.486
R2_T13,,,199,5,Fourth and College Ave,,,2.731
R2_T13,,,200,6,Fourth and College Ave,,,2.928
R2_T13,,,201,7,Fourth and College Ave,,,3.678
R2_T13,12:38:00,12:38:00,197,8,Fourth and College Ave,,,3.969
R2_T13,,,203,9,Wal-Mart,,,4.17
R2_T13,,,204,10,Wal-Mart,,,4.874
R2_T13,,,1135,11,Wal-Mart,,,5.076
R2_T13,,,1109,12,Wal-Mart,,,5.566
R2_T13,,,1110,13,Wal-Mart,,,6.057
R2_T13,,,205,14,Wal-Mart,,,6.222
R2_T13,12:43:00,12:43:00,206,15,Wal-Mart,,,6.553
R2_T13,,,208,16,Wal-Mart,,,6.858
R2_T13,,,209,17,Wal-Mart,,,7.464
R2_T13,12:46:00,12:46:00,210,18,Wal-Mart,,,7.667
R2_T13,,,211,19,Wal-Mart,,,8.063
R2_T13,,,212,20,Wal-Mart,,,8.364
R2_T13,12:51:00,12:51:00,195,21,Wal-Mart,,,8.926
R2_T14,13:01:00,13:01:00,195,1,Fourth and College Ave,,,0
R2_T14,,,404,2,Fourth and College Ave,,,1.654
R2_T14,,,193,3,Fourth and College Ave,,,2.289
R2_T14,,,198,4,Fourth and College Ave,,,2.486
R2_T14,,,199,5,Fourth and College Ave,,,2.731
R2_T14,,,200,6,Fourth and College Ave,,,2.928
R2_T14,,,201,7,Fourth and College Ave,,,3.678
R2_T14,13:08:00,13:08:00,197,8,Fourth and College Ave,,,3.969
R2_T14,,,203,9,Wal-Mart,,,4.17
R2_T14,,,204,10,Wal-Mart,,,4.874
R2_T14,,,1135,11,Wal-Mart,,,5.076
R2_T14,,,1109,12,Wal-Mart,,,5.566
R2_T14,,,1110,13,Wal-Mart,,,6.057
R2_T14,,,205,14,Wal-Mart,,,6.222
R2_T14,13:13:00,13:13:00,206,15,Wal-Mart,,,6.553
R2_T14,,,208,16,Wal-Mart,,,6.858
R2_T14,,,209,17,Wal-Mart,,,7.464
R2_T14,13:16:00,13:16:00,210,18,Wal-Mart,,,7.667
R2_T14,,,211,19,Wal-Mart,,,8.063
R2_T14,,,212,20,Wal-Mart,,,8.364
R2_T14,13:21:00,13:21:00,195,21,Wal-Mart,,,8.926
R2_T15,13:31:00,13:31:00,195,1,Fourth and College Ave,,,0
R2_T15,,,404,2,Fourth and College Ave,,,1.654
R2_T15,,,193,3,Fourth and College Ave,,,2.289
R2_T15,,,198,4,Fourth and College Ave,,,2.486
R2_T15,,,199,5,Fourth and College Ave,,,2.731
R2_T15,,,200,6,Fourth and College Ave,,,2.928
R2_T15,,,201,7,Fourth and College Ave,,,3.678
R2_T15,13:38:00,13:38:00,197,8,Fourth and College Ave,,,3.969
R2_T15,,,203,9,Wal-Mart,,,4.17
R2_T15,,,204,10,Wal-Mart,,,4.874
R2_T15,,,1135,11,Wal-Mart,,,5.076
R2_T15,,,1109,12,Wal-Mart,,,5.566
R2_T15,,,1110,13,Wal-Mart,,,6.057
R2_T15,,,205,14,Wal-Mart,,,6.222
R2_T15,13:43:00,13:43:00,206,15,Wal-Mart,,,6.553
R2_T15,,,208,16,Wal-Mart,,,6.858
R2_T15,,,209,17,Wal-Mart,,,7.464
R2_T15,13:46:00,13:46:00,210,18,Wal-Mart,,,7.667
R2_T15,,,211,19,Wal-Mart,,,8.063
R2_T15,,,212,20,Wal-Mart,,,8.364
R2_T15,13:51:00,13:51:00,195,21,Wal-Mart,,,8.926
R2_T16,14:01:00,14:01:00,195,1,Fourth and College Ave,,,0
R2_T16,,,404,2,Fourth and College Ave,,,1.654
R2_T16,,,193,3,Fourth and College Ave,,,2.289
R2_T16,,,198,4,Fourth and College Ave,,,2.486
R2_T16,,,199,5,Fourth and College Ave,,,2.731
R2_T16,,,200,6,Fourth and College Ave,,,2.928
R2_T16,,,201,7,Fourth and College Ave,,,3.678
R2_T16,14:08:00,14:08:00,197,8,Fourth and College Ave,,,3.969
R2_T16,,,203,9,Wal-Mart,,,4.17
R2_T16,,,204,10,Wal-Mart,,,4.874
R2_T16,,,1135,11,Wal-Mart,,,5.076
R2_T16,,,1109,12,Wal-Mart,,,5.566
R2_T16,,,1110,13,Wal-Mart,,,6.057
R2_T16,,,205,14,Wal-Mart,,,6.222
R2_T16,14:13:00,14:13:00,206,15,Wal-Mart,,,6.553
R2_T16,,,208,16,Wal-Mart,,,6.858
R2_T16,,,209,17,Wal-Mart,,,7.464
R2_T16,14:16:00,14:16:00,210,18,Wal-Mart,,,7.667
R2_T16,,,211,19,Wal-Mart,,,8.063
R2_T16,,,212,20,Wal-Mart,,,8.364
R2_T16,14:21:00,14:21:00,195,21,Wal-Mart,,,8.926
R2_T17,14:31:00,14:31:00,195,1,Fourth and College Ave,,,0
R2_T17,,,404,2,Fourth and College Ave,,,1.654
R2_T17,,,193,3,Fourth and College Ave,,,2.289
R2_T17,,,198,4,Fourth and College Ave,,,2.486
R2_T17,,,199,5,Fourth and College Ave,,,2.731
R2_T17,,,200,6,Fourth and College Ave,,,2.928
R2_T17,,,201,7,Fourth and College Ave,,,3.678
R2_T17,14:38:00,14:38:00,197,8,Fourth and College Ave,,,3.969
R2_T17,,,203,9,Wal-Mart,,,4.17
R2_T17,,,204,10,Wal-Mart,,,4.874
R2_T17,,,1135,11,Wal-Mart,,,5.076
R2_T17,,,1109,12,Wal-Mart,,,5.566
R2_T17,,,1110,13,Wal-Mart,,,6.057
R2_T17,,,205,14,Wal-Mart,,,6.222
R2_T17,14:43:00,14:43:00,206,15,Wal-Mart,,,6.553
R2_T17,,,208,16,Wal-Mart,,,6.858
R2_T17,,,209,17,Wal-Mart,,,7.464
R2_T17,14:46:00,14:46:00,210,18,Wal-Mart,,,7.667
R2_T17,,,211,19,Wal-Mart,,,8.063
R2_T17,,,212,20,Wal-Mart,,,8.364
R2_T17,14:51:00,14:51:00,195,21,Wal-Mart,,,8.926
R2_T18,15:01:00,15:01:00,195,1,Fourth and College Ave,,,0
R2_T18,,,404,2,Fourth and College Ave,,,1.654
R2_T18,,,193,3,Fourth and College Ave,,,2.289
R2_T18,,,198,4,Fourth and College Ave,,,2.486
R2_T18,,,199,5,Fourth and College Ave,,,2.731
R2_T18,,,200,6,Fourth and College Ave,,,2.928
R2_T18,,,201,7,Fourth and College Ave,,,3.678
R2_T18,15:08:00,15:08:00,197,8,Fourth and College Ave,,,3.969
R2_T18,,,203,9,Wal-Mart,,,4.17
R2_T18,,,204,10,Wal-Mart,,,4.874
R2_T18,,,1135,11,Wal-Mart,,,5.076
R2_T18,,,1109,12,Wal-Mart,,,5.566
R2_T18,,,1110,13,Wal-Mart,,,6.057
R2_T18,,,205,14,Wal-Mart,,,6.222
R2_T18,15:13:00,15:13:00,206,15,Wal-Mart,,,6.553
R2_T18,,,208,16,Wal-Mart,,,6.858
R2_T18,,,209,17,Wal-Mart,,,7.464
R2_T18,15:16:00,15:16:00,210,18,Wal-Mart,,,7.667
R2_T18,,,211,19,Wal-Mart,,,8.063
R2_T18,,,212,20,Wal-Mart,,,8.364
R2_T18,15:21:00,15:21:00,195,21,Wal-Mart,,,8.926
R2_T19,15:34:00,15:34:00,195,1,Fourth and College Ave,,,0
R2_T19,,,404,2,Fourth and College Ave,,,1.654
R2_T19,,,193,3,Fourth and College Ave,,,2.289
R2_T19,,,198,4,Fourth and College Ave,,,2.486
R2_T19,,,199,5,Fourth and College Ave,,,2.731
R2_T19,,,200,6,Fourth and College Ave,,,2.928
R2_T19,,,201,7,Fourth and College Ave,,,3.678
R2_T19,15:41:00,15:41:00,197,8,Fourth and College Ave,,,3.969
R2_T19,,,203,9,Wal-Mart,,,4.17
R2_T19,,,204,10,Wal-Mart,,,4.874
R2_T19,,,1135,11,Wal-Mart,,,5.076
R2_T19,,,1109,12,Wal-Mart,,,5.566
R2_T19,,,1110,13,Wal-Mart,,,6.057
R2_T19,,,205,14,Wal-Mart,,,6.222
R2_T19,15:46:00,15:46:00,206,15,Wal-Mart,,,6.553
R2_T19,,,208,16,Wal-Mart,,,6.858
R2_T19,,,209,17,Wal-Mart,,,7.464
R2_T19,15:49:00,15:49:00,210,18,Wal-Mart,,,7.667
R2_T19,,,211,19,Wal-Mart,,,8.063
R2_T19,,,212,20,Wal-Mart,,,8.364
R2_T19,15:54:00,15:54:00,195,21,Wal-Mart,,,8.926
R2_T20,16:06:00,16:06:00,195,1,Fourth and College Ave,,,0
R2_T20,,,404,2,Fourth and College Ave,,,1.654
R2_T20,,,193,3,Fourth and College Ave,,,2.289
R2_T20,,,198,4,Fourth and College Ave,,,2.486
R2_T20,,,199,5,Fourth and College Ave,,,2.731
R2_T20,,,200,6,Fourth and College Ave,,,2.928
R2_T20,,,201,7,Fourth and College Ave,,,3.678
R2_T20,16:13:00,16:13:00,197,8,Fourth and College Ave,,,3.969
R2_T20,,,203,9,Wal-Mart,,,4.17
R2_T20,,,204,10,Wal-Mart,,,4.874
R2_T20,,,1135,11,Wal-Mart,,,5.076
R2_T20,,,1109,12,Wal-Mart,,,5.566
R2_T20,,,1110,13,Wal-Mart,,,6.057
R2_T20,,,205,14,Wal-Mart,,,6.222
R2_T20,16:18:00,16:18:00,206,15,Wal-Mart,,,6.553
R2_T20,,,208,16,Wal-Mart,,,6.858
R2_T20,,,209,17,Wal-Mart,,,7.464
R2_T20,16:21:00,16:21:00,210,18,Wal-Mart,,,7.667
R2_T20,,,211,19,Wal-Mart,,,8.063
R2_T20,,,212,20,Wal-Mart,,,8.364
R2_T20,16:26:00,16:26:00,195,21,Wal-Mart,,,8.926
R2_T21,16:36:00,16:36:00,195,1,Fourth and College Ave,,,0
R2_T21,,,404,2,Fourth and College Ave,,,1.654
R2_T21,,,193,3,Fourth and College Ave,,,2.289
R2_T21,,,198,4,Fourth and College Ave,,,2.486
R2_T21,,,199,5,Fourth and College Ave,,,2.731
R2_T21,,,200,6,Fourth and College Ave,,,2.928
R2_T21,,,201,7,Fourth and College Ave,,,3.678
R2_T21,16:43:00,16:43:00,197,8,Fourth and College Ave,,,3.969
R2_T21,,,203,9,Wal-Mart,,,4.17
R2_T21,,,204,10,Wal-Mart,,,4.874
R2_T21,,,1135,11,Wal-Mart,,,5.076
R2_T21,,,1109,12,Wal-Mart,,,5.566
R2_T21,,,1110,13,Wal-Mart,,,6.057
R2_T21,,,205,14,Wal-Mart,,,6.222
R2_T21,16:48:00,16:48:00,206,15,Wal-Mart,,,6.553
R2_T21,,,208,16,Wal-Mart,,,6.858
R2_T21,,,209,17,Wal-Mart,,,7.464
R2_T21,16:51:00,16:51:00,210,18,Wal-Mart,,,7.667
R2_T21,,,211,19,Wal-Mart,,,8.063
R2_T21,,,212,20,Wal-Mart,,,8.364
R2_T21,16:56:00,16:56:00,195,21,Wal-Mart,,,8.926
R2_T22,17:06:00,17:06:00,195,1,Fourth and College Ave,,,0
R2_T22,,,404,2,Fourth and College Ave,,,1.654
R2_T22,,,193,3,Fourth and College Ave,,,2.289
R2_T22,,,198,4,Fourth and College Ave,,,2.486
R2_T22,,,199,5,Fourth and College Ave,,,2.731
R2_T22,,,200,6,Fourth and College Ave,,,2.928
R2_T22,,,201,7,Fourth and College Ave,,,3.678
R2_T22,17:13:00,17:13:00,197,8,Fourth and College Ave,,,3.969
R2_T22,,,203,9,Wal-Mart,,,4.17
