shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
32,-118.347307,46.051032,37
32,-118.347482,46.050882,38
32,-118.347871,46.050358,39
32,-118.348067,46.050138,40
32,-118.348406,46.049956,41
32,-118.348829,46.049742,42
32,-118.348964,46.049689,43
32,-118.349316,46.049557,44
32,-118.354951,46.047432,45
32,-118.359610,46.045669,46
32,-118.360750,46.045242,47
32,-118.361130,46.045019,48
32,-118.361877,46.044428,49
32,-118.362135,46.044224,50
32,-118.362563,46.043978,51
32,-118.362982,46.043802,52
32,-118.364042,46.043398,53
32,-118.365104,46.042993,54
32,-118.366785,46.042354,55
32,-118.368105,46.041859,56
32,-118.369141,46.041512,57
32,-118.370636,46.041004,58
32,-118.372866,46.040260,59
32,-118.373932,46.039901,60
32,-118.375967,46.039212,61
32,-118.377663,46.038587,62
32,-118.378261,46.038411,63
32,-118.378261,46.037793,64
32,-118.378256,46.036779,65
32,-118.378190,46.036030,66
32,-118.378200,46.034940,67
32,-118.381670,46.034940,68
32,-118.383270,46.034910,69
32,-118.383260,46.034010,70
32,-118.383180,46.033970,71
32,-118.382480,46.033960,72
32,-118.382260,46.033760,73
32,-118.381730,46.033730,74
32,-118.381670,46.034940,75
32,-118.383270,46.034910,76
32,-118.386270,46.034890,77
32,-118.388660,46.034820,78
32,-118.388638,46.036147,79
32,-118.388589,46.037445,80
32,-118.388585,46.038720,81
32,-118.388563,46.040489,82
32,-118.388532,46.042992,83
32,-118.388530,46.045870,84
32,-118.388560,46.046660,85
32,-118.388507,46.050865,86
32,-118.388468,46.052393,87
32,-118.388460,46.053010,88
32,-118.388460,46.053340,89
32,-118.388450,46.053520,90
32,-118.388260,46.053870,91
32,-118.388140,46.053970,92
32,-118.387890,46.054120,93
32,-118.387470,46.054260,94
32,-118.383320,46.055070,95
32,-118.378450,46.056000,96
32,-118.377470,46.056180,97
32,-118.374220,46.056750,98
32,-118.373420,46.056890,99
32,-118.372570,46.057040,100
32,-118.370670,46.057420,101
32,-118.369130,46.057830,102
32,-118.367310,46.058350,103
32,-118.364710,46.059110,104
32,-118.362900,46.059630,105
32,-118.361850,46.059930,106
32,-118.361696,46.059512,107
32,-118.361570,46.059280,108
32,-118.361207,46.058811,109
32,-118.359090,46.056110,110
32,-118.357680,46.056528,111
32,-118.356430,46.056880,112
32,-118.355710,46.057117,113
32,-118.355286,46.057419,114
32,-118.355070,46.057640,115
32,-118.354730,46.058140,116
32,-118.354530,46.058320,117
32,-118.354052,46.058600,118
32,-118.352340,46.059280,119
32,-118.350960,46.059820,120
32,-118.348350,46.060860,121
32,-118.349710,46.062560,122
32,-118.348460,46.063070,123
32,-118.344550,46.064620,124
32,-118.343270,46.065170,125
32,-118.343940,46.066000,126
32,-118.342670,46.066540,127
32,-118.342610,46.066563,128
32,-118.342104,46.065873,129
33,-118.342556,46.066533,1
33,-118.341886,46.065708,2
33,-118.341980,46.065680,3
33,-118.341999,46.065681,4
33,-118.341293,46.064826,5
33,-118.338667,46.065867,6
33,-118.337633,46.064564,7
33,-118.337208,46.064146,8
33,-118.335565,46.062045,9
33,-118.335337,46.061711,10
33,-118.335055,46.061298,11
33,-118.334569,46.060580,12
33,-118.334388,46.060257,13
33,-118.334166,46.059556,14
33,-118.333930,46.058510,15
33,-118.333660,46.057600,16
33,-118.333410,46.056880,17
33,-118.332650,46.055700,18
33,-118.331674,46.054195,19
33,-118.330989,46.053151,20
33,-118.329268,46.050891,21
33,-118.329211,46.050786,22
33,-118.328743,46.049962,23
33,-118.328549,46.049505,24
33,-118.328426,46.049163,25
33,-118.328193,46.048633,26
33,-118.328108,46.048334,27
33,-118.327590,46.047042,28
33,-118.327227,46.046246,29
33,-118.327083,46.046096,30
33,-118.327005,46.046017,31
33,-118.326682,46.045905,32
33,-118.326460,46.045861,33
33,-118.325240,46.045855,34
33,-118.319927,46.045834,35
33,-118.314784,46.045844,36
33,-118.314734,46.048824,37
33,-118.314718,46.049970,38
33,-118.316754,46.049981,39
33,-118.325036,46.050033,40
33,-118.325735,46.050060,41
33,-118.326078,46.050018,42
33,-118.326347,46.049949,43
33,-118.327185,46.049559,44
33,-118.327500,46.049481,45
33,-118.328532,46.049472,46
33,-118.328743,46.049962,47
33,-118.329039,46.050494,48
33,-118.329278,46.050905,49
33,-118.329965,46.051814,50
33,-118.330086,46.051943,51
33,-118.330307,46.052238,52
33,-118.330782,46.052877,53
33,-118.330993,46.053139,54
33,-118.331798,46.054394,55
33,-118.332650,46.055700,56
33,-118.332960,46.056170,57
33,-118.333240,46.056600,58
33,-118.333410,46.056880,59
33,-118.333480,46.057072,60
33,-118.333904,46.058506,61
33,-118.334388,46.060257,62
33,-118.334461,46.060418,63
33,-118.334569,46.060580,64
33,-118.335565,46.062045,65
33,-118.337208,46.064146,66
33,-118.337633,46.064564,67
33,-118.338667,46.065867,68
33,-118.341293,46.064826,69
33,-118.342607,46.064305,70
33,-118.343276,46.065164,71
33,-118.343940,46.066000,72
33,-118.342671,46.066509,73
33,-118.342508,46.066574,74
33,-118.342044,46.065991,75
