route_id,direction_id,direction
74464,1,Outbound
74464,0,Inbound
5749,0,Loop
3118,1,Outbound
3118,0,Inbound
3117,1,Outbound
3117,0,Inbound
3115,1,Outbound
3115,0,Inbound
3114,0,Loop
2741,1,Outbound
2741,0,Inbound
2608,1,Outbound
2608,0,Inbound
2606,0,Loop
2604,1,Outbound
2604,0,Inbound
2603,1,Outbound
2603,0,Inbound
2602,1,Outbound
2602,0,Inbound
2601,1,Outbound
2601,0,Inbound
