route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id,wheelchair_accessible,bikes_allowed
23626,23626.70095,348426,,,0,23626,0,0
23626,23626.70095,348427,,,0,23626,0,0
23626,23626.70095,348428,,,0,23626,0,0
23626,23626.70095,348429,,,0,23626,0,0
23626,23626.70095,348430,,,0,23626,0,0
23626,23626.70095,348431,,,0,23626,0,0
23626,23626.70095,348432,,,0,23626,0,0
23626,23626.70095,348433,,,0,23626,0,0
23626,23626.70095,348434,,,0,23626,0,0
23626,23626.70095,348435,,,0,23626,0,0
23626,23626.70095,348436,,,0,23626,0,0
23626,23626.70095,348437,,,0,23626,0,0
23626,23626.70095,348438,,,0,23626,0,0
23626,23626.70095,348439,,,0,23626,0,0
23626,23626.70095,348440,,,0,23626,0,0
23626,23626.70095,348441,,,0,23626,0,0
23626,23626.70095,348442,,,0,23626,0,0
23626,23626.70095,348443,,,0,23626,0,0
23626,23626.70095,348444,,,0,23626,0,0
23626,23626.70095,348445,,,0,23626,0,0
23626,23626.70095,348446,,,0,23626,0,0
23626,23626.70095,348447,,,0,23626,0,0
23626,23626.70095,348448,,,0,23626,0,0
23626,23626.70095,348449,,,0,23626,0,0
23626,23626.70095,348450,,,0,23626,0,0
23626,23626.70095,348451,,,0,23626,0,0
23626,23626.70095,348452,,,0,23626,0,0
23626,23626.70095,348453,,,0,23626,0,0
23626,23626.70095,348454,,,0,23626,0,0
23626,23626.70095,348455,,,0,23626,0,0
23626,23626.70095,348456,,,0,23626,0,0
23626,23626.70095,348457,,,0,23626,0,0
23626,23626.70095,348458,,,0,23626,0,0
23626,23626.70095,348459,,,0,23626,0,0
23626,23626.70095,348460,,,0,23626,0,0
23626,23626.70095,348461,,,0,23626,0,0
23626,23626.70095,348462,,,0,23626,0,0
23626,23626.70096,348463,,,0,23626,0,0
23626,23626.70096,348464,,,0,23626,0,0
23626,23626.70096,348465,,,0,23626,0,0
23626,23626.70096,348466,,,0,23626,0,0
23626,23626.70096,348467,,,0,23626,0,0
23626,23626.70096,348468,,,0,23626,0,0
23626,23626.70096,348469,,,0,23626,0,0
23626,23626.70096,348470,,,0,23626,0,0
23626,23626.70096,348471,,,0,23626,0,0
23626,23626.70096,348472,,,0,23626,0,0
23626,23626.70096,348473,,,0,23626,0,0
23626,23626.70096,348474,,,0,23626,0,0
23626,23626.70096,348475,,,0,23626,0,0
23626,23626.70096,348476,,,0,23626,0,0
23626,23626.70096,348477,,,0,23626,0,0
23626,23626.70096,348478,,,0,23626,0,0
23626,23626.70096,348479,,,0,23626,0,0
23626,23626.70096,348480,,,0,23626,0,0
23626,23626.70096,348481,,,0,23626,0,0
23626,23626.70096,348482,,,0,23626,0,0
23626,23626.70096,348483,,,0,23626,0,0
23626,23626.70096,348484,,,0,23626,0,0
23626,23626.70096,348485,,,0,23626,0,0
23626,23626.70096,348486,,,0,23626,0,0
23626,23626.70096,348487,,,0,23626,0,0
23626,23626.70096,348488,,,0,23626,0,0
23626,23626.70096,348489,,,0,23626,0,0
23626,23626.70096,348490,,,0,23626,0,0
23626,23626.70096,348491,,,0,23626,0,0
23626,23626.70096,348492,,,0,23626,0,0
23626,23626.70096,348493,,,0,23626,0,0
23626,23626.70096,348494,,,0,23626,0,0
23626,23626.70096,348495,,,0,23626,0,0
23626,23626.70096,348496,,,0,23626,0,0
23626,23626.70096,348497,,,0,23626,0,0
23626,23626.70096,348498,,,0,23626,0,0
23626,23626.70096,348499,,,0,23626,0,0
23626,23626.70096,348500,,,0,23626,0,0
23626,23626.70096,348501,,,0,23626,0,0
23626,23626.70096,348502,,,0,23626,0,0
23626,23626.70096,348503,,,0,23626,0,0
23626,23626.70096,348504,,,0,23626,0,0
23626,23626.70096,348505,,,0,23626,0,0
23626,23626.70096,348506,,,0,23626,0,0
23626,23626.70096,348507,,,0,23626,0,0
23626,23626.70096,348508,,,0,23626,0,0
23626,23626.70096,348509,,,0,23626,0,0
23626,23626.70096,348510,,,0,23626,0,0
23626,23626.70096,348511,,,0,23626,0,0
23626,23626.70096,348512,,,0,23626,0,0
23626,23626.70096,348513,,,0,23626,0,0
23626,23626.70096,348514,,,0,23626,0,0
23626,23626.70096,348515,,,0,23626,0,0
23626,23626.70096,348516,,,0,23626,0,0
23626,23626.70096,348517,,,0,23626,0,0
23626,23626.70096,348518,,,0,23626,0,0
23626,23626.70096,348519,,,0,23626,0,0
34941,23606,458994,,,,34941,0,0
34941,23606,458995,,,,34941,0,0
34941,23606,458996,,,,34941,0,0
34941,23606,458997,,,,34941,0,0
34941,23606,458998,,,,34941,0,0
34941,23606,458999,,,,34941,0,0
34941,23606,460053,,,,34941,0,0
34941,23606,460054,,,,34941,0,0
34941,23606,460055,,,,34941,0,0
34941,23606,460056,,,,34941,0,0
34941,23606,459000,,,,34941,0,0
34941,23606,459001,,,,34941,0,0
34941,23606,459002,,,,34941,0,0
34941,23606,459003,,,,34941,0,0
34941,23606,459004,,,,34941,0,0
34941,23606,459005,,,,34941,0,0
34941,23606,460057,,,,34941,0,0
34941,23606,460058,,,,34941,0,0
34941,23606,460059,,,,34941,0,0
34941,23606,460060,,,,34941,0,0
23606,23606.61148,303767,,,0,23606,0,0
23606,23606.61148,303768,,,0,23606,0,0
23606,23606.61148,303769,,,0,23606,0,0
23606,23606.61148,303770,,,0,23606,0,0
23606,23606.61148,303771,,,0,23606,0,0
23606,23606.61148,303772,,,0,23606,0,0
23606,23606.61148,303773,,,0,23606,0,0
23606,23606.61148,303774,,,0,23606,0,0
23606,23606.61148,303775,,,0,23606,0,0
23606,23606.61148,303776,,,0,23606,0,0
23606,23606.61148,303777,,,0,23606,0,0
23606,23606.61148,303778,,,0,23606,0,0
23606,23606.61148,303779,,,0,23606,0,0
23606,23606.61148,303780,,,0,23606,0,0
23606,23606.61148,303781,,,0,23606,0,0
23606,23606.61148,303782,,,0,23606,0,0
23606,23606.61148,303783,,,0,23606,0,0
23606,23606.61148,303784,,,0,23606,0,0
23606,23606.61148,303785,,,0,23606,0,0
23606,23606.61148,303786,,,0,23606,0,0
23606,23606.61148,303793,,,,23606,0,0
23606,23606.61148,303794,,,,23606,0,0
23606,23606.61154,303819,,,,23606,0,0
23606,23606.61154,303820,,,,23606,0,0
23606,23606.61154,303821,,,,23606,0,0
23606,23606.61154,303822,,,,23606,0,0
23606,23606.61154,303823,,,,23606,0,0
23606,23606.61154,303824,,,,23606,0,0
23606,23606.61154,303825,,,,23606,0,0
23606,23606.61154,303826,,,,23606,0,0
23606,23606.61154,303827,,,,23606,0,0
23606,23606.61154,303828,,,,23606,0,0
23606,23606.61154,303829,,,,23606,0,0
23606,23606.61154,303830,,,,23606,0,0
23606,23606.61154,303831,,,,23606,0,0
23606,23626.70095,306401,,,,23606,0,0
23606,23626.70095,306402,,,,23606,0,0
23606,23626.70095,306403,,,,23606,0,0
23606,23626.70095,306404,,,,23606,0,0
23606,23626.70095,306405,,,,23606,0,0
23606,23626.70095,306406,,,,23606,0,0
23606,23606.71055,352464,,,,23606,0,0
23606,23606.71055,352465,,,,23606,0,0
23606,23606.71055,352466,,,,23606,0,0
23606,23606.71055,352467,,,,23606,0,0
23606,23606.71055,352468,,,,23606,0,0
23606,23606.71055,352469,,,,23606,0,0
23606,23606.71055,352470,,,,23606,0,0
23606,23606.71055,352471,,,,23606,0,0
23606,23606.71055,352472,,,,23606,0,0
23606,23606.71055,352473,,,,23606,0,0
23606,23606.71055,352474,,,,23606,0,0
23606,23606.71055,352475,,,,23606,0,0
23606,23606.71055,352476,,,,23606,0,0
23606,23606.71055,352477,,,,23606,0,0
23606,23606.71055,352478,,,,23606,0,0
23606,23606.71055,352479,,,,23606,0,0
23606,23606.71055,352480,,,,23606,0,0
23606,23606.71055,352481,,,,23606,0,0
23606,23606.71055,352482,,,,23606,0,0
23606,23606.71058,352490,,,,23606,0,0
23606,23606.71058,352491,,,,23606,0,0
23606,23606.71058,352492,,,,23606,0,0
23606,23606.71058,352493,,,,23606,0,0
23606,23606.71058,352494,,,,23606,0,0
23606,23606.71058,352495,,,,23606,0,0
23606,23606.71058,352496,,,,23606,0,0
23606,23606.71058,352497,,,,23606,0,0
23606,23606.71058,352498,,,,23606,0,0
23606,23606.71058,352499,,,,23606,0,0
23606,23606.71058,352500,,,,23606,0,0
23606,23606.71058,352501,,,,23606,0,0
23606,23606.71058,352502,,,,23606,0,0
