fare_id,route_id,origin_id,destination_id,contains_id
1339,2732,,,
1339,2733,,,
1724,2721,,,
1724,2722,,,
1724,2723,,,
1724,2724,,,
1724,2725,,,
1724,2726,,,
1724,2727,,,
1724,2728,,,
1724,2729,,,
1724,2731,,,
1724,2732,,,
1724,2733,,,
1724,2734,,,
1724,2736,,,
1724,2737,,,
1724,3235,,,
1725,2738,,,
1727,3510,,,
1728,4729,,,
