route_id,direction_id,direction
67911,1,Outbound
67911,0,Inbound
67910,1,Outbound
67910,0,Inbound
65507,1,Outbound
65507,0,Inbound
65146,1,Outbound
65146,0,Inbound
49454,1,Outbound
49454,0,Inbound
48972,1,Outbound
48972,0,Inbound
41289,1,Outbound
41289,0,Inbound
32701,1,Outbound
32701,0,Inbound
32700,1,Outbound
32700,0,Inbound
32699,1,Outbound
32699,0,Inbound
32698,1,Outbound
32698,0,Inbound
32697,1,Outbound
32697,0,Inbound
32696,1,Outbound
32696,0,Inbound
32661,1,Outbound
32661,0,Inbound
