area_id,wkt
316,"POLYGON((-121.343507991275 44.0000172384255,-121.343534738833 44.000018644036,-121.343691041442 44.0000175413279,-121.344077113703 44.0000471463708,-121.346814603395 44.000191004156,-121.349983308838 44.0009156321607,-121.352850711192 44.00215375849,-121.355268923058 44.0038415379937,-121.357113185052 44.0058919311756,-121.357550008291 44.0067496291207,-121.358199346342 44.0072741443318,-121.358719401497 44.0077940764292,-121.359999023701 44.0093235537891,-121.360309111202 44.0097735088819,-121.361348698822 44.0117273103661,-121.361518813821 44.0121672837639,-121.361929476779 44.0138497517303,-121.361930498901 44.0138496480902,-121.361933643489 44.013866821955,-121.362042268108 44.0143118322654,-121.362031933316 44.0146728101058,-121.362100171481 44.0153360659469,-121.362106224908 44.015594974536,-121.362107672989 44.0156730356181,-121.362111040217 44.015918441227,-121.362111102299 44.0161356354468,-121.362106454934 44.0164890591127,-121.361932892194 44.0180561845595,-121.361885027435 44.0182846194257,-121.361513377768 44.0195539867821,-121.361422595448 44.0197940005249,-121.361139300234 44.0204600514918,-121.36095939333 44.0208400791185,-121.359859095951 44.0226283110601,-121.359593033069 44.022974061292,-121.358560429158 44.024136116246,-121.358325467097 44.0243668675426,-121.357376644081 44.0252068904582,-121.357136299969 44.0253990623381,-121.355771167416 44.0263586305611,-121.355418568396 44.0265763080775,-121.354535159167 44.0270806209834,-121.354281062128 44.0272145397271,-121.352551734886 44.0279979418316,-121.352243972298 44.0281164288379,-121.350727271408 44.0286211441909,-121.350263020219 44.0287525946731,-121.348509323969 44.029157230189,-121.34789920081 44.02926725358,-121.346313922748 44.029484989805,-121.345893832305 44.0295249984864,-121.345890365127 44.0295048507199,-121.345150184829 44.0296073574484,-121.344826207298 44.0296270057764,-121.34329513387 44.0296598845683,-121.342421961786 44.0296445316384,-121.340432801354 44.0296549328295,-121.340369558146 44.0296551609067,-121.338158219441 44.0296595450038,-121.33776232236 44.0298189568531,-121.336803013503 44.0308135702073,-121.336443689117 44.0311463331405,-121.338260675178 44.0316101117686,-121.338397653233 44.0316561025945,-121.341422887434 44.0330216647089,-121.343917926957 44.0348883577513,-121.344009935104 44.0349763459296,-121.345562621878 44.0368143962993,-121.346593062971 44.038845368832,-121.346631091208 44.0389513628533,-121.347123932918 44.0416268734859,-121.34671417439 44.0443101258503,-121.346684199373 44.0444021305941,-121.346187385968 44.0454684038851,-121.34654667193 44.0478182649439,-121.346462135466 44.0483956567989,-121.346464980823 44.0484340924174,-121.346456456984 44.0484344413571,-121.346427482143 44.0486323421931,-121.34648706446 44.0490248007353,-121.346487127712 44.0492378231625,-121.346492490476 44.0495421167156,-121.346499843709 44.0498363842499,-121.346502364659 44.0500358007105,-121.346502668433 44.0510588006857,-121.346500749384 44.0512372843155,-121.346497786309 44.0513731900206,-121.346502833837 44.0516158006717,-121.346502916392 44.051893800665,-121.346501257905 44.0520598959966,-121.346495056574 44.0523658536879,-121.346495128896 44.0526093855114,-121.346501705477 44.0529429774846,-121.346502454734 44.0530178636974,-121.347832268419 44.0535625274027,-121.347836674421 44.0535636288475,-121.348241545453 44.0536708016022,-121.348902489764 44.0537998604053,-121.349034840383 44.0538155990931,-121.349197537328 44.053849446605,-121.349316764116 44.0538807505311,-121.349553877929 44.0539270477657,-121.349738223094 44.0539785371988,-121.349966586144 44.0540513628779,-121.350554165083 44.0542056280418,-121.350969042091 44.0542862523451,-121.35270420895 44.0547112081025,-121.353460078797 44.0549361623738,-121.35625525492 44.056042814933,-121.356737833949 44.0562871610409,-121.356940971284 44.0563495219645,-121.35831545494 44.0568352095256,-121.360292049293 44.0576299412116,-121.36078144157 44.0578121208137,-121.361487398333 44.0580648878623,-121.364745800178 44.0596614825378,-121.36731977892 44.0618422776456,-121.367435131773 44.0619713850584,-121.369086551436 44.06446034272,-121.369835821552 44.0671791397519,-121.369843892027 44.0672600811097,-121.369729889454 44.0696357287613,-121.369378346802 44.0706384110305,-121.3694071627 44.0706430362974,-121.369369647526 44.070772164237,-121.369210105372 44.0711182601088,-121.368923367664 44.07193605544,-121.368775914282 44.0722232307192,-121.36870941912 44.0722043685497,-121.368259687336 44.0731799010611,-121.368003059001 44.0735772552945,-121.367990505228 44.0737664030615,-121.367513389996 44.076033906757,-121.367399474532 44.0763509246776,-121.366684332593 44.0778758205994,-121.366546384789 44.0781118411975,-121.366205485694 44.0786537468679,-121.366045532821 44.0788907701433,-121.365844491986 44.0791779175772,-121.364657973055 44.0808125988677,-121.362682026771 44.0829022457678,-121.360103970736 44.0845912362563,-121.357066327729 44.0857861630069,-121.356999260746 44.085805436519,-121.354088769233 44.0863938779563,-121.351077675993 44.0865258609,-121.348094248186 44.0861957631325,-121.345265572197 44.0854176460961,-121.344965020965 44.08527723266,-121.343638043711 44.0850072379328,-121.340906670638 44.0839554105481,-121.338532139992 44.0825020569309,-121.33661962668 44.0807115719816,-121.33525380777 44.0786632804783,-121.334495116032 44.076447918555,-121.334190954146 44.0748867357093,-121.332775067198 44.0742064479002,-121.331223661567 44.073254201153,-121.329770000678 44.0731677690275,-121.329652765254 44.0731837891078,-121.329142770353 44.0732153603396,-121.329119568117 44.0732161689203,-121.329066166779 44.073221021492,-121.328201078188 44.0732510280549,-121.327612531874 44.0732626141861,-121.326843403332 44.0732662309932,-121.325924002085 44.0733948572719,-121.325866811693 44.073398640248,-121.323435145636 44.0734085045989,-121.323383246548 44.0734054956351,-121.322361642335 44.0732563816347,-121.32194881525 44.0732550651343,-121.320490942252 44.0732625728011,-121.320390350142 44.073262831945,-121.317838368581 44.073262831945,-121.317854255656 44.0732941075587,-121.318378729432 44.0745528146377,-121.318829101444 44.075922743452,-121.319099347731 44.0769619927578,-121.319336022118 44.078190821238,-121.319921873401 44.0809697343954,-121.320454340014 44.0835079294207,-121.320550167855 44.0840559668083,-121.320750586224 44.0854859343946,-121.320828661831 44.0867072281594,-121.320819491206 44.0874780157481,-121.320819494413 44.0874887998038,-121.320680091432 44.0889877201713,-121.320560276303 44.0896277395025,-121.320311408474 44.0906180192007,-121.320144299156 44.0911459455017,-121.320069540667 44.0930430186168,-121.320049572503 44.0931530218405,-121.319429899614 44.095137439005,-121.318586714301 44.0965561857942,-121.318786468198 44.0972340564863,-121.319907860701 44.0989445504796,-121.320986262526 44.1011839611311,-121.321382786319 44.1035440322552,-121.321078326957 44.1059116353461,-121.320087381897 44.1081732648808,-121.318457374729 44.1102204808787,-121.316266397035 44.1119551114023,-121.313619473928 44.1132939648286,-121.310643530557 44.1141728248389,-121.310203443883 44.1142628438574,-121.306107790432 44.1146516094936,-121.30566764369 44.114646864906,-121.303361357835 44.114485740962,-121.301497285377 44.1142437004774,-121.300108566078 44.1140772437396,-121.299146831321 44.1139890592714,-121.295961446108 44.1134224832062,-121.293025808624 44.1123436204835,-121.290487188559 44.1108066009427,-121.28847290436 44.1088885355464,-121.287083934717 44.106685642109,-121.286389860216 44.104308413004,-121.286425387792 44.1018760686553,-121.287188629568 44.0995105761156,-121.288641218595 44.0973305333013,-121.289088914274 44.0969226083065,-121.289090318875 44.0968764108401,-121.289096322906 44.0965957838217,-121.289097882306 44.0963081264594,-121.289098013005 44.0958687996019,-121.289180010739 44.0947223857037,-121.289200051686 44.0945823889443,-121.289328853414 44.0938932872138,-121.289358890408 44.0937632920296,-121.289773642611 44.0924577727913,-121.29002810035 44.0918323857357,-121.290303748588 44.0909912780553,-121.29033380447 44.0909012386935,-121.290509991206 44.0903829066791,-121.290793598892 44.0888236084569,-121.290983750116 44.0882636384567,-121.290999532396 44.0882259336486,-121.291065836723 44.088027192608,-121.291074258726 44.0880011077514,-121.290923890693 44.0880431037295,-121.29074721491 44.0881071192836,-121.290021741249 44.0883822536777,-121.289229091429 44.0887292472062,-121.288888001807 44.0888122220293,-121.288530793701 44.0889476924689,-121.287145551675 44.0892360974045,-121.286234038973 44.0894578356234,-121.285994376024 44.0894757701355,-121.285738088192 44.0895291288081,-121.283976972538 44.0896267369311,-121.283098380553 44.0896924839259,-121.282978068145 44.0896821002359,-121.282845829783 44.0896894294186,-121.281063540841 44.0895239967611,-121.279956334007 44.0894645470522,-121.278994567738 44.0893890664658,-121.277574718252 44.0892421862124,-121.275814130422 44.0890787952777,-121.27523689074 44.089248486125,-121.274126690722 44.0895485478883,-121.272563266611 44.0898728141488,-121.272086252903 44.0899783651153,-121.272030870255 44.0899832372733,-121.271970405422 44.0899957781478,-121.271549235724 44.0900577671834,-121.26876120074 44.0902647057362,-121.266331218404 44.0902711221084,-121.266190265183 44.0902727994744,-121.265670208266 44.0902727994744,-121.265670207727 44.0902727994751,-121.263789792273 44.0902727994751,-121.263789792265 44.0902727994744,-121.263789734817 44.0902727994744,-121.263765978352 44.0902708052067,-121.260536516674 44.0900003577912,-121.260532803126 44.0899993920544,-121.260528902717 44.0899990646294,-121.2594990955 44.0897305684266,-121.257446485068 44.0891967712783,-121.257439847627 44.0891936715921,-121.257432467613 44.0891917474399,-121.256329104754 44.0886749544891,-121.254674724888 44.0879023588217,-121.254666421757 44.0878961872458,-121.254656510099 44.0878915448246,-121.25367309808 44.0871578665999,-121.252360267368 44.0861820617925,-121.25235194436 44.0861722149119,-121.252340927823 44.0861639959838,-121.251577152814 44.085255565623,-121.250619166939 44.0841221806806,-121.250612713102 44.0841084656199,-121.250602378319 44.084096173479,-121.250121016239 44.0830635597228,-121.249538681892 44.0818260399451,-121.249536060825 44.0818087184474,-121.249528401955 44.081792288707,-121.249367058722 44.0806918569529,-121.249172908128 44.0794088,-121.249173819616 44.076342672526,-121.249165324349 44.0736364824855,-121.249125147998 44.0728362818767,-121.249115336106 44.0723556459569,-121.249116831709 44.0721958174432,-121.249115449794 44.0721209477993,-121.249133301314 44.0703249223465,-121.249134405316 44.0703178033604,-121.249134428886 44.0703152844515,-121.249141556254 44.0687796829284,-121.249131157657 44.0678849027642,-121.249131924829 44.0676454933563,-121.249186776472 44.0646031303864,-121.249121129434 44.0622129416691,-121.249192102463 44.0616659459432,-121.249081983536 44.0584877899027,-121.249093381645 44.0583943619443,-121.249080476587 44.0583945206671,-121.249035105349 44.0563553257707,-121.249037488279 44.0563377845726,-121.249028124042 44.0559962109475,-121.249026651984 44.0559336813436,-121.249009476887 44.0550604669961,-121.249087947778 44.0544722957494,-121.249032994673 44.0532414884958,-121.249019008378 44.0531219897993,-121.248967633834 44.0524225076375,-121.248962682796 44.0522575068278,-121.248961632461 44.0522195244983,-121.248946806387 44.0516335220713,-121.248944222288 44.0514268006779,-121.248944249311 44.0513358006801,-121.248944321355 44.0513039995834,-121.24894539678 44.0510499997523,-121.248948617723 44.0504628035409,-121.248952670192 44.0504381179964,-121.24894232415 44.0479954116985,-121.24894228846 44.0479368293316,-121.248945748637 44.0467898393191,-121.248945838371 44.0467690020221,-121.24897422472 44.041695997068,-121.248977662624 44.0415012268728,-121.249044271597 44.0392591495791,-121.249035510674 44.0372870921639,-121.249076494056 44.0364371696525,-121.249100704457 44.0361975324986,-121.249376350962 44.0350886812466,-121.249475722351 44.0344715575668,-121.249586909471 44.0342416613814,-121.249672309642 44.0338981196176,-121.250227176666 44.0329178121242,-121.25059132689 44.0321648764647,-121.250770983421 44.0319570452865,-121.250892156428 44.0317429637112,-121.251617683309 44.0309775616311,-121.252373704751 44.030102977076,-121.25260781088 44.0299330163199,-121.25270365277 44.0298319069279,-121.253398169078 44.0293592172601,-121.25473204096 44.0283908279475,-121.254998258159 44.0282701923261,-121.255022824657 44.0282534723016,-121.255277869438 44.0281434872126,-121.257546236777 44.0271155825378,-121.260673025345 44.0263421488551,-121.263953257721 44.0261098910759,-121.264042698285 44.026111099801,-121.265413834035 44.0261110987793,-121.26620294496 44.0261269641421,-121.266748319124 44.0261489130009,-121.267785219847 44.026161556552,-121.267816504935 44.0261619627878,-121.268687312806 44.0261739601628,-121.268958401906 44.0261988983548,-121.269770825266 44.0262084561236,-121.269805315964 44.0262088920448,-121.270545152728 44.0262188898573,-121.270764528421 44.0262230802819,-121.271308716918 44.0262365178719,-121.272551447729 44.0262335262228,-121.272580174697 44.0262334778865,-121.274336014428 44.0262317908993,-121.275925748172 44.0261900880408,-121.276159097225 44.0262035669416,-121.276158823412 44.0261931088936,-121.280749752397 44.0261264606999,-121.280824024837 44.0261296755966,-121.28082398758 44.0261279352589,-121.281540773987 44.0261194390206,-121.282909839987 44.0259576800092,-121.283111631848 44.0259499688044,-121.286225426077 44.0260790262221,-121.289231418256 44.0266969955751,-121.291992556954 44.027775703136,-121.293982879679 44.0290165561768,-121.295349563913 44.0276095962967,-121.295364236466 44.0276174840389,-121.295422364147 44.0275348015343,-121.296855876104 44.0260847547297,-121.296950160282 44.0259904523326,-121.299799193798 44.0231725708533,-121.300381608538 44.0225777527179,-121.300870786731 44.0213601116864,-121.300944993766 44.0211810371675,-121.301234193359 44.0205039321219,-121.301537028158 44.019766578355,-121.30157042948 44.0197091998742,-121.302116823338 44.018415410172,-121.302423373738 44.0176342942355,-121.302536762017 44.016951136021,-121.302558239304 44.016879774114,-121.303594851003 44.0146282844139,-121.303621681958 44.0145858548931,-121.305395989961 44.0124578680273,-121.307777828957 44.0106887442719,-121.307836833728 44.0106540319107,-121.310308050122 44.0094795370108,-121.313044729676 44.0086962333293,-121.313168086985 44.0086711642657,-121.316145701445 44.0083066425099,-121.31883501416 44.0083948385491,-121.319902429772 44.0061660490985,-121.321646503029 44.0041218224937,-121.323955524982 44.002415900919,-121.326714754991 44.0011330175717,-121.329787125468 44.0003368876679,-121.333020044116 44.0000670490639,-121.33339955409 44.0000670491075,-121.338070198433 44.0000571961314,-121.343444732791 44.0000192790248,-121.343507991275 44.0000172384255))"
335,"POLYGON((-121.480377 43.717959,-121.487285 43.717973,-121.488013 43.715416,-121.49054 43.712355,-121.49181 43.710299,-121.493694 43.707615,-121.493915 43.707089,-121.497146 43.7071,-121.497255 43.703589,-121.503342 43.703623,-121.505609 43.703587,-121.506525 43.703568,-121.516209 43.703386,-121.519243 43.703334,-121.522367 43.703334,-121.526077 43.703361,-121.525962 43.704792,-121.52595 43.705116,-121.525893 43.706773,-121.525841 43.7083,-121.525798 43.70876,-121.52576 43.709826,-121.525538 43.715131,-121.525432 43.716947,-121.525404 43.717868,-121.525391 43.718754,-121.51573 43.718847,-121.515833 43.72065,-121.515938 43.722503,-121.515968 43.722799,-121.516122 43.724313,-121.514853 43.724902,-121.514867 43.725079,-121.514888 43.725245,-121.51489 43.725246,-121.5149 43.725284,-121.5149 43.725288,-121.514922 43.725531,-121.515017 43.726307,-121.515078 43.726435,-121.515216 43.727682,-121.511679 43.736212,-121.511461 43.739813,-121.514224 43.739816,-121.515397 43.739831,-121.517916 43.739833,-121.524698 43.739827,-121.525704 43.739836,-121.526278 43.739826,-121.5266 43.739787,-121.530593 43.739747,-121.535221 43.739764,-121.536804 43.739797,-121.537359 43.739871,-121.541321 43.739902,-121.541408 43.736275,-121.54155 43.732604,-121.541519 43.731211,-121.540791 43.729133,-121.540746 43.728944,-121.540764 43.727779,-121.542864 43.727787,-121.543366 43.727701,-121.543781 43.727464,-121.544124 43.727182,-121.545677 43.725825,-121.54585 43.725557,-121.54604 43.724974,-121.545725 43.703368,-121.545623 43.700103,-121.545591 43.70005,-121.545536 43.697282,-121.545478 43.691584,-121.545501 43.687993,-121.545473 43.686999,-121.545472 43.686098,-121.545439 43.683815,-121.545535 43.683401,-121.545936 43.682924,-121.546967 43.682016,-121.549045 43.680229,-121.549332 43.679919,-121.549483 43.679716,-121.549583 43.679425,-121.549624 43.677977,-121.549565 43.675945,-121.549512 43.673663,-121.549048 43.673644,-121.547824 43.673652,-121.547654 43.673607,-121.547607 43.673568,-121.547561 43.673442,-121.547547 43.672022,-121.54762 43.671496,-121.547737 43.671109,-121.547747 43.671002,-121.547688 43.668728,-121.547653 43.667254,-121.541488 43.667285,-121.525034 43.667369,-121.515448 43.667524,-121.512307 43.667482,-121.51051 43.667096,-121.510593 43.659991,-121.481075 43.659987,-121.481174 43.674375,-121.466941 43.674671,-121.452703 43.674502,-121.452666 43.678133,-121.457725 43.678152,-121.457623 43.689048,-121.466947 43.689032,-121.467606 43.711499,-121.467586 43.717994,-121.47487 43.717964,-121.477472 43.717953,-121.480377 43.717959))"
