agency_id,fare_id,price,currency_type,payment_method,transfers,transfer_duration
504,3648,1.50,USD,0,1,0
504,3651,1.00,USD,0,0,0
504,3652,2.00,USD,0,0,0
504,3654,1.50,USD,0,0,0
504,3655,1.50,USD,0,0,0
504,3656,1.00,USD,0,0,0
504,3657,2.00,USD,0,0,0
504,3658,3.00,USD,0,0,0
504,3662,1.50,USD,0,1,0
504,3664,1.50,USD,0,0,0
