route_id,direction_id,direction
2812,1,Outbound
2812,0,Inbound
2809,1,Outbound
2809,0,Inbound
2808,1,Outbound
2808,0,Inbound
2807,1,Outbound
2807,0,Inbound
2806,1,Outbound
2806,0,Inbound
2805,1,Outbound
2805,0,Inbound
2804,1,Outbound
2804,0,Inbound
2803,1,Outbound
2803,0,Inbound
2802,1,Outbound
2802,0,Inbound
2801,1,Outbound
2801,0,Inbound
2800,1,Outbound
2800,0,Inbound
2799,1,Outbound
2799,0,Inbound
