shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
3236_shp,41.110399999999998,-73.424999999999997,14,6525.5546709999999
3236_shp,41.110329999999998,-73.424899999999994,15,6563.103443
3236_shp,41.110199999999999,-73.424139999999994,16,6777.8287780000001
3236_shp,41.110199999999999,-73.42362,17,6921.12716
3236_shp,41.110239999999997,-73.423090000000002,18,7067.9065950000004
3236_shp,41.110340000000001,-73.421880000000002,19,7403.3352249999998
3236_shp,41.110489999999999,-73.420590000000004,20,7763.0010160000002
3236_shp,41.110489999999999,-73.420590000000004,21,7763.0010160000002
3236_shp,41.110680000000002,-73.420330000000007,22,7862.6305389999998
3236_shp,41.110970000000002,-73.420079999999999,23,7988.769378
3236_shp,41.111820000000002,-73.420050000000003,24,8298.5832809999993
3236_shp,41.111780000000003,-73.419690000000003,25,8398.8522990000001
3236_shp,41.112380000000002,-73.419640000000001,26,8617.9003819999998
3236_shp,41.113039999999998,-73.419589999999999,27,8858.770552
3236_shp,41.11336,-73.419579999999996,28,8975.397438
3236_shp,41.115139999999997,-73.419920000000005,29,9630.6856650000009
3236_shp,41.115659999999998,-73.417680000000004,30,10276.346851
3236_shp,41.115740000000002,-73.417670000000001,31,10305.625399
3236_shp,41.116889999999998,-73.418080000000003,32,10739.599586
3236_shp,41.118389999999998,-73.417739999999995,33,11294.107252
3236_shp,41.118389999999998,-73.417739999999995,34,11294.107252
3236_shp,41.118290000000002,-73.417249999999996,35,11433.951725000001
3236_shp,41.117989999999999,-73.416600000000003,36,11643.774008
3236_shp,41.1173,-73.415419999999997,37,12054.774726
3236_shp,41.116630000000001,-73.414950000000005,38,12331.119172000001
3236_shp,41.115929999999999,-73.414900000000003,39,12586.541246000001
3236_shp,41.115830000000003,-73.414919999999995,40,12623.39141
3236_shp,41.114370000000001,-73.415220000000005,41,13161.737969
3236_shp,41.113489999999999,-73.415559999999999,42,13495.780215000001
3236_shp,41.112349999999999,-73.41619,43,13945.967326
3236_shp,41.111179999999997,-73.417079999999999,44,14437.780148
3236_shp,41.111179999999997,-73.417079999999999,45,14437.780148
3236_shp,41.109999999999999,-73.418030000000002,46,14941.154232999999
3236_shp,41.107849999999999,-73.419079999999994,47,15776.254725999999
3236_shp,41.105800000000002,-73.419629999999998,48,16538.410398
3236_shp,41.104300000000002,-73.419799999999995,49,17086.949992999998
3236_shp,41.101909999999997,-73.419939999999997,50,17958.616738000001
3236_shp,41.100020000000001,-73.421850000000006,51,18825.412103999999
3236_shp,41.096710000000002,-73.423299999999998,52,20095.926200000002
3236_shp,41.096679999999999,-73.423079999999999,53,20157.542163999999
3236_shp,41.096629999999998,-73.42116,54,20687.066081000001
3601_shp,41.096209999999999,-73.421080000000003,1,0.0
3601_shp,41.09599,-73.421210000000002,2,87.802696999999995
3601_shp,41.09534,-73.421530000000004,3,340.52575100000001
3601_shp,41.095280000000002,-73.421610000000001,4,371.57669199999998
3601_shp,41.095300000000002,-73.421729999999997,5,405.44623999999999
3601_shp,41.095399999999998,-73.421729999999997,6,441.88185399999998
3601_shp,41.096600000000002,-73.420770000000005,7,952.94459800000004
3601_shp,41.096629999999998,-73.42116,8,1060.9948460000001
3601_shp,41.096710000000002,-73.423299999999998,9,1651.5636239999999
3601_shp,41.096850000000003,-73.423230000000004,10,1706.1004840000001
3601_shp,41.100020000000001,-73.421850000000006,11,2922.1270760000002
3601_shp,41.101640000000003,-73.420180000000002,12,3670.6294440000001
3601_shp,41.101779999999998,-73.420060000000007,13,3731.4228859999998
3601_shp,41.10201,-73.419899999999998,14,3826.1190000000001
3601_shp,41.104300000000002,-73.419799999999995,15,4660.9507450000001
3601_shp,41.105800000000002,-73.419629999999998,16,5209.4903400000003
3601_shp,41.107140000000001,-73.419269999999997,17,5707.7067310000002
3601_shp,41.107219999999998,-73.4191,18,5762.884008
3601_shp,41.107660000000003,-73.418660000000003,19,5963.8938269999999
3601_shp,41.108130000000003,-73.418379999999999,20,6151.7234850000004
3601_shp,41.109949999999998,-73.418790000000001,21,6824.4100340000005
3601_shp,41.11054,-73.418790000000001,22,7039.3807139999999
3601_shp,41.11448,-73.418719999999993,23,8475.0777859999998
3601_shp,41.115760000000002,-73.418899999999994,24,8944.0853110000007
3601_shp,41.117280000000001,-73.419319999999999,25,9509.8712610000002
3601_shp,41.118659999999998,-73.419939999999997,26,10040.9138
3601_shp,41.120040000000003,-73.420820000000006,27,10599.137602999999
3601_shp,41.123359999999998,-73.423919999999995,28,12079.959712
3601_shp,41.125050000000002,-73.425349999999995,29,12810.980982999999
3601_shp,41.126849999999997,-73.426550000000006,30,13545.44319
3601_shp,41.128140000000002,-73.427289999999999,31,14057.775264
3601_shp,41.129100000000001,-73.427729999999997,32,14427.968101
3601_shp,41.130800000000001,-73.428299999999993,33,15066.972121999999
3601_shp,41.14461,-73.431709999999995,34,20185.690408999999
3601_shp,41.146099999999997,-73.431790000000007,35,20729.032745
3601_shp,41.146929999999998,-73.431740000000005,36,21031.764417999999
3601_shp,41.147950000000002,-73.431550000000001,37,21407.077074000001
3601_shp,41.14922,-73.431079999999994,38,21887.577812
3601_shp,41.150219999999997,-73.430459999999997,39,22289.963932999999
3601_shp,41.153410000000001,-73.428100000000001,40,23621.649013999999
3601_shp,41.155479999999997,-73.426699999999997,41,24468.702528000002
3601_shp,41.155479999999997,-73.426490000000001,42,24526.533251000001
3601_shp,41.155410000000003,-73.423789999999997,43,25270.508836000001
3601_shp,41.156230000000001,-73.423090000000002,44,25626.073376
3601_shp,41.159120000000001,-73.419669999999996,45,27038.789219999999
3601_shp,41.159570000000002,-73.419300000000007,46,27231.829043999998
3601_shp,41.160080000000001,-73.419049999999999,47,27429.994665999999
3601_shp,41.160559999999997,-73.418949999999995,48,27607.042087999998
3601_shp,41.162370000000003,-73.418999999999997,49,28266.677994000001
3601_shp,41.16357,-73.418769999999995,50,28708.473327
3601_shp,41.166469999999997,-73.417310000000001,51,29839.006977000001
3601_shp,41.168399999999998,-73.416399999999996,52,30585.525855
3601_shp,41.168939999999999,-73.416229999999999,53,30787.771400000001
3601_shp,41.169530000000002,-73.416219999999996,54,31002.761920000001
3601_shp,41.17407,-73.416629999999998,55,32660.807701999998
