shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
a109327d-cbec-46e6-a60a-61463d171af5,42.3457609025097,-71.5522373647831,66,23008.55
fe5030ac-9111-435a-8667-e4e43ff86383,42.2968092439657,-71.4086546843442,48,11328.5
8619c100-9480-4b5f-aab6-74496f51c774,42.2760288283842,-71.4108433670308,37,18753.29
3515c50a-bf0a-4e5e-b913-a9ad9beeac86,42.2997006654561,-71.3931850429288,68,17410.17
ca87a5a7-10a8-4f48-bd1e-f802d4d6c82d,42.2407765532003,-71.4325330515226,0,0
df78a3d9-c161-42eb-8ed2-01b46f8540a3,42.1995657503346,-71.4299795883882,32,10317.95
a109327d-cbec-46e6-a60a-61463d171af5,42.346055945519,-71.5537608595944,65,22879.2
1f102e1d-337c-472b-ba5f-3437712873c4,42.3382775389121,-71.5905701572043,20,7594.39
8a448b46-7ed8-4419-a606-0318b8f93218,42.3116405195976,-71.2643183031272,21,11735.36
4bca1469-3d03-44c9-9b3d-3e4c6843aa2b,42.3518253774539,-71.5562955472646,11,2472.14
98077667-e2fc-41ea-b267-d3871d880ba9,42.1326982756077,-71.5288431363608,38,8958.03
8619c100-9480-4b5f-aab6-74496f51c774,42.2758746013567,-71.411843831053,38,18837.31
