service_id,date,exception_type
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230424,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230602,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230103,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230321,1
71e53991-076e-4df9-8442-809febe8251f,20230211,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221130,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230501,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221205,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230205,1
71e53991-076e-4df9-8442-809febe8251f,20230325,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230105,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221201,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230502,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221206,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230213,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221208,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20221120,1
71e53991-076e-4df9-8442-809febe8251f,20221231,1
71e53991-076e-4df9-8442-809febe8251f,20230318,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221122,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230208,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230427,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230417,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221123,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20221127,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230102,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20221204,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230320,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230209,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221125,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230428,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230108,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230226,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230101,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230122,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221230,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221117,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230112,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230330,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230220,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221213,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230509,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221222,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230423,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230118,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221118,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230113,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230331,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230221,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221214,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230510,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221223,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230430,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230119,1
71e53991-076e-4df9-8442-809febe8251f,20221119,1
71e53991-076e-4df9-8442-809febe8251f,20230114,1
71e53991-076e-4df9-8442-809febe8251f,20230401,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230222,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221215,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230511,1
71e53991-076e-4df9-8442-809febe8251f,20221224,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230507,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230120,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221121,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230116,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230403,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230223,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221216,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230512,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221226,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230514,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230529,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230212,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230106,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230324,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230214,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230503,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221128,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20221218,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230326,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230319,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230521,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230109,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230327,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230216,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221209,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230505,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20221219,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230402,1
1fcba937-9802-4c58-bc01-80db22d8d5b8,20230129,1
41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,20230104,1
