route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
95c94487-430e-48a3-a878-a7fd2d244103,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,7e3ddb66-1379-42d4-b6fa-3a9f678bbe04,319e3b5a-a882-4915-b78a-5729b4a654a8,"Central Hub",0,3269350d-f709-42f5-a436-58402cc58d64
a419da7a-40ce-4898-b253-b50af71834c1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,9d1647d3-6af0-417b-ad1d-dfbbc2132d24,ee90f8f0-2db9-4240-ab3f-8d3f7d3bca92,"MassBay",0,d0a26c9e-7e27-4a70-9845-1e0833ba8342
bf855e37-6b14-49f7-b0c9-aecc962bc716,71e53991-076e-4df9-8442-809febe8251f,bff99f5b-a0ad-4847-9b76-91ee5425912e,3e86dd4a-9b76-4e6e-81d1-1e27e0f365ce,"Central hub",0,c242c591-4940-412d-bd06-e15d22aba343
29df62f0-a55d-4713-b17b-6ed08254642e,71e53991-076e-4df9-8442-809febe8251f,5dd75249-c0fe-4d90-aa04-90b16b8306f0,61971712-6673-4e4e-b0f4-ac623a6c81a2,"Central Hub to Cochituate Ball Park to Central Hub",0,997ca022-2ed8-46a6-9442-6ee5ba8bac4d
a3f5595b-a682-4c4f-a3eb-ae6fa7658002,71e53991-076e-4df9-8442-809febe8251f,3265a686-4c14-46ef-952d-e74250d9732e,df829ac4-9ed6-4444-977b-cdec0c0816d2,"Market Basket",0,3defacee-16d2-4460-8a7e-5dbeae8c5778
68a884f7-8738-4d95-93ca-be4108a0c07b,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,50171e47-dcc3-43e5-bd72-4efc8ec07f21,458bc026-01d1-439d-8c71-f637bc8f18f6,"Mission Springs",0,cf9a0a30-d0c7-4099-afa6-3bb189032c58
95c94487-430e-48a3-a878-a7fd2d244103,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,bd27b581-cf8a-4bfc-a617-28beabcb0687,97d72643-4732-4935-9a81-d6e29e8da46c,"Marlborough",1,1df0173f-a660-4bc1-87ce-fe4684006570
bf855e37-6b14-49f7-b0c9-aecc962bc716,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,0b549f20-03f0-4a8c-8276-b248d43cab6c,ea9380fb-ca12-420e-b74f-b91b1c99ed30,"Central Hub",0,146c6276-ef5c-40e4-bcc7-668006d2c1d5
a3f5595b-a682-4c4f-a3eb-ae6fa7658002,71e53991-076e-4df9-8442-809febe8251f,c752cdc1-f137-45ba-8b28-b63449dd8654,684efc3f-d098-4ec4-9358-80a9416c1e85,"Central Hub",1,3defacee-16d2-4460-8a7e-5dbeae8c5778
29df62f0-a55d-4713-b17b-6ed08254642e,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,d4bbe99f-98f7-434e-903a-54985dba1e2c,61971712-6673-4e4e-b0f4-ac623a6c81a2,"Central Hub to Cochituate Ball Park to Central Hub",0,40a21342-384b-4947-a262-231839ac0087
68a884f7-8738-4d95-93ca-be4108a0c07b,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,f9a2a15a-c00d-4959-bd6a-9057a4cb1fd5,458bc026-01d1-439d-8c71-f637bc8f18f6,"Mission Springs",0,fac4a27b-094f-45f2-8fe9-184e817d090c
95c94487-430e-48a3-a878-a7fd2d244103,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,8dd59673-6406-422c-baee-b6e8224ca3fc,319e3b5a-a882-4915-b78a-5729b4a654a8,"Central Hub",0,1df0173f-a660-4bc1-87ce-fe4684006570
836ff053-0f52-42cd-aacb-ccf7a4a81cf1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,47cb5660-b0bb-4496-a52e-4120ae06fc35,6689f4e8-895f-4e1f-bbde-a56ed5e50ff2,"Market Basket Highland Commons",0,74c8bd8b-36ec-42f8-8d11-1df740071477
a3f5595b-a682-4c4f-a3eb-ae6fa7658002,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,4dc0d267-42b9-4ea7-8cf9-c866b0aa5ada,df829ac4-9ed6-4444-977b-cdec0c0816d2,"Market Basket",0,f708ce78-9b20-4ab8-9d5c-653297f72f90
6919ca4f-a233-4dbb-8c7a-76b32c8cb55c,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,9d287015-676b-4f72-b010-20f49c07cfa3,c1e81ec9-1bb8-42fc-af27-a140da02ba05,"Central Hub",0,2d1e2de4-9f7a-433c-bf7a-7ac4e5c80451
a3f5595b-a682-4c4f-a3eb-ae6fa7658002,71e53991-076e-4df9-8442-809febe8251f,39995d2a-4cda-4381-9813-ae309afb02f3,df829ac4-9ed6-4444-977b-cdec0c0816d2,"Market Basket",0,3defacee-16d2-4460-8a7e-5dbeae8c5778
22eecc42-bf19-41f2-8f43-75e57d825f99,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,9d417b21-eb1d-4306-84d7-6de937f382d3,7c5088ab-437f-4476-8e71-b81dcf1fb41c,"Blandin Ave",0,52e683e3-acaa-44b5-99c8-553fd156c277
bf855e37-6b14-49f7-b0c9-aecc962bc716,71e53991-076e-4df9-8442-809febe8251f,ea3409b1-d6a4-4c7e-a340-69231e5af50a,3e86dd4a-9b76-4e6e-81d1-1e27e0f365ce,"Central hub",0,c242c591-4940-412d-bd06-e15d22aba343
22eecc42-bf19-41f2-8f43-75e57d825f99,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,8b4b97d8-0f27-40e4-9bd7-06ae726a10dd,7c5088ab-437f-4476-8e71-b81dcf1fb41c,"Blandin Ave",0,4a3e7058-f8a8-48a1-8901-9766dfc89ca5
a3f5595b-a682-4c4f-a3eb-ae6fa7658002,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,dfcd950d-7cfd-4dbb-8944-72b63a3a9ce8,df829ac4-9ed6-4444-977b-cdec0c0816d2,"Market Basket",0,298600fc-26b8-4517-b634-5d6a24a52eae
bdc5adfc-d7af-4b30-8ac9-17ca776ac368,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,7c69d085-0c2c-4e6c-bf32-f0a9d31fc485,4f5fa4dc-80b5-4673-98f3-336c1398e904,"Central Hub",0,2552d4e6-884e-44dc-a1a6-35fb5e7e5f2f
bf855e37-6b14-49f7-b0c9-aecc962bc716,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,ee20c211-6003-4c39-bd63-2b551fb83ce5,5e70bb5c-bccd-48ed-ae8d-0a8364faaec3,"Banana Lot",0,711524a6-3c7e-4a1a-ba37-16352f760150
a3f5595b-a682-4c4f-a3eb-ae6fa7658002,71e53991-076e-4df9-8442-809febe8251f,889ec7bc-090c-4bcc-85f9-621e0c70a211,684efc3f-d098-4ec4-9358-80a9416c1e85,"Central Hub",1,3defacee-16d2-4460-8a7e-5dbeae8c5778
249b76e5-eb47-43e6-a59c-edbd28464280,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,26ab78e2-0ef9-428b-b28a-75f5ace9eb01,fa48466c-5734-4d6f-8e06-d635a1d6bdaa,"Woodland",0,164d83e6-97ea-45e7-a974-bf577a575488
1a0ae2c6-0f76-44dd-9ad8-d75b812d2bd7,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,7e3d1cfe-d56b-448f-b907-0b85e202c48e,2e0fc54a-d8d2-4508-bbf8-22d198c45003,"Jefferson Hills",0,72c472ee-369a-4cab-88da-4f75e1f3d07d
bf855e37-6b14-49f7-b0c9-aecc962bc716,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,2abbc12b-e1ec-4011-9a0c-0642edcabc95,3e86dd4a-9b76-4e6e-81d1-1e27e0f365ce,"Central hub",0,711524a6-3c7e-4a1a-ba37-16352f760150
29df62f0-a55d-4713-b17b-6ed08254642e,71e53991-076e-4df9-8442-809febe8251f,7e9aebe4-eac8-48d5-bc2f-a51c52ab28d6,61971712-6673-4e4e-b0f4-ac623a6c81a2,"Central Hub to Cochituate Ball Park to Central Hub",0,997ca022-2ed8-46a6-9442-6ee5ba8bac4d
a3f5595b-a682-4c4f-a3eb-ae6fa7658002,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,58645545-caa7-4628-839c-d8cc26e17d8f,684efc3f-d098-4ec4-9358-80a9416c1e85,"Central Hub",1,298600fc-26b8-4517-b634-5d6a24a52eae
68a884f7-8738-4d95-93ca-be4108a0c07b,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,fb6cd0cd-1465-45a2-ad1c-262311ffd81e,458bc026-01d1-439d-8c71-f637bc8f18f6,"Mission Springs",0,fac4a27b-094f-45f2-8fe9-184e817d090c
249b76e5-eb47-43e6-a59c-edbd28464280,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,de8ecbdd-650d-40fb-81ea-38de85698b62,2a7ed6ba-f0e0-4941-9b8f-fcb824e7f9a4,"Natick Mall",1,ad301e5d-7c01-4b61-adef-64c161c84380
95c94487-430e-48a3-a878-a7fd2d244103,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,2f5d0844-6dfd-40c4-9f2d-71c0cee51be5,4e578156-63d5-4a78-a14e-40e60b8ee010,"Banana Lot",1,1df0173f-a660-4bc1-87ce-fe4684006570
22eecc42-bf19-41f2-8f43-75e57d825f99,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,6730cf6d-c7ac-415c-9915-fd853e336509,7c5088ab-437f-4476-8e71-b81dcf1fb41c,"Blandin Ave",0,72e0aad9-0d20-4aca-9b18-f8f44424a8c8
bf855e37-6b14-49f7-b0c9-aecc962bc716,71e53991-076e-4df9-8442-809febe8251f,5e4607f6-e70c-4c92-89e2-6c76c0897529,3e86dd4a-9b76-4e6e-81d1-1e27e0f365ce,"Central hub",0,c242c591-4940-412d-bd06-e15d22aba343
836ff053-0f52-42cd-aacb-ccf7a4a81cf1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,443e5a93-2f09-4bcc-951e-5ab1dafe7b18,bcc93bfd-cf71-48b6-9bf5-03ccc609e09b,"Newton and Weed St",0,74c8bd8b-36ec-42f8-8d11-1df740071477
22eecc42-bf19-41f2-8f43-75e57d825f99,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,c94cca6d-497e-4399-adf9-eeaa5c9dc451,7c5088ab-437f-4476-8e71-b81dcf1fb41c,"Blandin Ave",0,4a3e7058-f8a8-48a1-8901-9766dfc89ca5
a3f5595b-a682-4c4f-a3eb-ae6fa7658002,71e53991-076e-4df9-8442-809febe8251f,b3cbc097-e475-4c4f-a91d-a1d92c0f3901,684efc3f-d098-4ec4-9358-80a9416c1e85,"Central Hub",1,3defacee-16d2-4460-8a7e-5dbeae8c5778
249b76e5-eb47-43e6-a59c-edbd28464280,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,3bd2dfae-7820-4b47-be7f-43eab8471b05,8e50ce28-1384-4b80-a6ee-f2c1b4c94669,"Woodland",0,164d83e6-97ea-45e7-a974-bf577a575488
95c94487-430e-48a3-a878-a7fd2d244103,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,1bb21fa2-704c-47f5-925a-347e09682721,97d72643-4732-4935-9a81-d6e29e8da46c,"Marlborough",1,3269350d-f709-42f5-a436-58402cc58d64
a3f5595b-a682-4c4f-a3eb-ae6fa7658002,71e53991-076e-4df9-8442-809febe8251f,07aa2289-d2ab-4295-94c4-ce2dd66a2646,684efc3f-d098-4ec4-9358-80a9416c1e85,"Central Hub",1,3defacee-16d2-4460-8a7e-5dbeae8c5778
249b76e5-eb47-43e6-a59c-edbd28464280,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,f9dbd009-615a-4993-9612-2920e89487ca,8e50ce28-1384-4b80-a6ee-f2c1b4c94669,"Woodland",0,164d83e6-97ea-45e7-a974-bf577a575488
1a0ae2c6-0f76-44dd-9ad8-d75b812d2bd7,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,e75e7a77-29f6-4d2d-a34c-14d08659191c,33cdd764-37e1-4028-99db-70c1640b4fab,"Natick Collection",1,277e890e-b679-4803-9d9e-e56af1812fba
6919ca4f-a233-4dbb-8c7a-76b32c8cb55c,71e53991-076e-4df9-8442-809febe8251f,e72fe990-5b58-4ed7-8167-965f6a653214,c1e81ec9-1bb8-42fc-af27-a140da02ba05,"Central Hub",0,e8ec5716-30e5-49ac-a16c-ceea4dfe0718
1a0ae2c6-0f76-44dd-9ad8-d75b812d2bd7,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,5e41902d-2231-439b-804e-d40a4aa1a857,30c67c4e-d82f-485d-a81f-334fff465a2c,"Natick Mall",0,277e890e-b679-4803-9d9e-e56af1812fba
95c94487-430e-48a3-a878-a7fd2d244103,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,3c4fec97-c84d-474b-8faa-b45aed229b99,97d72643-4732-4935-9a81-d6e29e8da46c,"Marlborough",1,bf06bbc4-f046-45a6-95d9-25c0eda80ac7
95c94487-430e-48a3-a878-a7fd2d244103,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,2ceab266-2cca-4256-8373-17540f728797,4e578156-63d5-4a78-a14e-40e60b8ee010,"Banana Lot",1,29b0719c-6111-48d5-b872-a44d74dd693b
22eecc42-bf19-41f2-8f43-75e57d825f99,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,71809afc-ef4c-4587-af14-7b2b0f18c35b,7c5088ab-437f-4476-8e71-b81dcf1fb41c,"Blandin Ave",0,52e683e3-acaa-44b5-99c8-553fd156c277
bf855e37-6b14-49f7-b0c9-aecc962bc716,71e53991-076e-4df9-8442-809febe8251f,5b2d827e-1c09-4ba1-84f3-b86dda6f36ce,3e86dd4a-9b76-4e6e-81d1-1e27e0f365ce,"Central hub",0,c242c591-4940-412d-bd06-e15d22aba343
836ff053-0f52-42cd-aacb-ccf7a4a81cf1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,0c3f8ca3-c09f-4455-81b6-28555faa2e33,e7459104-e400-4a08-9b33-2435205f0694,"Central Hub",1,74c8bd8b-36ec-42f8-8d11-1df740071477
22eecc42-bf19-41f2-8f43-75e57d825f99,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,05474321-55f3-4443-9117-469580599217,7c5088ab-437f-4476-8e71-b81dcf1fb41c,"Blandin Ave",0,4a3e7058-f8a8-48a1-8901-9766dfc89ca5
a419da7a-40ce-4898-b253-b50af71834c1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,f69556f6-a315-4a73-aa7c-42c92dc7c014,a1b4988d-04e1-422b-ac12-cf217f152f90,"MassBay Wellesley",1,f5f189ec-5616-461d-8b76-6dcc3e007bbf
249b76e5-eb47-43e6-a59c-edbd28464280,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,3fb52448-e0c6-4466-8b00-2a9c08b4382b,2a7ed6ba-f0e0-4941-9b8f-fcb824e7f9a4,"Natick Mall",1,164d83e6-97ea-45e7-a974-bf577a575488
7e994a69-28cb-451c-b2d8-2544708c962e,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,f97f162c-a872-4268-903d-32d287992186,b9dce15c-f989-42b3-9426-dbaf605b4be6,"9/27 Plaza Natick Collection",0,1bf6caba-34c5-455d-9a9e-6d86375e76df
a419da7a-40ce-4898-b253-b50af71834c1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,521bed98-ee55-4d00-b697-de484410b9fc,e76a8f58-3464-456b-9d3c-b594be7cd3e3,"Riverside Station",0,f5f189ec-5616-461d-8b76-6dcc3e007bbf
a419da7a-40ce-4898-b253-b50af71834c1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,4b93cb12-3447-4da5-b6e5-75496058489d,a1b4988d-04e1-422b-ac12-cf217f152f90,"MassBay Wellesley",1,d0a26c9e-7e27-4a70-9845-1e0833ba8342
bf855e37-6b14-49f7-b0c9-aecc962bc716,71e53991-076e-4df9-8442-809febe8251f,34a43bbe-4260-4b8e-b815-3f2bf0ecb459,3e86dd4a-9b76-4e6e-81d1-1e27e0f365ce,"Central hub",0,c242c591-4940-412d-bd06-e15d22aba343
29df62f0-a55d-4713-b17b-6ed08254642e,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,e3d6fd39-f59b-4221-9625-65ed34e2915c,61971712-6673-4e4e-b0f4-ac623a6c81a2,"Central Hub to Cochituate Ball Park to Central Hub",0,40a21342-384b-4947-a262-231839ac0087
1b94db55-24a4-410c-a3ae-8b1b009a8367,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,5d7d9371-6ebf-42d0-ac3f-9c7b57f71212,caf05842-630b-43ad-bde5-a6097d6e7ad4,"Marlborough Solomon Pond Rd to Wayside Inn",0,feb3f370-4d53-42d3-8576-ce0bc9e1c288
602630e9-fa68-42ef-bc1a-382ccc577499,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,e3bd149e-4263-4a1e-a8d0-1d3ba6d1e126,2b9eeec0-94fa-4ffe-9f31-8e7722ecffec,"Mission Springs",0,b80f54b0-2e79-4024-b8f1-61a745f68885
22eecc42-bf19-41f2-8f43-75e57d825f99,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,d715d722-bbfa-409b-9503-c4419009e97e,7c5088ab-437f-4476-8e71-b81dcf1fb41c,"Blandin Ave",0,72e0aad9-0d20-4aca-9b18-f8f44424a8c8
29df62f0-a55d-4713-b17b-6ed08254642e,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,47be4807-0f90-4049-9fce-0334789de145,61971712-6673-4e4e-b0f4-ac623a6c81a2,"Central Hub to Cochituate Ball Park to Central Hub",0,40a21342-384b-4947-a262-231839ac0087
6919ca4f-a233-4dbb-8c7a-76b32c8cb55c,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,b57c916b-543a-412b-9ecb-d1d697470ebf,87211c2f-a9a2-4851-883f-7d5c805e406f,"MBTA Commuter Lot Rear",0,c16fe6e0-29e9-4f21-8b91-87aedecb30a3
bf855e37-6b14-49f7-b0c9-aecc962bc716,71e53991-076e-4df9-8442-809febe8251f,98fc032d-0353-4391-8dec-cb7da7ef9f2d,3e86dd4a-9b76-4e6e-81d1-1e27e0f365ce,"Central hub",0,c242c591-4940-412d-bd06-e15d22aba343
22eecc42-bf19-41f2-8f43-75e57d825f99,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,d3c049db-5465-42ab-b948-47b7385924a3,7c5088ab-437f-4476-8e71-b81dcf1fb41c,"Blandin Ave",0,4a3e7058-f8a8-48a1-8901-9766dfc89ca5
a419da7a-40ce-4898-b253-b50af71834c1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,ca7ebf50-1340-4256-80d2-55b8e26ab70c,a1b4988d-04e1-422b-ac12-cf217f152f90,"MassBay Wellesley",1,f5f189ec-5616-461d-8b76-6dcc3e007bbf
249b76e5-eb47-43e6-a59c-edbd28464280,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,32951f7d-cea3-43dc-865e-41f0d5d207ce,2a7ed6ba-f0e0-4941-9b8f-fcb824e7f9a4,"Natick Mall",1,164d83e6-97ea-45e7-a974-bf577a575488
bf855e37-6b14-49f7-b0c9-aecc962bc716,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,609d8300-2678-4d3a-ab7d-a2d32a95468a,3e86dd4a-9b76-4e6e-81d1-1e27e0f365ce,"Central hub",0,146c6276-ef5c-40e4-bcc7-668006d2c1d5
a419da7a-40ce-4898-b253-b50af71834c1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,ae450337-a531-4636-bf5f-c366a33058da,2f6061e9-be7e-4768-8fbb-fcd326d9d8d4,"Hub",1,f5f189ec-5616-461d-8b76-6dcc3e007bbf
a419da7a-40ce-4898-b253-b50af71834c1,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,0321237e-f89e-4b9c-9ad8-23e72d9c5c2d,a1b4988d-04e1-422b-ac12-cf217f152f90,"MassBay Wellesley",1,d0a26c9e-7e27-4a70-9845-1e0833ba8342
249b76e5-eb47-43e6-a59c-edbd28464280,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,d48da502-0f8e-4bc8-9193-9ef5aeb56086,8e50ce28-1384-4b80-a6ee-f2c1b4c94669,"Woodland",0,ad301e5d-7c01-4b61-adef-64c161c84380
1a0ae2c6-0f76-44dd-9ad8-d75b812d2bd7,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,23cf533a-0f08-4229-b0d2-567a5612bd10,94217126-6fd3-451e-b173-6d03480754d3,"The Green at 9 and 90",0,72c472ee-369a-4cab-88da-4f75e1f3d07d
be076c78-3936-4f60-8ddb-45a4276fe8e2,41fc0c3c-a4ff-426a-8a1e-ad4a5b874b9c,22b168af-22d4-48af-adad-cfdddfc55f57,b27b19b7-a9cb-48fa-bf96-f402d44b1818,"MBTA",0,d56d6491-7cce-4bc6-bef7-5c84e044df60
1b94db55-24a4-410c-a3ae-8b1b009a8367,71e53991-076e-4df9-8442-809febe8251f,3b569322-b7a1-4adc-a86d-72c1baa2c7fb,0e8948c7-e37e-4fd9-b96b-9a1d8b3ab35e,"Solomon Pond Mall",1,9168bdd1-fa71-4e35-833a-47828bba9912
