route_id,direction_id,direction
5312,0,Northbound
5312,1,Southbound
5313,0,Eastbound
5313,1,Westbound
5315,0,Eastbound
5315,1,Westbound
5316,0,Southbound
5316,1,Northbound
5317,0,Southbound
5317,1,Northbound
5318,0,Northbound
5318,1,Southbound
5319,0,Northbound
5319,1,Southbound
5320,0,Westbound
5320,1,Eastbound
5321,0,Northbound
5321,1,Southbound
