timetable_id,stop_id,stop_sequence,stop_name,connected_routes
5076,798368,7,Magnolia Square,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5077,798368,1,Magnolia Square,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5077,798417,2,Western Ave & Magnolia Ave,"/Magnolia, /School Trippers, Tripper/Magnolia Ave, Atlantic St to GHS, Tripper/Magnolia to GHS"
5077,798386,3,Ravenswood Park,"/Magnolia, Tripper/Magnolia to GHS"
5077,798395,4,Western Ave & Stage Fort Park,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5077,798326,5,Rose Baker Senior Center,"/Blackburn Tripper, /Eastern Ave, /Gloucester Crossing/Business Express, /Lanesville, /Magnolia, /Saturday Mall, /School Trippers, /Thatcher Road, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS, /West Gloucester"
5078,798326,1,Rose Baker Senior Center,"/Blackburn Tripper, /Eastern Ave, /Gloucester Crossing/Business Express, /Lanesville, /Magnolia, /Saturday Mall, /School Trippers, /Thatcher Road, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS, /West Gloucester"
5078,798369,2,Main St & Pleasant St,"/Blackburn Tripper, /Cruiseship Trolley, /Eastern Ave, /Gloucester Crossing/Business Express, /Lanesville, /Magnolia, /Saturday Mall, /School Trippers, /Stage Fort Park Shuttle, /Thatcher Road, Tripper/Magnolia to GHS, /West Gloucester"
5078,798353,3,Commuter Rail Station - Gloucester ,"/Beverly Commuter, /Blackburn Tripper, /Gloucester Crossing/Business Express, /Lanesville, /Saturday Mall, /School Trippers, /Stage Fort Park Shuttle, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Downtown Gloucester to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5078,802509,4,Addison Gilbert Hospital,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5078,802510,5,Annisquam Village Church,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5078,802517,6,Lanesville Post Office,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5078,802518,7,Pigeon Cove Post Office,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5078,798388,8,Train Station - Rockport,"/Beverly Commuter, /Lanesville, /Rockport Shuttle, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5078,798387,9,Rockport Market,"/Eastern Ave, /Lanesville, /Rockport Shuttle, /School Trippers, /Thatcher Road, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5079,798387,1,Rockport Market,"/Eastern Ave, /Lanesville, /Rockport Shuttle, /School Trippers, /Thatcher Road, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5079,798325,2,Dock Square,"/Cape Ann Works, /Eastern Ave, /Lanesville, /Rockport Shuttle, /School Trippers, /Thatcher Road, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5079,798400,3,Toad Hall Bookstore,"/Eastern Ave, /Lanesville, /Rockport Shuttle, /School Trippers"
5079,798388,4,Train Station - Rockport,"/Beverly Commuter, /Lanesville, /Rockport Shuttle, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5079,798380,5,Pigeon Cove Post Office,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5079,798358,6,Lanesville Post Office,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5079,798300,7,Annisquam Village Church,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5079,798299,8,Addison Gilbert Hospital,"/Blackburn Tripper, /Gloucester Crossing/Business Express, /Lanesville, /School Trippers, Tripper/Downtown Gloucester to GHS, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5079,798353,9,Commuter Rail Station - Gloucester ,"/Beverly Commuter, /Blackburn Tripper, /Gloucester Crossing/Business Express, /Lanesville, /Saturday Mall, /School Trippers, /Stage Fort Park Shuttle, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Downtown Gloucester to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5079,798326,10,Rose Baker Senior Center,"/Blackburn Tripper, /Eastern Ave, /Gloucester Crossing/Business Express, /Lanesville, /Magnolia, /Saturday Mall, /School Trippers, /Thatcher Road, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS, /West Gloucester"
5080,798387,1,Rockport Market,"/Eastern Ave, /Lanesville, /Rockport Shuttle, /School Trippers, /Thatcher Road, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5080,798325,2,Dock Square,"/Cape Ann Works, /Eastern Ave, /Lanesville, /Rockport Shuttle, /School Trippers, /Thatcher Road, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5080,798400,3,Toad Hall Bookstore,"/Eastern Ave, /Lanesville, /Rockport Shuttle, /School Trippers"
5080,798388,4,Train Station - Rockport,"/Beverly Commuter, /Lanesville, /Rockport Shuttle, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5080,798380,5,Pigeon Cove Post Office,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5080,798358,6,Lanesville Post Office,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5080,798300,7,Annisquam Village Church,"/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
