timetable_id,stop_id,stop_sequence,stop_name,connected_routes
5074,798386,3,Ravenswood Park,"/Magnolia, Tripper/Magnolia to GHS"
5074,798395,4,Western Ave & Stage Fort Park,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5074,798326,5,Rose Baker Senior Center,"/Blackburn Tripper, /Eastern Ave, /Gloucester Crossing/Business Express, /Lanesville, /Magnolia, /Saturday Mall, /School Trippers, /Thatcher Road, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS, /West Gloucester"
5075,798326,1,Rose Baker Senior Center,"/Blackburn Tripper, /Eastern Ave, /Gloucester Crossing/Business Express, /Lanesville, /Magnolia, /Saturday Mall, /School Trippers, /Thatcher Road, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS, /West Gloucester"
5075,798369,2,Main St & Pleasant St,"/Blackburn Tripper, /Cruiseship Trolley, /Eastern Ave, /Gloucester Crossing/Business Express, /Lanesville, /Magnolia, /Saturday Mall, /School Trippers, /Stage Fort Park Shuttle, /Thatcher Road, Tripper/Magnolia to GHS, /West Gloucester"
5075,798395,3,Western Ave & Stage Fort Park,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5075,798355,4,Hammond Castle,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5075,798368,5,Magnolia Square,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5075,798362,6,Lexington Ave & Flume Rd,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5075,798368,7,Magnolia Square,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5076,798326,1,Rose Baker Senior Center,"/Blackburn Tripper, /Eastern Ave, /Gloucester Crossing/Business Express, /Lanesville, /Magnolia, /Saturday Mall, /School Trippers, /Thatcher Road, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS, /West Gloucester"
5076,798369,2,Main St & Pleasant St,"/Blackburn Tripper, /Cruiseship Trolley, /Eastern Ave, /Gloucester Crossing/Business Express, /Lanesville, /Magnolia, /Saturday Mall, /School Trippers, /Stage Fort Park Shuttle, /Thatcher Road, Tripper/Magnolia to GHS, /West Gloucester"
5076,798395,3,Western Ave & Stage Fort Park,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5076,798355,4,Hammond Castle,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5076,798368,5,Magnolia Square,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5076,798362,6,Lexington Ave & Flume Rd,"/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
