stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
11251,NMAPLAN,N MAIN ST & OPP PLATT ST,,41.568348,-73.025947,,,,,
11252,NMACITN,N MAIN ST & CITY MILLS LN,,41.570001,-73.025855,,,,,
11253,NMABELN,N MAIN ST & BELLEVUE ST,,41.573066,-73.026202,,,,,
11254,NMATRUN,N MAIN ST & TRUMAN APARTMENTS,,41.57462,-73.026388,,,,,
11255,NMALAKN,N MAIN ST & LAKEWOOD RD,,41.576399,-73.026188,,,,,
11256,NMAHILLN,N MAIN ST & OPP HILL ST 2,,41.579907,-73.028638,,,,,
11257,NMAVALN,N MAIN ST & VALENTINO DR,,41.582722,-73.028513,,,,,
11258,NMAFERN,N MAIN ST & OPP FERN HILL AVE,,41.585222,-73.029354,,,,,
11259,NMASTARN,N MAIN ST & STARLETT LN,,41.58735,-73.028599,,,,,
1126,MAIFISS,MAIN ST & OPP FISHFRY ST,,41.795455,-72.663576,,,,,
11260,NMAKIMN,N MAIN ST & OPP KIMBLE AVE,,41.588915,-73.027975,,,,,
11261,BUCNMAN,BUCKS HILL RD & N MAIN ST,,41.591819,-73.027778,,,,,
11262,BUCCEMN,BUCKS HILL RD & CEMETERY RD,,41.593354,-73.028991,,,,,
11263,FARBUCW,FARMCREST DR & BUCKS HILL RD,,41.595622,-73.030351,,,,,
11264,NMAHAVN,N MAIN ST & OPP HAVEN HEALTH CTR,,41.592893,-73.026814,,,,,
11265,MONNMAE,MONTOE RD & N MAIN ST,,41.595477,-73.025951,,,,,
11266,MONBUCE,MONTOE RD & BUCKS HILL PARK,,41.596071,-73.022823,,,,,
11267,MONCHEE,MONTOE RD & CHESTNUT HILL AVE,,41.596205,-73.017203,,,,,
11268,CHEGRAN,CHESTNUT HILL AVE & GRANADA DR,,41.598698,-73.017138,,,,,
11269,CHENMAN,CHESTNUT HILL AVE & N MAIN ST,,41.601118,-73.018159,,,,,
1127,MAIMONS,MAIN ST & MONTVILLE ST,,41.79417,-72.664767,,,,,
11270,NMAGRAW,N MAIN ST & GRASSY HILL RD,,41.601114,-73.020915,,,,,
11271,NMABUCS,N MAIN ST & BUCKRIDGE RD,,41.59899,-73.024934,,,,,
11272,NMALISS,N MAIN ST & LISA CT,,41.595377,-73.026543,,,,,
11273,NMAHAVS,N MAIN ST & HAVEN HEALTH CTR,,41.592499,-73.027236,,,,,
11274,BUCDEES,BUCKS HILL RD & DEERWOOD LN,,41.593345,-73.02922,,,,,
11275,BUCNMAS,BUCKS HILL RD & N MAIN ST,,41.591658,-73.027935,,,,,
11276,NMAROSES,N MAIN ST & ROSENGARTEN DR,,41.58946,-73.028013,,,,,
11277,NMAELLS,N MAIN ST & ELLSWORTH AVE,,41.587296,-73.028853,,,,,
11278,NMAFERS,N MAIN ST & FERN HILL AVE,,41.585222,-73.029572,,,,,
11279,KEAGARW,KEARNEY DR & OPP GARY AVE,,41.585004,-73.032012,,,,,
11280,KEAELDW,KEARNEY DR & ELDERLY APTS,,41.585072,-73.03409,,,,,
11281,KEAGARE,KEARNEY DR & GARY AVE,,41.584843,-73.032036,,,,,
11282,NMAWATS,N MAIN ST & WATERBURY PLAZA,,41.582543,-73.028694,,,,,
11283,NMAHILS,N MAIN ST & HILL ST 1,,41.579674,-73.028819,,,,,
11284,NMALAKS,N MAIN ST & OPP LAKEWOOD RD,,41.575782,-73.026439,,,,,
11285,NMATRUS,N MAIN ST & OPP TRUMAN APARTMENTS,,41.574691,-73.026618,,,,,
11286,NMABELS,N MAIN ST & OPP BELLEVUE ST,,41.57303,-73.02642,,,,,
11287,NMA1381S,N MAIN ST & 1381 N MAIN ST,,41.570421,-73.026122,,,,,
11288,NMAPLAS,NMAIN ST & PLATT ST,,41.568258,-73.026237,,,,,
11289,NMATUDW,N MAIN ST & TUDOR ST,,41.566558,-73.027658,,,,,
1129,MAISTAS,MAIN ST & STAR HARDWARE,,41.79294,-72.66723,,,,,
11290,NMAAETS,N MAIN ST & AETNA ST,,41.566002,-73.029323,,,,,
11291,NMAWFAS,N MAIN ST & W FARM ST,,41.564302,-73.030877,,,,,
11292,NMAHILLS,N MAIN ST & HILL ST 2,,41.562708,-73.032901,,,,,
11293,NMAGROS,N MAIN ST & GROVE ST,,41.559933,-73.036312,,,,,
11294,WATGRNNM,WATERBURY GREEN ON NORTH MAIN,,41.55611,-73.04089,,,,,
11295,WMASPEW,W MAIN ST & SPERRY ST,,41.558356,-73.049534,,,,,
11296,THOMODN,THOMASTON AVE & MODEL GARAGE,,41.56061,-73.053104,,,,,
11297,THOSOCN,THOMASTON AVE & SOCIAL SERVICES,,41.562637,-73.05386,,,,,
11298,THOBACN,THOMASTON AVE & BACCO'S RESTAURANT,,41.58133,-73.048664,,,,,
11299,THOHOMN,THOMASTON AVE & HOMER ST,,41.585297,-73.048773,,,,,
113,WESMACS,WESTFARMS MALL & MACY'S,,41.724921,-72.76145,,,,,
1130,MAIKENS,MAIN ST & KENSINGTON ST,,41.791272,-72.669863,,,,,
11300,THOSCON,THOMASTON AVE & S COMMONS RD,,41.596729,-73.057329,,,,,
11301,WATRDMV,D M V & SEIDEL CO.,,41.600508,-73.057994,,,,,
11302,THODMVS,THOMASTON AVE & OPP D M V,,41.600364,-73.058187,,,,,
11303,THOSCOS,THOMASTON AVE & OPP S COMMONS RD,,41.596255,-73.057436,,,,,
11304,THOCOMS,THOMASTON AVE & COMMONS CT,,41.593871,-73.056365,,,,,
11306,THOSHES,THOMASTON AVE & SHEFFIELD ST,,41.589884,-73.052268,,,,,
11307,THOCHAS,THOMASTON AVE & CHAPLE ST,,41.588287,-73.051042,,,,,
11308,THOEDSS,THOMASTON AVE & ED POWER EQUIPMENT,,41.587154,-73.050192,,,,,
11309,THOHUNS,THOMASTON AVE & HUNTINGDON AVE,,41.585243,-73.04899,,,,,
1131,MAIEARS,MAIN ST & EARLE ST,,41.790656,-72.670471,,,,,
11310,THOPLAS,THOMASTON AVE & PLAZA 1215,,41.581589,-73.048846,,,,,
11311,THOSOCS,THOMASTON AVE & SOCIAL SERVICES,,41.562422,-73.054016,,,,,
11312,THOBANS,THOMASTON AVE & BANK OF AMERICA,,41.560092,-73.053139,,,,,
11313,WMAGILE,W MAIN ST & OPP GILBERT ST,,41.558133,-73.049219,,,,,
11314,WMAMEAE,W MAIN ST & MEADOW ST,,41.557771,-73.046814,,,,,
11315,EFANMAS,E FARM ST & N MAIN ST,,41.56381,-73.030911,,,,,
11316,EFAORAS,E FARM ST & ORANGE ST,,41.562964,-73.02923,,,,,
11317,EFASTPS,E FARM ST & ST PAUL ST,,41.562349,-73.028056,,,,,
11318,WALNWAE,WALNUT ST & OPP N WALNUT ST,,41.561317,-73.025613,,,,,
11319,LONBEEN,LONG HILL RD & BEECH ST,,41.56207,-73.02361,,,,,
1132,MAINAUGS,MAIN ST & NAUGATUCK ST,,41.78987,-72.671236,,,,,
11320,LONBIRE,LONG HILL RD & BIRCH ST,,41.562162,-73.022137,,,,,
11321,LONSUME,LONG HILL RD & SUMAC ST,,41.561994,-73.020687,,,,,
11322,LONWARE,LONG HILL RD & WARNER ST,,41.562355,-73.018501,,,,,
11323,BERLONS,BERKELEY AVE & LONG HILL RD,,41.562249,-73.017897,,,,,
11324,WARLONN,WARNER ST & LONG HILL RD,,41.562605,-73.018659,,,,,
11325,WARHOPN,WARNER ST & OPP HOPE ST,,41.563749,-73.018505,,,,,
11326,WARGARN,WARNER ST & GARDEN CIR,,41.564794,-73.018351,,,,,
11327,WARGARW,WARNER PL & GARDEN CIR,,41.567209,-73.017198,,,,,
11328,WARGARS,WARNER ST & OPP GARDEN CIR,,41.56517,-73.018521,,,,,
11329,WARHOPS,WARNER ST & HOPE ST,,41.56416,-73.018663,,,,,
1133,MAIWESTS,MAIN ST & WESTLAND ST,,41.789263,-72.671831,,,,,
11330,WARLONS,WARNER ST & LONG HILL RD,,41.562596,-73.018877,,,,,
11331,WOL840N,WOLCOTT ST & 840 WOLCOTT ST,,41.564352,-73.009109,,,,,
11332,SHOPWOLL,SHOPRITE & WOLCOTT ST,,41.566219,-73.009585,,,,,
11333,WOLLONS,WOLCOTT ST & LONG HILL RD,,41.564316,-73.009374,,,,,
11334,BERHIRS,BERKELEY AVE & OPP HARRIS CIR,,41.560041,-73.017988,,,,,
11335,BERWALLS,BERKELEY AVE & WALL ST,,41.555806,-73.01823,,,,,
11336,BIRWALN,BIRCH ST & WALL ST,,41.556142,-73.020514,,,,,
11337,BIR171N,BIRCH ST & 171 BIRCH ST,,41.558232,-73.021111,,,,,
11338,BIR131N,BIRCH ST & 131 BIRCH ST,,41.559956,-73.021611,,,,,
11339,BIRLONN,BIRCH ST & LONGHILL RD,,41.561831,-73.022172,,,,,
1134,MAINELS,MAIN ST & NELSON ST,,41.78712,-72.673714,,,,,
11340,LONBEECN,LONG HILL RD & OPP BEECH ST,,41.561989,-73.024093,,,,,
11341,WALNWAW,WALNUT ST & N WALNUT ST,,41.56146,-73.025493,,,,,
11342,EFASTPN,E FARM ST & ST PAUL ST,,41.562314,-73.027585,,,,,
11343,EFAORAN,E FARM ST & ORANGE ST,,41.563134,-73.02917,,,,,
11344,EFANMAN,E FARM ST & N MAIN ST,,41.563936,-73.030767,,,,,
11345,EMABROOE,E MAIN ST & BROOK ST,,41.555575,-73.040007,,,,,
11346,EMAWATEE,E MAIN ST & WATERBURY POLICE,,41.554457,-73.035221,,,,,
11347,CHEMAPN,CHERRY ST & MAPLE AVE,,41.555004,-73.034232,,,,,
11348,WALCHEE,WALNUT ST & CHERRY ST,,41.555773,-73.033775,,,,,
11349,WALWELE,WALNUT ST & WELTON ST,,41.555831,-73.030937,,,,,
1135,MAIELMS,MAIN ST & ELMER ST,,41.785629,-72.674457,,,,,
11350,WALWALN,WALNUT ST & WALNUT AVE,,41.556844,-73.028947,,,,,
11351,WALWEBN,WALNUT ST & WEBB ST,,41.558247,-73.028431,,,,,
11352,ROSWALE,ROSE ST & WALNUT ST,,41.558596,-73.02813,,,,,
11353,ROSYOUE,ROSE ST & YOUNG ST,,41.558393,-73.026596,,,,,
11355,OAKBRIGS,OAK ST & BRIGHTON ST,,41.556744,-73.02374,,,,,
11356,WALOAKW,WALL ST & OAK ST,,41.555859,-73.02404,,,,,
11357,HOLOAKE,HOLOHAN AVE & OAK ST,,41.5541,-73.023757,,,,,
11358,OAK228N,OAK ST & 228 OAK ST,,41.554904,-73.023904,,,,,
11359,OAKROSN,OAK ST & ROSE ST,,41.557871,-73.023357,,,,,
1136,TOWGARW,TOWER AVE & OPP GARDEN ST,,41.799058,-72.678548,,,,,
11360,OAKIVEN,OAK ST & IVES ST,,41.559496,-73.023833,,,,,
11361,OAKLONN,OAK ST & LONG HILL RD,,41.561077,-73.024598,,,,,
11362,WALLOCS,WALNUT ST & LOCUST ST,,41.56119,-73.026869,,,,,
11363,WALWOOS,WALNUT ST & WOOD ST,,41.559607,-73.027747,,,,,
11364,WALROSS,WALNUT ST & ROSE ST,,41.558327,-73.028637,,,,,
11365,WALHIGS,WALNUT ST & HIGH ST,,41.556745,-73.029405,,,,,
11366,WALWELS,WALNUT ST & WELTON ST,,41.556117,-73.030648,,,,,
11367,WALCHEW,WALNUT ST & CHERRY ST,,41.555933,-73.033848,,,,,
11368,CHEMAPS,CHERRY ST & MAPLE AVE,,41.554967,-73.034461,,,,,
11369,EMAMAPEW,E MAIN ST & MAPLE ST,,41.554626,-73.035571,,,,,
1137,TOWWAVW,TOWER AVE & OPP WAVERLY ST,,41.799463,-72.681044,,,,,
11370,EMAUCONN,E MAIN ST & UCONN,,41.555656,-73.039633,,,,,
11371,WESLEAVE,WEST MAIN & LEAVENWORTH ST,,41.55625,-73.042461,,,,,
11372,EMAORANE,E MAIN ST & ORANGE ST,,41.554299,-73.033203,,,,,
11373,HAMBRAS,HAMILTON AVE & BRASS MILL COMMONS,,41.553508,-73.03087,,,,,
11374,BRASEAS,BRASS MILL CTR & SEARS AUTO,,41.551805,-73.02828,,,,,
11375,HAMBRAN,HAMILTON AVE & BRASS MILL COMMONS,,41.553276,-73.030422,,,,,
11376,EMAWILIE,E MAIN ST & OPP WILLIAM ST,,41.553832,-73.029421,,,,,
11377,EMATAYE,E MAIN ST & OPP TAYLOR ST,,41.553477,-73.027584,,,,,
11378,WOLHOWS,WOLCOTT ST & OPP HOWARD ST,,41.552418,-73.024658,,,,,
11379,WOLOAKS,WOLCOTT ST & OPP OAK ST,,41.551118,-73.021865,,,,,
1138,TOWMAYW,TOWER AVE & MAYFAIR RD,,41.800659,-72.688326,,,,,
11380,WOLLYDN,WOLCOTT ST & LYDIA ST,,41.551463,-73.018122,,,,,
11381,WOLMANN,WOLCOTT ST & MANOR AVE,,41.552725,-73.0167,,,,,
11382,WOLHARN,WOLCOTT ST & OPP HARPER AVE,,41.554997,-73.014858,,,,,
11383,WOLDALN,WOLCOTT ST & DALLAS AVE,,41.556563,-73.013533,,,,,
11384,WOLSHON,WOLCOTT ST & SHOP RITE,,41.55921,-73.012091,,,,,
11385,WOLPRIN,WOLCOTT ST & PRITCHARD RD,,41.561857,-73.010781,,,,,
11386,STIRICS,STILLSON RD & RICHARD TER,,41.564246,-73.008166,,,,,
11387,NAUWALN,NAUGATUCK VALLEY MALL & WAL-MART,,41.565258,-73.006429,,,,,
11388,WOLLAKN,WOLCOTT ST & OPP LAKEWOOD RD,,41.569227,-73.005859,,,,,
11389,SHAWOLE,SHARON RD & WOLCOTT ST,,41.570337,-73.004388,,,,,
11390,WOLSHAN,WOLOTT ST & SHARON RD,,41.57115,-73.004475,,,,,
11391,WOLTOWN,WOLCOTT ST & TOWN LINE RD,,41.573744,-73.002089,,,,,
11392,NUTWOLS,NUTMEG VALLEY RD & WOLCOTT RD,,41.575786,-72.999013,,,,,
11393,NUTTOSE,NUTMEG VALLEY RD & OPP TOSUN RD,,41.574333,-72.995857,,,,,
11394,WOLCOTPK,TOWN LINE RD & WOLCOTT IND PARK,,41.57278,-72.994415,,,,,
11395,TOW14W,TOWN LINE RD & 14-16 TOWN LINE RD,,41.572823,-72.995817,,,,,
11396,TOW9W,TOWN LINE RD & 9 TOWN LINE RD,,41.573596,-72.999129,,,,,
11397,TOWWOLW,TOWN LINE RD & WOLCOTT RD,,41.574004,-73.001474,,,,,
11398,SHAWOOE,SHARON RD & WOODTICK RD,,41.568514,-72.997679,,,,,
11399,WOOPRES,WOODTICK RD  & PRESTON TER,,41.566797,-72.998557,,,,,
114,ASHWOOE,ASHLEY ST & WOODLAND ST,,41.775663,-72.698263,,,,,
1140,COVBRAS,COVENTRY ST & BRANFORD ST,,41.79874,-72.690197,,,,,
11400,WOOBLUES,WOODTICK RD & OPP BLUE TRAIL DR,,41.565366,-72.99935,,,,,
11401,WOOLUNS,WOODTICK RD & LUND AVE,,41.563167,-73.00007,,,,,
11402,WOOFROS,WOODTICK RD & FROST RD,,41.560206,-73.002696,,,,,
11403,STIFRAN,STILLSON RD & FRAMINGHAM DR,,41.563988,-73.007755,,,,,
11404,WOLPRIS,WOLCOTT ST & PRITCHARD RD,,41.561865,-73.011023,,,,,
11405,WOLSHOS,WOLCOTT ST & OPP SHOP RITE,,41.55887,-73.012416,,,,,
11406,WOLMAHS,WOLCOTT ST & MAHER AVE,,41.556849,-73.01357,,,,,
11407,WOLHARS,WOLCOTT ST & HARPER AVE,,41.555176,-73.014991,,,,,
11408,WOLMANS,WOLCOTT ST & OPP MANOR AVE,,41.552689,-73.017014,,,,,
11409,WOLLYDS,WOLCOTT ST & OPP LYDIA ST,,41.551508,-73.018363,,,,,
1141,COVCAPS,COVENTRY ST & CAPITOL REGION MENTAL HEALTH,,41.797051,-72.690152,,,,,
11410,WOLOAKN,WOLCOTT ST & OAK ST,,41.551243,-73.021684,,,,,
11411,WOLHOWN,WOLCOTT ST & HOWARD ST,,41.552561,-73.024562,,,,,
11412,WOLTAYW,WOLCOTT ST & TAYLOR ST,,41.553638,-73.027512,,,,,
11413,EMAWILIW,E MAIN ST & WILLIAM ST,,41.553984,-73.029337,,,,,
11414,EMAWELTW,E MAIN ST & WELTON ST,,41.554204,-73.031137,,,,,
11415,EMACHERW,E MAIN ST & CHERRY ST,,41.554575,-73.034267,,,,,
11416,EMAWOLCS,E MAIN ST & WOLCOTT ST,,41.553405,-73.027717,,,,,
11417,EMABRASS,E MAIN ST & BRASS MILL MALL,,41.551141,-73.024546,,,,,
11418,EMI1037S,E MAIN ST & 1037 E MAIN ST,,41.550204,-73.02342,,,,,
11419,EMAHAMIS,E MAIN ST & HAMILTON PARK RD,,41.547914,-73.019682,,,,,
1142,VINCITE,VINE ST & CITY OF HTFD HUMAN SERVICE,,41.795905,-72.689112,,,,,
11420,MERCITN,MERIDEN RD & CITGO GAS STATION,,41.547292,-73.016842,,,,,
11421,MERMANN,MERIDEN RD & OPP MANOR AVE,,41.549486,-73.013817,,,,,
11422,MERBEEE,MERIDEN RD & BEECHER AVE,,41.550331,-73.010135,,,,,
11423,MANVIRN,MANSFIELD AVE & OPP VIRGINIA AVE,,41.554312,-73.006607,,,,,
11424,MANLAWN,MANSFIELD AVE & LAWN ST,,41.557413,-73.006687,,,,,
11425,HIGATWW,HIGHLAWN ST & ATWOOD AVE,,41.559761,-73.007575,,,,,
11426,ATWCLES,ATWOOD AVE & CLEARVIEW ST,,41.55818,-73.007812,,,,,
11427,ATWRADS,ATWOOD AVE & RADCLIFFE AVE,,41.553836,-73.008321,,,,,
11428,ACAMERS,ACADEMY AVE & MERIDEN RD,,41.55196,-73.008014,,,,,
1143,VINMENE,VINE ST & OPP MENTAL HEALTH CTR,,41.795905,-72.688251,,,,,
11430,WOOMERS,WOODLAND AVE & MERIDEN RD,,41.552021,-73.002555,,,,,
11431,WOOCIRS,WOODLAND AVE & CIRCULAR AVE,,41.550601,-73.002358,,,,,
11432,WOOFROSS,WOODLAND AVE & FROST RD,,41.549074,-73.001497,,,,,
11433,FROCEDN,FROST RD & CEDAR AVE,,41.550024,-72.999808,,,,,
11434,FROMERN,FROST RD & MERIDEN RD,,41.552338,-72.999838,,,,,
11435,MERCAPE,MERIDEN RD & CAPITOL AVE,,41.553584,-72.997099,,,,,
11436,MERNATE,MERIDEN RD & NATIONAL AVE,,41.555464,-72.994024,,,,,
11437,MERALES,MERIDEN RD & OPP ALEXANDER AVE,,41.554235,-72.990868,,,,,
11438,MERDECE,MERIDEN RD & DECICCO RD,,41.552024,-72.986467,,,,,
11439,MERMORE,MERIDEN RD & MORRIS LN,,41.552513,-72.981927,,,,,
1144,VINLOVS,VINE ST & OPP LOVE LN,,41.793651,-72.686716,,,,,
11440,MERWOOE,MERIDEN RD & WOODGLEN DR,,41.553431,-72.976216,,,,,
11441,MER1400E,MERIDEN RD & 1400 MERIDEN RD,,41.553738,-72.973318,,,,,
11442,MERIPEIR,MERIDEN RD & PEIRPOINT RD,,41.55376,-72.969839,,,,,
11443,AVEPIEE,AVENUE OF IND & PIERPONT RD,,41.551803,-72.969702,,,,,
11444,AVEOFIND,AVENUE OF INDUSTRY (CUL DE SAC),,41.551539,-72.966236,,,,,
11445,AVEPIEW,AVENUE OF INDUSTRY & PIERPONT RD,,41.551946,-72.969582,,,,,
11446,MERTODE,MERIDEN RD & OPP TODD RD,,41.554427,-72.963946,,,,,
11447,MERSTEE,MERIDEN RD & OPP STEELE AVE,,41.554842,-72.960312,,,,,
11448,MERCHEE,MERIDEN RD & OPP CHESTERFIELD AVE,,41.555085,-72.958162,,,,,
11449,FARMERN,FARVIEW AVE & MERIDEN RD,,41.555748,-72.956835,,,,,
1145,VINWESS,VINE ST & OPP WESTLAND ST,,41.792533,-72.686767,,,,,
11450,FARPAUN,FARVIEW AVE & PAULA DR,,41.560046,-72.956299,,,,,
11451,FARCENN,FARVIEW AVE & CENTRAL AVE,,41.563121,-72.955761,,,,,
11452,CENEASE,CENTRAL AVE & EAST ST,,41.564013,-72.947681,,,,,
11453,EASMERS,EAST ST & MERIDEN RD,,41.55883,-72.948047,,,,,
11454,MEROAKS,MERIDEN RD & OAK ST,,41.556674,-72.950821,,,,,
11455,MERFARE,MERIDEN RD & FARVIEW AVE,,41.555427,-72.956532,,,,,
11456,MERCHEW,MERIDEN RD & CHESTERFIELD AVE,,41.555174,-72.958814,,,,,
11457,MERSTEW,MERIDEN RD & STEELE AVE,,41.554994,-72.960408,,,,,
11458,MERTODW,MERIDEN RD & TODD RD,,41.554498,-72.964864,,,,,
11459,MERPIEW,MERIDEN RD & PIERPONT RD,,41.55392,-72.969876,,,,,
1146,VINWINS,VINE ST & OPP WINCHESTER ST,,41.791041,-72.686891,,,,,
11460,MERSLAW,MERIDEN RD & SLAM THAI RESTAURANT,,41.553917,-72.972919,,,,,
11461,MERWOOW,MERIDEN RD & OPP WOODGLEN DR,,41.553573,-72.976433,,,,,
11462,MERMORW,MERIDEN RD & MORRIS LN,,41.55261,-72.982398,,,,,
11463,MERDECW,MERIDEN RD & OPP DECICCO RD,,41.552168,-72.986298,,,,,
11464,MERALEN,MERIDEN RD & ALEXANDER AVE,,41.55428,-72.990603,,,,,
11465,MERNATW,MERIDEN RD & NATIONAL AVE,,41.555472,-72.994652,,,,,
11466,MERCAPS,MERIDEN RD & CAPITOL AVE,,41.553798,-72.997112,,,,,
11467,FROMERS,FROST RD & MERIDEN RD,,41.552463,-73.000116,,,,,
11468,FROCEDS,FROST RD & CEDAR AVE,,41.549961,-73.000098,,,,,
11469,WOOFRON,WOOLAND AVE & FROST RD,,41.549164,-73.001304,,,,,
1147,VINROCS,VINE ST & OPP ROCKVILLE ST,,41.790335,-72.686953,,,,,
11470,WOOCIRN,WOODLAND AVE & CIRULAR AVE,,41.550628,-73.002153,,,,,
11471,MERWOODW,MERIDEN RD & WOODLAND AVE,,41.552486,-73.002942,,,,,
11472,MERWOOTW,MERIDEN RD & WOODTICK RD,,41.552356,-73.006396,,,,,
11473,MERSTOW,MERIDEN RD & STORE AVE,,41.550474,-73.010281,,,,,
11474,MERMANS,MERIDEN RD & MANOR AVE,,41.549449,-73.014288,,,,,
11475,MEREMAS,E MAIN ST & MERIDEN RD,,41.54705,-73.017615,,,,,
11476,EMAHAMIN,E MAIN ST & OPP HAMILTON PARK RD,,41.548324,-73.020009,,,,,
11477,EMA1037N,E MAIN ST & 1037 E MAIN ST,,41.550508,-73.023542,,,,,
11478,EMAIBRAN,E MAIN ST & OPP BRASS MILL MALL,,41.552033,-73.025201,,,,,
11479,EMAWOLN,E MAIN ST & WOLCOTT ST,,41.553495,-73.027524,,,,,
1148,VINVINS,VINE ST & OPP VINELAND TER,,41.789575,-72.687015,,,,,
11480,EMAMERDS,E MAIN ST & OPP MERIDEN RD,,41.54671,-73.017686,,,,,
11481,EMAIDYS,E MAIN ST & IDYIWOOD AVE,,41.546062,-73.014846,,,,,
11482,EMABEECS,E MAIN ST & OPP BEECHER AVE,,41.545021,-73.012235,,,,,
11483,EMAKNOLS,E MAIN ST & KNOLL ST,,41.544361,-73.010784,,,,,
11484,EMAEASTE,E MAIN ST & EAST GATE APARTMENTS,,41.543689,-73.006193,,,,,
11485,FROEMAN,FROST RD & E MAIN ST,,41.544299,-73.004371,,,,,
11486,GREFROE,GREENLEAF AVE & FROST RD,,41.546114,-73.00318,,,,,
11487,MIDMELN,MIDDLEFIELD AVE & MELROSE AVE,,41.546772,-72.99951,,,,,
11488,MELFROW,MELROSE AVE & FROST AVE,,41.547035,-73.002929,,,,,
11489,FROEMAS,FROST RD & E MAIN ST,,41.544343,-73.004601,,,,,
1149,VINEDGS,VINE ST & EDGEWOOD ST,,41.788664,-72.687284,,,,,
11490,EMAFROSE,E MAIN ST & OPP FROST RD,,41.543933,-73.004237,,,,,
11491,EMANEWIE,E MAIN ST & NEWINGTON AVE,,41.541821,-72.999993,,,,,
11492,EMASCOTE,E MAIN ST & SCOTT RD,,41.541809,-72.99567,,,,,
11493,EMAMERE,E MAIN ST & MERILINE AVE,,41.543379,-72.990843,,,,,
11494,MERPINN,MERILINE AVE & PINEHURST AVE,,41.544299,-72.991111,,,,,
11495,CRAHILW,CRAIGIE AVE & HILLCREST AVE,,41.545574,-72.992817,,,,,
11496,HILPINSS,HILLCREST AVE & PINEHURST AVE,,41.544145,-72.9925,,,,,
11497,WHIEMAS,WHITECROFT LN & E MAIN ST,,41.54231,-72.994596,,,,,
11499,HARPLAS,HARPERS FERRY RD & PLANK RD,,41.540915,-73.008819,,,,,
115,ASHWOOW,ASHLEY ST & WOODLAND ST,,41.775985,-72.69882,,,,,
1150,VINKENS,VINE ST & KENEY TER,,41.78736,-72.687759,,,,,
11500,REIHARS,REIDVILLE DR & HARPERS FERRY RD,,41.539164,-73.008983,,,,,
11501,REIDUNS,REIDVILLE DR & DUNKIN DONUTS,,41.537747,-73.005816,,,,,
11502,REISTOE,REIDVILLE DR & STOP & SHOP,,41.538533,-72.999659,,,,,
11503,REICVSE,REIDVILLE DR & C V S,,41.540219,-72.99499,,,,,
11504,SCOEMAS,SCOTT RD & E MAIN ST,,41.541558,-72.995996,,,,,
11505,SCOSCHS,SCOTT RD & OPP SCHRAFFTS DR,,41.539962,-72.993564,,,,,
11506,SCOTHES,SCOTT RD & THE VILLAGE,,41.538901,-72.991763,,,,,
11507,SCOSTOS,SCOTT RD & STONEFIELD DR,,41.53716,-72.990467,,,,,
11508,SCOGAYE,SCOTT RD & GAYWOOD DR,,41.534993,-72.986803,,,,,
11509,SCODINE,SCOTT RD & DINATALI DR,,41.534032,-72.983722,,,,,
1151,CAPENF,CAPEN ST & ENFIELD ST,,41.786229,-72.684041,,,,,
11510,VILSCON,VILLAGE WOOD DR & SCOTT RD,,41.53383,-72.980787,,,,,
11511,VILBERN,VILLAGE WOOD DR & BERGIN CIR,,41.534466,-72.979533,,,,,
11512,VILBOXN,VILLAGE WOOD DR & BOXWOOD CT,,41.535941,-72.978908,,,,,
11513,BOXAUSE,BOXWOOD CT & AUSTIN RD,,41.536148,-72.977556,,,,,
11514,AUSPRON,CAPTAIN NEVILLE INDUSTRIAL PARK,,41.536935,-72.976833,,,,,
11515,PRO105E,PROGRESS LN & 105 PROGRESS LN,,41.533462,-72.97458,,,,,
11516,PRO75N,PROGRESS LN & 75 PROGRESS LN,,41.534172,-72.970971,,,,,
11517,PROCAPN,PROGRESS LN & CAPTAIN NEVILLE DR,,41.538041,-72.970979,,,,,
11518,CAPAUSW,CAPTAIN NEVILLE DR & AUSTIN RD,,41.538992,-72.975739,,,,,
11519,AUSCAPN,AUSTIN RD & CAPTAIN NEVILLE DR,,41.538661,-72.9761,,,,,
1152,CAPGARE,CAPEN ST & GARDEN ST,,41.786005,-72.682999,,,,,
11520,EMAAUSTW,E MAIN ST & AUSTIN RD,,41.543381,-72.974371,,,,,
11521,EMAPIERN,E MAIN ST & PIERPONT RD,,41.54576,-72.979654,,,,,
11522,EMANORRW,E MAIN ST & NORRIS ST,,41.546274,-72.983145,,,,,
11523,EMAMIDLW,E MAIN ST & MIDLAND RD,,41.54508,-72.987876,,,,,
11524,EMAMERLS,E MAIN ST & MERILINE AVE,,41.543736,-72.990482,,,,,
11525,EMASCOTW,E MAIN ST & OPP SCOTT RD,,41.541934,-72.995888,,,,,
11526,EMAOAKTW,E MAIN ST & OAK TREE LN,,41.541884,-72.999414,,,,,
11527,EMAFROSW,E MAIN ST & FROST RD,,41.544094,-73.004238,,,,,
11528,EMAEASTW,E MAIN ST & EAST GATE APTS,,41.543931,-73.005819,,,,,
11529,EMAKNOLN,E MAIN ST & KNOLL ST,,41.544531,-73.010712,,,,,
1153,CAPMARE,CAPEN ST & MARTIN ST,,41.785565,-72.681086,,,,,
11530,EMABEECN,E MAIN ST & BEECHER AVE,,41.545217,-73.012235,,,,,
