trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
110,10:33:43,10:33:43,279,16,,0,0,0
110,10:35:00,10:35:00,462,17,,0,0,1
110,10:37:36,10:37:36,191,18,,0,0,0
110,10:39:17,10:39:17,280,19,,0,0,0
110,10:41:01,10:41:01,463,20,,0,0,0
110,10:45:00,10:45:00,100,21,,0,0,1
111,10:45:00,10:45:00,100,1,,0,0,1
111,10:47:27,10:47:27,454,2,,0,0,0
111,10:48:04,10:48:04,455,3,,0,0,0
111,10:48:50,10:48:50,456,4,,0,0,0
111,10:49:58,10:49:58,76,5,,0,0,0
111,10:50:30,10:50:30,273,6,,0,0,0
111,10:51:20,10:51:20,274,7,,0,0,0
111,10:52:15,10:52:15,276,8,,0,0,0
111,10:53:19,10:53:19,184,9,,0,0,0
111,10:55:13,10:55:13,457,10,,0,0,0
111,10:56:46,10:56:46,458,11,,0,0,0
111,10:57:26,10:57:26,459,12,,0,0,0
111,10:59:10,10:59:10,95,13,,0,0,0
111,11:00:28,11:00:28,187,14,,0,0,0
111,11:02:13,11:02:13,461,15,,0,0,0
111,11:03:43,11:03:43,279,16,,0,0,0
111,11:05:00,11:05:00,462,17,,0,0,1
111,11:07:36,11:07:36,191,18,,0,0,0
111,11:09:17,11:09:17,280,19,,0,0,0
111,11:11:01,11:11:01,463,20,,0,0,0
111,11:15:00,11:15:00,100,21,,0,0,1
112,11:15:00,11:15:00,100,1,,0,0,1
112,11:17:27,11:17:27,454,2,,0,0,0
112,11:18:04,11:18:04,455,3,,0,0,0
112,11:18:50,11:18:50,456,4,,0,0,0
112,11:19:58,11:19:58,76,5,,0,0,0
112,11:20:30,11:20:30,273,6,,0,0,0
112,11:21:20,11:21:20,274,7,,0,0,0
112,11:22:15,11:22:15,276,8,,0,0,0
112,11:23:19,11:23:19,184,9,,0,0,0
112,11:25:13,11:25:13,457,10,,0,0,0
112,11:26:46,11:26:46,458,11,,0,0,0
112,11:27:26,11:27:26,459,12,,0,0,0
112,11:29:10,11:29:10,95,13,,0,0,0
112,11:30:28,11:30:28,187,14,,0,0,0
112,11:32:13,11:32:13,461,15,,0,0,0
112,11:33:43,11:33:43,279,16,,0,0,0
112,11:35:00,11:35:00,462,17,,0,0,1
112,11:37:36,11:37:36,191,18,,0,0,0
112,11:39:17,11:39:17,280,19,,0,0,0
112,11:41:01,11:41:01,463,20,,0,0,0
112,11:45:00,11:45:00,100,21,,0,0,1
113,11:45:00,11:45:00,100,1,,0,0,1
113,11:47:27,11:47:27,454,2,,0,0,0
113,11:48:04,11:48:04,455,3,,0,0,0
113,11:48:50,11:48:50,456,4,,0,0,0
113,11:49:58,11:49:58,76,5,,0,0,0
113,11:50:30,11:50:30,273,6,,0,0,0
113,11:51:20,11:51:20,274,7,,0,0,0
113,11:52:15,11:52:15,276,8,,0,0,0
113,11:53:19,11:53:19,184,9,,0,0,0
113,11:55:13,11:55:13,457,10,,0,0,0
113,11:56:46,11:56:46,458,11,,0,0,0
113,11:57:26,11:57:26,459,12,,0,0,0
113,11:59:10,11:59:10,95,13,,0,0,0
113,12:00:28,12:00:28,187,14,,0,0,0
113,12:02:13,12:02:13,461,15,,0,0,0
113,12:03:43,12:03:43,279,16,,0,0,0
113,12:05:00,12:05:00,462,17,,0,0,1
113,12:07:36,12:07:36,191,18,,0,0,0
113,12:09:17,12:09:17,280,19,,0,0,0
113,12:11:01,12:11:01,463,20,,0,0,0
113,12:15:00,12:15:00,100,21,,0,0,1
114,12:15:00,12:15:00,100,1,,0,0,1
114,12:17:27,12:17:27,454,2,,0,0,0
114,12:18:04,12:18:04,455,3,,0,0,0
114,12:18:50,12:18:50,456,4,,0,0,0
114,12:19:58,12:19:58,76,5,,0,0,0
114,12:20:30,12:20:30,273,6,,0,0,0
114,12:21:20,12:21:20,274,7,,0,0,0
114,12:22:15,12:22:15,276,8,,0,0,0
114,12:23:19,12:23:19,184,9,,0,0,0
114,12:25:13,12:25:13,457,10,,0,0,0
114,12:26:46,12:26:46,458,11,,0,0,0
114,12:27:26,12:27:26,459,12,,0,0,0
114,12:29:10,12:29:10,95,13,,0,0,0
114,12:30:28,12:30:28,187,14,,0,0,0
114,12:32:13,12:32:13,461,15,,0,0,0
114,12:33:43,12:33:43,279,16,,0,0,0
114,12:35:00,12:35:00,462,17,,0,0,1
114,12:37:36,12:37:36,191,18,,0,0,0
114,12:39:17,12:39:17,280,19,,0,0,0
114,12:41:01,12:41:01,463,20,,0,0,0
114,12:45:00,12:45:00,100,21,,0,0,1
115,12:45:00,12:45:00,100,1,,0,0,1
115,12:47:27,12:47:27,454,2,,0,0,0
115,12:48:04,12:48:04,455,3,,0,0,0
115,12:48:50,12:48:50,456,4,,0,0,0
115,12:49:58,12:49:58,76,5,,0,0,0
115,12:50:30,12:50:30,273,6,,0,0,0
115,12:51:20,12:51:20,274,7,,0,0,0
115,12:52:15,12:52:15,276,8,,0,0,0
115,12:53:19,12:53:19,184,9,,0,0,0
115,12:55:13,12:55:13,457,10,,0,0,0
115,12:56:46,12:56:46,458,11,,0,0,0
115,12:57:26,12:57:26,459,12,,0,0,0
115,12:59:10,12:59:10,95,13,,0,0,0
115,13:00:28,13:00:28,187,14,,0,0,0
115,13:02:13,13:02:13,461,15,,0,0,0
115,13:03:43,13:03:43,279,16,,0,0,0
115,13:05:00,13:05:00,462,17,,0,0,1
115,13:07:36,13:07:36,191,18,,0,0,0
115,13:09:17,13:09:17,280,19,,0,0,0
115,13:11:01,13:11:01,463,20,,0,0,0
115,13:15:00,13:15:00,100,21,,0,0,1
116,13:15:00,13:15:00,100,1,,0,0,1
116,13:17:27,13:17:27,454,2,,0,0,0
116,13:18:04,13:18:04,455,3,,0,0,0
116,13:18:50,13:18:50,456,4,,0,0,0
116,13:19:58,13:19:58,76,5,,0,0,0
116,13:20:30,13:20:30,273,6,,0,0,0
116,13:21:20,13:21:20,274,7,,0,0,0
116,13:22:15,13:22:15,276,8,,0,0,0
116,13:23:19,13:23:19,184,9,,0,0,0
116,13:25:13,13:25:13,457,10,,0,0,0
116,13:26:46,13:26:46,458,11,,0,0,0
116,13:27:26,13:27:26,459,12,,0,0,0
116,13:29:10,13:29:10,95,13,,0,0,0
116,13:30:28,13:30:28,187,14,,0,0,0
116,13:32:13,13:32:13,461,15,,0,0,0
116,13:33:43,13:33:43,279,16,,0,0,0
116,13:35:00,13:35:00,462,17,,0,0,1
116,13:37:36,13:37:36,191,18,,0,0,0
116,13:39:17,13:39:17,280,19,,0,0,0
116,13:41:01,13:41:01,463,20,,0,0,0
116,13:45:00,13:45:00,100,21,,0,0,1
117,13:45:00,13:45:00,100,1,,0,0,1
117,13:47:27,13:47:27,454,2,,0,0,0
117,13:48:04,13:48:04,455,3,,0,0,0
117,13:48:50,13:48:50,456,4,,0,0,0
117,13:49:58,13:49:58,76,5,,0,0,0
117,13:50:30,13:50:30,273,6,,0,0,0
117,13:51:20,13:51:20,274,7,,0,0,0
117,13:52:15,13:52:15,276,8,,0,0,0
117,13:53:19,13:53:19,184,9,,0,0,0
117,13:55:13,13:55:13,457,10,,0,0,0
117,13:56:46,13:56:46,458,11,,0,0,0
117,13:57:26,13:57:26,459,12,,0,0,0
117,13:59:10,13:59:10,95,13,,0,0,0
117,14:00:28,14:00:28,187,14,,0,0,0
117,14:02:13,14:02:13,461,15,,0,0,0
117,14:03:43,14:03:43,279,16,,0,0,0
117,14:05:00,14:05:00,462,17,,0,0,1
117,14:07:36,14:07:36,191,18,,0,0,0
117,14:09:17,14:09:17,280,19,,0,0,0
117,14:11:01,14:11:01,463,20,,0,0,0
117,14:15:00,14:15:00,100,21,,0,0,1
118,14:15:00,14:15:00,100,1,,0,0,1
118,14:17:27,14:17:27,454,2,,0,0,0
118,14:18:04,14:18:04,455,3,,0,0,0
118,14:18:50,14:18:50,456,4,,0,0,0
118,14:19:58,14:19:58,76,5,,0,0,0
118,14:20:30,14:20:30,273,6,,0,0,0
118,14:21:20,14:21:20,274,7,,0,0,0
118,14:22:15,14:22:15,276,8,,0,0,0
118,14:23:19,14:23:19,184,9,,0,0,0
118,14:25:13,14:25:13,457,10,,0,0,0
118,14:26:46,14:26:46,458,11,,0,0,0
118,14:27:26,14:27:26,459,12,,0,0,0
118,14:29:10,14:29:10,95,13,,0,0,0
118,14:30:28,14:30:28,187,14,,0,0,0
118,14:32:13,14:32:13,461,15,,0,0,0
118,14:33:43,14:33:43,279,16,,0,0,0
118,14:35:00,14:35:00,462,17,,0,0,1
118,14:37:36,14:37:36,191,18,,0,0,0
118,14:39:17,14:39:17,280,19,,0,0,0
118,14:41:01,14:41:01,463,20,,0,0,0
118,14:45:00,14:45:00,100,21,,0,0,1
119,14:45:00,14:45:00,100,1,,0,0,1
119,14:47:27,14:47:27,454,2,,0,0,0
119,14:48:04,14:48:04,455,3,,0,0,0
119,14:48:50,14:48:50,456,4,,0,0,0
119,14:49:58,14:49:58,76,5,,0,0,0
119,14:50:30,14:50:30,273,6,,0,0,0
119,14:51:20,14:51:20,274,7,,0,0,0
119,14:52:15,14:52:15,276,8,,0,0,0
119,14:53:19,14:53:19,184,9,,0,0,0
119,14:55:13,14:55:13,457,10,,0,0,0
119,14:56:46,14:56:46,458,11,,0,0,0
119,14:57:26,14:57:26,459,12,,0,0,0
119,14:59:10,14:59:10,95,13,,0,0,0
119,15:00:28,15:00:28,187,14,,0,0,0
119,15:02:13,15:02:13,461,15,,0,0,0
119,15:03:43,15:03:43,279,16,,0,0,0
119,15:05:00,15:05:00,462,17,,0,0,1
119,15:07:36,15:07:36,191,18,,0,0,0
119,15:09:17,15:09:17,280,19,,0,0,0
119,15:11:01,15:11:01,463,20,,0,0,0
119,15:15:00,15:15:00,100,21,,0,0,1
120,15:15:00,15:15:00,100,1,,0,0,1
120,15:17:27,15:17:27,454,2,,0,0,0
120,15:18:04,15:18:04,455,3,,0,0,0
120,15:18:50,15:18:50,456,4,,0,0,0
120,15:19:58,15:19:58,76,5,,0,0,0
120,15:20:30,15:20:30,273,6,,0,0,0
120,15:21:20,15:21:20,274,7,,0,0,0
120,15:22:15,15:22:15,276,8,,0,0,0
120,15:23:19,15:23:19,184,9,,0,0,0
120,15:25:13,15:25:13,457,10,,0,0,0
120,15:26:46,15:26:46,458,11,,0,0,0
120,15:27:26,15:27:26,459,12,,0,0,0
120,15:29:10,15:29:10,95,13,,0,0,0
120,15:30:28,15:30:28,187,14,,0,0,0
120,15:32:13,15:32:13,461,15,,0,0,0
120,15:33:43,15:33:43,279,16,,0,0,0
120,15:35:00,15:35:00,462,17,,0,0,1
120,15:37:36,15:37:36,191,18,,0,0,0
120,15:39:17,15:39:17,280,19,,0,0,0
120,15:41:01,15:41:01,463,20,,0,0,0
120,15:45:00,15:45:00,100,21,,0,0,1
121,15:45:00,15:45:00,100,1,,0,0,1
121,15:47:27,15:47:27,454,2,,0,0,0
121,15:48:04,15:48:04,455,3,,0,0,0
121,15:48:50,15:48:50,456,4,,0,0,0
121,15:49:58,15:49:58,76,5,,0,0,0
121,15:50:30,15:50:30,273,6,,0,0,0
121,15:51:20,15:51:20,274,7,,0,0,0
121,15:52:15,15:52:15,276,8,,0,0,0
121,15:53:19,15:53:19,184,9,,0,0,0
121,15:55:13,15:55:13,457,10,,0,0,0
121,15:56:46,15:56:46,458,11,,0,0,0
121,15:57:26,15:57:26,459,12,,0,0,0
121,15:59:10,15:59:10,95,13,,0,0,0
121,16:00:28,16:00:28,187,14,,0,0,0
121,16:02:13,16:02:13,461,15,,0,0,0
121,16:03:43,16:03:43,279,16,,0,0,0
121,16:05:00,16:05:00,462,17,,0,0,1
121,16:07:36,16:07:36,191,18,,0,0,0
121,16:09:17,16:09:17,280,19,,0,0,0
121,16:11:01,16:11:01,463,20,,0,0,0
121,16:15:00,16:15:00,100,21,,0,0,1
122,16:15:00,16:15:00,100,1,,0,0,1
122,16:17:27,16:17:27,454,2,,0,0,0
122,16:18:04,16:18:04,455,3,,0,0,0
122,16:18:50,16:18:50,456,4,,0,0,0
122,16:19:58,16:19:58,76,5,,0,0,0
122,16:20:30,16:20:30,273,6,,0,0,0
122,16:21:20,16:21:20,274,7,,0,0,0
122,16:22:15,16:22:15,276,8,,0,0,0
122,16:23:19,16:23:19,184,9,,0,0,0
122,16:25:13,16:25:13,457,10,,0,0,0
122,16:26:46,16:26:46,458,11,,0,0,0
122,16:27:26,16:27:26,459,12,,0,0,0
122,16:29:10,16:29:10,95,13,,0,0,0
122,16:30:28,16:30:28,187,14,,0,0,0
122,16:32:13,16:32:13,461,15,,0,0,0
122,16:33:43,16:33:43,279,16,,0,0,0
122,16:35:00,16:35:00,462,17,,0,0,1
122,16:37:36,16:37:36,191,18,,0,0,0
122,16:39:17,16:39:17,280,19,,0,0,0
122,16:41:01,16:41:01,463,20,,0,0,0
122,16:45:00,16:45:00,100,21,,0,0,1
123,16:45:00,16:45:00,100,1,,0,0,1
123,16:47:27,16:47:27,454,2,,0,0,0
123,16:48:04,16:48:04,455,3,,0,0,0
123,16:48:50,16:48:50,456,4,,0,0,0
123,16:49:58,16:49:58,76,5,,0,0,0
123,16:50:30,16:50:30,273,6,,0,0,0
123,16:51:20,16:51:20,274,7,,0,0,0
123,16:52:15,16:52:15,276,8,,0,0,0
123,16:53:19,16:53:19,184,9,,0,0,0
123,16:55:13,16:55:13,457,10,,0,0,0
123,16:56:46,16:56:46,458,11,,0,0,0
123,16:57:26,16:57:26,459,12,,0,0,0
123,16:59:10,16:59:10,95,13,,0,0,0
123,17:00:28,17:00:28,187,14,,0,0,0
123,17:02:13,17:02:13,461,15,,0,0,0
123,17:03:43,17:03:43,279,16,,0,0,0
123,17:05:00,17:05:00,462,17,,0,0,1
123,17:07:36,17:07:36,191,18,,0,0,0
123,17:09:17,17:09:17,280,19,,0,0,0
123,17:11:01,17:11:01,463,20,,0,0,0
123,17:15:00,17:15:00,100,21,,0,0,1
124,17:15:00,17:15:00,100,1,,0,0,1
124,17:17:27,17:17:27,454,2,,0,0,0
124,17:18:04,17:18:04,455,3,,0,0,0
124,17:18:50,17:18:50,456,4,,0,0,0
124,17:19:58,17:19:58,76,5,,0,0,0
124,17:20:30,17:20:30,273,6,,0,0,0
124,17:21:20,17:21:20,274,7,,0,0,0
124,17:22:15,17:22:15,276,8,,0,0,0
124,17:23:19,17:23:19,184,9,,0,0,0
124,17:25:13,17:25:13,457,10,,0,0,0
124,17:26:46,17:26:46,458,11,,0,0,0
124,17:27:26,17:27:26,459,12,,0,0,0
124,17:29:10,17:29:10,95,13,,0,0,0
124,17:30:28,17:30:28,187,14,,0,0,0
124,17:32:13,17:32:13,461,15,,0,0,0
124,17:33:43,17:33:43,279,16,,0,0,0
124,17:35:00,17:35:00,462,17,,0,0,1
124,17:37:36,17:37:36,191,18,,0,0,0
124,17:39:17,17:39:17,280,19,,0,0,0
124,17:41:01,17:41:01,463,20,,0,0,0
124,17:45:00,17:45:00,100,21,,0,0,1
125,17:45:00,17:45:00,100,1,,0,0,1
125,17:47:27,17:47:27,454,2,,0,0,0
125,17:48:04,17:48:04,455,3,,0,0,0
125,17:48:50,17:48:50,456,4,,0,0,0
125,17:49:58,17:49:58,76,5,,0,0,0
125,17:50:30,17:50:30,273,6,,0,0,0
125,17:51:20,17:51:20,274,7,,0,0,0
125,17:52:15,17:52:15,276,8,,0,0,0
125,17:53:19,17:53:19,184,9,,0,0,0
125,17:55:13,17:55:13,457,10,,0,0,0
125,17:56:46,17:56:46,458,11,,0,0,0
125,17:57:26,17:57:26,459,12,,0,0,0
125,17:59:10,17:59:10,95,13,,0,0,0
125,18:00:28,18:00:28,187,14,,0,0,0
125,18:02:13,18:02:13,461,15,,0,0,0
125,18:03:43,18:03:43,279,16,,0,0,0
125,18:05:00,18:05:00,462,17,,0,0,1
125,18:07:36,18:07:36,191,18,,0,0,0
125,18:09:17,18:09:17,280,19,,0,0,0
125,18:11:01,18:11:01,463,20,,0,0,0
125,18:15:00,18:15:00,100,21,,0,0,1
126,18:15:00,18:15:00,100,1,,0,0,1
126,18:17:27,18:17:27,454,2,,0,0,0
126,18:18:04,18:18:04,455,3,,0,0,0
126,18:18:50,18:18:50,456,4,,0,0,0
126,18:19:58,18:19:58,76,5,,0,0,0
126,18:20:30,18:20:30,273,6,,0,0,0
126,18:21:20,18:21:20,274,7,,0,0,0
126,18:22:15,18:22:15,276,8,,0,0,0
126,18:23:19,18:23:19,184,9,,0,0,0
126,18:25:13,18:25:13,457,10,,0,0,0
126,18:26:46,18:26:46,458,11,,0,0,0
126,18:27:26,18:27:26,459,12,,0,0,0
126,18:29:10,18:29:10,95,13,,0,0,0
126,18:30:28,18:30:28,187,14,,0,0,0
126,18:32:13,18:32:13,461,15,,0,0,0
126,18:33:43,18:33:43,279,16,,0,0,0
126,18:35:00,18:35:00,462,17,,0,0,1
126,18:37:36,18:37:36,191,18,,0,0,0
126,18:39:17,18:39:17,280,19,,0,0,0
126,18:41:01,18:41:01,463,20,,0,0,0
126,18:45:00,18:45:00,100,21,,0,0,1
127,18:45:00,18:45:00,100,1,,0,0,1
127,18:47:27,18:47:27,454,2,,0,0,0
127,18:48:04,18:48:04,455,3,,0,0,0
127,18:48:50,18:48:50,456,4,,0,0,0
127,18:49:58,18:49:58,76,5,,0,0,0
127,18:50:30,18:50:30,273,6,,0,0,0
127,18:51:20,18:51:20,274,7,,0,0,0
127,18:52:15,18:52:15,276,8,,0,0,0
127,18:53:19,18:53:19,184,9,,0,0,0
127,18:55:13,18:55:13,457,10,,0,0,0
127,18:56:46,18:56:46,458,11,,0,0,0
127,18:57:26,18:57:26,459,12,,0,0,0
127,18:59:10,18:59:10,95,13,,0,0,0
127,19:00:28,19:00:28,187,14,,0,0,0
127,19:02:13,19:02:13,461,15,,0,0,0
127,19:03:43,19:03:43,279,16,,0,0,0
127,19:05:00,19:05:00,462,17,,0,0,1
127,19:07:36,19:07:36,191,18,,0,0,0
127,19:09:17,19:09:17,280,19,,0,0,0
127,19:11:01,19:11:01,463,20,,0,0,0
127,19:15:00,19:15:00,100,21,,0,0,1
128,19:15:00,19:15:00,100,1,,0,0,1
128,19:17:27,19:17:27,454,2,,0,0,0
128,19:18:04,19:18:04,455,3,,0,0,0
128,19:18:50,19:18:50,456,4,,0,0,0
128,19:19:58,19:19:58,76,5,,0,0,0
128,19:20:30,19:20:30,273,6,,0,0,0
128,19:21:20,19:21:20,274,7,,0,0,0
128,19:22:15,19:22:15,276,8,,0,0,0
128,19:23:19,19:23:19,184,9,,0,0,0
128,19:25:13,19:25:13,457,10,,0,0,0
128,19:26:46,19:26:46,458,11,,0,0,0
128,19:27:26,19:27:26,459,12,,0,0,0
128,19:29:10,19:29:10,95,13,,0,0,0
128,19:30:28,19:30:28,187,14,,0,0,0
128,19:32:13,19:32:13,461,15,,0,0,0
128,19:33:43,19:33:43,279,16,,0,0,0
128,19:35:00,19:35:00,462,17,,0,0,1
128,19:37:36,19:37:36,191,18,,0,0,0
128,19:39:17,19:39:17,280,19,,0,0,0
128,19:41:01,19:41:01,463,20,,0,0,0
128,19:45:00,19:45:00,100,21,,0,0,1
129,06:30:00,06:30:00,100,1,,0,0,1
129,06:32:02,06:32:02,242,2,,0,0,0
129,06:33:44,06:33:44,304,3,,0,0,0
129,06:34:19,06:34:19,464,4,,0,0,0
129,06:35:47,06:35:47,247,5,,0,0,0
129,06:36:42,06:36:42,248,6,,0,0,0
129,06:37:53,06:37:53,466,7,,0,0,0
129,06:39:08,06:39:08,249,8,,0,0,0
129,06:40:09,06:40:09,250,9,,0,0,0
129,06:40:55,06:40:55,251,10,,0,0,0
129,06:42:08,06:42:08,467,11,,0,0,0
129,06:43:29,06:43:29,468,12,,0,0,0
129,06:44:30,06:44:30,254,13,,0,0,0
129,06:45:00,06:45:00,590,14,,0,0,1
129,06:50:31,06:50:31,258,15,,0,0,0
129,06:53:22,06:53:22,473,16,,0,0,0
129,06:54:54,06:54:54,474,17,,0,0,0
129,06:57:18,06:57:18,263,18,,0,0,0
129,07:00:00,07:00:00,100,19,,0,0,1
130,07:00:00,07:00:00,100,1,,0,0,1
130,07:02:02,07:02:02,242,2,,0,0,0
130,07:03:44,07:03:44,304,3,,0,0,0
130,07:04:19,07:04:19,464,4,,0,0,0
130,07:05:47,07:05:47,247,5,,0,0,0
130,07:06:42,07:06:42,248,6,,0,0,0
130,07:07:53,07:07:53,466,7,,0,0,0
130,07:09:08,07:09:08,249,8,,0,0,0
130,07:10:09,07:10:09,250,9,,0,0,0
130,07:10:55,07:10:55,251,10,,0,0,0
130,07:12:08,07:12:08,467,11,,0,0,0
130,07:13:29,07:13:29,468,12,,0,0,0
130,07:14:30,07:14:30,254,13,,0,0,0
130,07:15:00,07:15:00,590,14,,0,0,1
130,07:20:31,07:20:31,258,15,,0,0,0
130,07:23:22,07:23:22,473,16,,0,0,0
130,07:24:54,07:24:54,474,17,,0,0,0
130,07:27:18,07:27:18,263,18,,0,0,0
130,07:30:00,07:30:00,100,19,,0,0,1
131,07:30:00,07:30:00,100,1,,0,0,1
131,07:32:02,07:32:02,242,2,,0,0,0
131,07:33:44,07:33:44,304,3,,0,0,0
131,07:34:19,07:34:19,464,4,,0,0,0
131,07:35:47,07:35:47,247,5,,0,0,0
131,07:36:42,07:36:42,248,6,,0,0,0
131,07:37:53,07:37:53,466,7,,0,0,0
131,07:39:08,07:39:08,249,8,,0,0,0
131,07:40:09,07:40:09,250,9,,0,0,0
131,07:40:55,07:40:55,251,10,,0,0,0
131,07:42:08,07:42:08,467,11,,0,0,0
131,07:43:29,07:43:29,468,12,,0,0,0
131,07:44:30,07:44:30,254,13,,0,0,0
131,07:45:00,07:45:00,590,14,,0,0,1
131,07:50:31,07:50:31,258,15,,0,0,0
131,07:53:22,07:53:22,473,16,,0,0,0
131,07:54:54,07:54:54,474,17,,0,0,0
131,07:57:18,07:57:18,263,18,,0,0,0
131,08:00:00,08:00:00,100,19,,0,0,1
132,08:00:00,08:00:00,100,1,,0,0,1
132,08:02:02,08:02:02,242,2,,0,0,0
132,08:03:44,08:03:44,304,3,,0,0,0
132,08:04:19,08:04:19,464,4,,0,0,0
132,08:05:47,08:05:47,247,5,,0,0,0
132,08:06:42,08:06:42,248,6,,0,0,0
132,08:07:53,08:07:53,466,7,,0,0,0
132,08:09:08,08:09:08,249,8,,0,0,0
132,08:10:09,08:10:09,250,9,,0,0,0
132,08:10:55,08:10:55,251,10,,0,0,0
132,08:12:08,08:12:08,467,11,,0,0,0
132,08:13:29,08:13:29,468,12,,0,0,0
132,08:14:30,08:14:30,254,13,,0,0,0
132,08:15:00,08:15:00,590,14,,0,0,1
132,08:20:31,08:20:31,258,15,,0,0,0
132,08:23:22,08:23:22,473,16,,0,0,0
132,08:24:54,08:24:54,474,17,,0,0,0
132,08:27:18,08:27:18,263,18,,0,0,0
132,08:30:00,08:30:00,100,19,,0,0,1
133,08:30:00,08:30:00,100,1,,0,0,1
133,08:32:02,08:32:02,242,2,,0,0,0
133,08:33:44,08:33:44,304,3,,0,0,0
133,08:34:19,08:34:19,464,4,,0,0,0
133,08:35:47,08:35:47,247,5,,0,0,0
133,08:36:42,08:36:42,248,6,,0,0,0
133,08:37:53,08:37:53,466,7,,0,0,0
133,08:39:08,08:39:08,249,8,,0,0,0
133,08:40:09,08:40:09,250,9,,0,0,0
133,08:40:55,08:40:55,251,10,,0,0,0
133,08:42:08,08:42:08,467,11,,0,0,0
133,08:43:29,08:43:29,468,12,,0,0,0
133,08:44:30,08:44:30,254,13,,0,0,0
133,08:45:00,08:45:00,590,14,,0,0,1
133,08:50:31,08:50:31,258,15,,0,0,0
133,08:53:22,08:53:22,473,16,,0,0,0
133,08:54:54,08:54:54,474,17,,0,0,0
133,08:57:18,08:57:18,263,18,,0,0,0
133,09:00:00,09:00:00,100,19,,0,0,1
134,09:00:00,09:00:00,100,1,,0,0,1
134,09:02:02,09:02:02,242,2,,0,0,0
134,09:03:44,09:03:44,304,3,,0,0,0
134,09:04:19,09:04:19,464,4,,0,0,0
134,09:05:47,09:05:47,247,5,,0,0,0
134,09:06:42,09:06:42,248,6,,0,0,0
134,09:07:53,09:07:53,466,7,,0,0,0
134,09:09:08,09:09:08,249,8,,0,0,0
134,09:10:09,09:10:09,250,9,,0,0,0
134,09:10:55,09:10:55,251,10,,0,0,0
134,09:12:08,09:12:08,467,11,,0,0,0
134,09:13:29,09:13:29,468,12,,0,0,0
134,09:14:30,09:14:30,254,13,,0,0,0
134,09:15:00,09:15:00,590,14,,0,0,1
134,09:20:31,09:20:31,258,15,,0,0,0
134,09:23:22,09:23:22,473,16,,0,0,0
134,09:24:54,09:24:54,474,17,,0,0,0
134,09:27:18,09:27:18,263,18,,0,0,0
134,09:30:00,09:30:00,100,19,,0,0,1
135,09:30:00,09:30:00,100,1,,0,0,1
135,09:32:02,09:32:02,242,2,,0,0,0
135,09:33:44,09:33:44,304,3,,0,0,0
135,09:34:19,09:34:19,464,4,,0,0,0
135,09:35:47,09:35:47,247,5,,0,0,0
135,09:36:42,09:36:42,248,6,,0,0,0
135,09:37:53,09:37:53,466,7,,0,0,0
135,09:39:08,09:39:08,249,8,,0,0,0
135,09:40:09,09:40:09,250,9,,0,0,0
135,09:40:55,09:40:55,251,10,,0,0,0
135,09:42:08,09:42:08,467,11,,0,0,0
135,09:43:29,09:43:29,468,12,,0,0,0
135,09:44:30,09:44:30,254,13,,0,0,0
135,09:45:00,09:45:00,590,14,,0,0,1
135,09:50:31,09:50:31,258,15,,0,0,0
135,09:53:22,09:53:22,473,16,,0,0,0
135,09:54:54,09:54:54,474,17,,0,0,0
135,09:57:18,09:57:18,263,18,,0,0,0
135,10:00:00,10:00:00,100,19,,0,0,1
136,10:00:00,10:00:00,100,1,,0,0,1
136,10:02:02,10:02:02,242,2,,0,0,0
136,10:03:44,10:03:44,304,3,,0,0,0
136,10:04:19,10:04:19,464,4,,0,0,0
136,10:05:47,10:05:47,247,5,,0,0,0
136,10:06:42,10:06:42,248,6,,0,0,0
136,10:07:53,10:07:53,466,7,,0,0,0
136,10:09:08,10:09:08,249,8,,0,0,0
136,10:10:09,10:10:09,250,9,,0,0,0
136,10:10:55,10:10:55,251,10,,0,0,0
136,10:12:08,10:12:08,467,11,,0,0,0
136,10:13:29,10:13:29,468,12,,0,0,0
136,10:14:30,10:14:30,254,13,,0,0,0
136,10:15:00,10:15:00,590,14,,0,0,1
136,10:20:31,10:20:31,258,15,,0,0,0
136,10:23:22,10:23:22,473,16,,0,0,0
136,10:24:54,10:24:54,474,17,,0,0,0
136,10:27:18,10:27:18,263,18,,0,0,0
136,10:30:00,10:30:00,100,19,,0,0,1
137,10:30:00,10:30:00,100,1,,0,0,1
137,10:32:02,10:32:02,242,2,,0,0,0
137,10:33:44,10:33:44,304,3,,0,0,0
137,10:34:19,10:34:19,464,4,,0,0,0
137,10:35:47,10:35:47,247,5,,0,0,0
137,10:36:42,10:36:42,248,6,,0,0,0
137,10:37:53,10:37:53,466,7,,0,0,0
137,10:39:08,10:39:08,249,8,,0,0,0
137,10:40:09,10:40:09,250,9,,0,0,0
137,10:40:55,10:40:55,251,10,,0,0,0
137,10:42:08,10:42:08,467,11,,0,0,0
137,10:43:29,10:43:29,468,12,,0,0,0
137,10:44:30,10:44:30,254,13,,0,0,0
137,10:45:00,10:45:00,590,14,,0,0,1
137,10:50:31,10:50:31,258,15,,0,0,0
137,10:53:22,10:53:22,473,16,,0,0,0
137,10:54:54,10:54:54,474,17,,0,0,0
137,10:57:18,10:57:18,263,18,,0,0,0
137,11:00:00,11:00:00,100,19,,0,0,1
138,11:00:00,11:00:00,100,1,,0,0,1
138,11:02:02,11:02:02,242,2,,0,0,0
