fare_id,route_id,origin_id,destination_id,contains_id
970,1430,,,
970,1431,,,
970,1432,,,
970,1433,,,
970,1434,,,
971,1437,,,
971,1438,,,
971,1439,,,
972,1435,,,
972,1440,,,
973,1429,,,
1493,,1186,1186,
1493,,1187,1187,
1493,,873,873,
1493,,874,874,
1493,,875,875,
2247,1418,,,
2247,1421,,,
2248,1422,,,
2248,1860,,,
2250,17086,,,
2250,6861,,,
2250,6862,,,
2250,6863,,,
2250,6888,,,
2250,6893,,,
4230,,3215,3215,
4230,,3216,3216,
4230,,3217,3217,
