stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
70015,,Westport Library,,46.885548,-124.104037,ghc,,,,,
70020,,Montesano at Washington NorthBound,,46.8934942445174,-124.104180335998,ghc,,,,,
70021,,Montesano at Washington SouthBound,,46.8935638948789,-124.104368090629,ghc,,,,,
70025,,Wilson at Nyhus,,46.9039023043387,-124.106395840645,ghc,,,,,
70030,,Dock & Westhaven,,46.9087491791304,-124.112334251403,ghc,,,,,
70035,,Nyhus at Harbor St,,46.908943411482,-124.11457657814,ghc,,,,,
70040,,Montesano St. between Sprague at Oregon,,46.891802,-124.104419,ghc,,,,,
70045,,Ocean & Montesano,,46.886948,-124.104826,ghc,,,,,
70050,,Grayland Water Dept.,,46.799397,-124.091102,ghc,,,,,
70060,,Westport Transit Center,,46.858358,-124.099561,ghc,,,,,
70065,,Bay City NorthBound,,46.864424,-124.06075,ghc,,,,,
70070,,Wildwood Trailer Park NorthBound,,46.892688,-124.020873,ghc,,,,,
70075,,Johns River Bridge NorthBound,,46.901877,-123.9982,ghc,,,,,
70080,,Johns River Bridge SouthBound,,46.9024014251374,-123.998136520385,ghc,,,,,
70150,,Tokeland (Chevron Gas Station),,46.724202,-124.020747,ghc,,,,,
70333,,Forrest at Chehalis,,46.8714581956072,-124.110939502716,ghc,,,,,
10N000,,Heron at Kansas,,46.9760799334583,-123.810001015663,ghc,,,,,
10N004,,Fern Hill - Laura & Forsythe,,46.990658,-123.80367,ghc,,,,,
10N008,,Young & Lafayette,,46.986217,-123.805293,ghc,,,,,
10N012,,Market & B St.,,46.980209,-123.809518,ghc,,,,,
10N016,,B St. at 4th Ave.,,46.987078,-123.81416,ghc,,,,,
10N020,,James Grocery  B St.,,46.982265,-123.8121,ghc,,,,,
10N024,,Riverview Dr. - LDS Church,,46.997786,-123.812747,ghc,,,,,
10N028,,Market & F St.,,46.977438,-123.814429,ghc,,,,,
10N032,,Market & I St.,,46.975652,-123.817921,ghc,,,,,
10N036,,Broadway at 1st,,46.976237,-123.819921,ghc,,,,,
10N040,,3rd and I St.,,46.977653,-123.82086,ghc,,,,,
10N044,,Broadway at 4th,,46.978413,-123.822361,ghc,,,,,
10N052,,9th & H St.,,46.981602,-123.821658,ghc,,,,,
10N056,,F St. - Aberdeen Manor,,46.981515,-123.818756,ghc,,,,,
10S010,,Boone at Cushing Southbound,,46.967603,-123.802602,ghc,,,,,
10S015,,Boone at MacFarlane,,46.96515,-123.802587,ghc,,,,,
10S020,,Boone at South Shore Mall,,46.962117,-123.802868,ghc,,,,,
10S025,,So. Aberdeen South Shore Mall,,46.960931,-123.805282,ghc,,,,,
